Station,State,District,Tehsil,Block,River,Basin,Latitude,Longitude,Acquisition_Time,River_Discharge_m3sec
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-01 08:30:00,670.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-01 17:30:00,660.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-02 08:30:00,650.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-02 17:30:00,640.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-03 08:30:00,640.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-03 17:30:00,630.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-04 08:30:00,630.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-04 17:30:00,620.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-05 08:30:00,620.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-05 17:30:00,610.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-06 08:30:00,610.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-06 17:30:00,600.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-07 08:30:00,600.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-07 17:30:00,590.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-08 08:30:00,590.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-08 17:30:00,580.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-09 08:30:00,580.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-09 17:30:00,570.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-10 08:30:00,570.0
Mahagaon,Maharashtra,GADCHIROLI,AHERI,-,Godavari,Godavari,19.449444,79.97,2026-04-10 17:30:00,560.0
