District_Name,State_Name,DFSI
Pakur,Jharkhand,9.940192955238464
Nuh,Haryana,9.922296092954678
Kalimpong,West Bengal,9.916650213959274
Lohardaga,Jharkhand,9.906912664619114
Suryapet,Telangana,9.901334243798267
Kolasib,Mizoram,9.878909712173492
West Jaintia Hills,Meghalaya,9.874314592993612
Yadadri Bhuvanagiri,Telangana,9.86087462664835
Peddapalli,Telangana,9.845408482920163
Upper Dibang Valley,Arunachal Pradesh,9.841545884430838
Saiha,Mizoram,9.83880428968046
Mahendragarh,Haryana,9.834091081145813
Imphal West,Manipur,9.824765631403093
Dadra & Nagar Haveli,Dadra & Nagar Have,9.82021116955276
Puducherry,Puducherry,9.745259263728006
Dhamtari,Chhattisgarh,9.737562775263704
Siddipet,Telangana,9.736998679525309
Siddharthnagar,Uttar Pradesh,9.72399035289081
Serchhip,Mizoram,9.723515036831328
Mancherial,Telangana,9.717544076057568
Jagitial,Telangana,9.679544393631508
East Jaintia Hills,Meghalaya,9.65998633260374
Niwari,Madhya Pradesh,9.638222930912182
Charki Dadri,Haryana,9.619373407745462
Lower Siang,Arunachal Pradesh,9.609839787960246
Chittaurgarh,Rajasthan,9.594135959660097
Kohima,Nagaland,9.5925154353088
Narayanpur,Chhattisgarh,9.55376214188696
Ranga Reddy,Telangana,9.536145532868831
North East,Delhi,9.525736278273992
South West Khasi Hills,Meghalaya,9.505296323813456
Sangareddy,Telangana,9.492916177630676
South East,Delhi,9.482388752073582
Tirap,Arunachal Pradesh,9.475632710698273
Korba,Chhattisgarh,9.450878057206763
Phek,Nagaland,9.433797710693456
Longding,Arunachal Pradesh,9.380106398863669
Kamle,Arunachal Pradesh,9.357481439682791
Zunheboto,Nagaland,9.351020631650451
Pakke Kessang,Arunachal Pradesh,9.274304467085791
East Nimar,Madhya Pradesh,9.24772357188089
Baloda Bazar,Chhattisgarh,9.197380868666414
Agar Malwa,Madhya Pradesh,9.189893645189708
Jamtara,Jharkhand,9.108846380469975
Shi Yomi,Arunachal Pradesh,9.096398933410187
Jashpur,Chhattisgarh,9.061379751377704
Kiphire,Nagaland,9.05089449050156
North West,Delhi,8.981260027282882
Simdega,Jharkhand,8.94116808234982
Dhanbad,Jharkhand,8.927454083908186
Latehar,Jharkhand,8.923637897176071
Dimapur,Nagaland,8.881072108678037
Lepa Rada,Arunachal Pradesh,8.713845097816714
Kumuram Bheem Asifabad,Telangana,8.66093849709519
Shahdol,Madhya Pradesh,8.606111330127606
Koriya,Chhattisgarh,8.59284199242208
Hazaribagh,Jharkhand,8.551359145646899
Saraikela-kharsawan,Jharkhand,8.535902648674234
Chandigarh,Chandigarh,8.444719669556333
Churachandpur,Manipur,8.413451680279724
Senapati,Manipur,8.399273632440867
Kabeerdham,Chhattisgarh,8.3867421635168
Mon,Nagaland,8.374345913494796
South Andaman,Andaman & Nicobar,8.360463034157858
Jangoan,Telangana,8.296947751656099
Umaria,Madhya Pradesh,8.24755174208456
Shahdara,Delhi,8.206277741519726
Pherzawl,Manipur,8.073969241981777
Ukhrul,Manipur,8.053628266155952
Kangpokpi,Manipur,8.00393638306531
Kakching,Manipur,7.928141727053354
Peren,Nagaland,7.912089199797859
Sukma,Chhattisgarh,7.909024380663381
Chandel,Manipur,7.865775829637234
Jhargram,West Bengal,7.851960065827975
Wokha,Nagaland,7.815000444608371
Surajpur,Chhattisgarh,7.792234030913422
Sahibzada Ajit Singh Nag*,Punjab,7.786181657360266
Mokokchung,Nagaland,7.757549146183988
Jiribam,Manipur,7.702555124846091
Tuensang,Nagaland,7.690746667159076
South,Delhi,7.686692945997747
Kondagaon,Chhattisgarh,7.560307969081454
Tirunelveli,Tamil Nadu,7.541970999898446
East Kameng,Arunachal Pradesh,7.516648699454786
Kamjong,Manipur,7.479566995010197
North  & Middle Andaman,Andaman & Nicobar,7.46257473986789
Tengnoupal,Manipur,7.310092891311484
Gariaband,Chhattisgarh,7.285327069503
Dakshin Bastar Dantewada,Chhattisgarh,7.263513106542463
"Almora
",Uttarakhand,7.102979287602845
Karaikal,Puducherry,7.016885974680272
Longleng,Nagaland,6.923534921461172
Balod,Chhattisgarh,6.814171814275378
Rajanna Sircilla,Telangana,6.28564759560078
Kodarma,Jharkhand,5.936974084070552
Yanam,Puducherry,5.860381611156025
Bishnupur,Manipur,5.479314363347237
Daman,Daman & Diu,5.2337505446842085
Lakshadweep,Lakshadweep,4.858476899467763
Nicobars,Andaman & Nicobar,4.664727108280096
Diu,Daman & Diu,4.269141538160504
Mahe,Puducherry,4.244484579746598
East,Delhi,
