SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry Quadridaily (meter)
1,Delhi North ALIPUR Palla Zero RD,CGWB,7,Delhi,80,NORTH,-,-,-,-,-,-,-,-,-,28.8581,77.1964,,1999-11-30 00:00:00,0
