id,objectid_1,Wetland_Code,Wetland_Name,Aquatic_Vegetation,Turbidity,Level_I_Category,Level_II_Category,Waterbody_Type,Area_ha,remarks,Latitude,Longitude,State_Code,Perimeter_Length_m,Shape_Area_sqm,Dataset_Name,Source_Agency,Waterbody_Name
1,1,1105,,No,Moderate,Inland,Natural,,0.308312402910435,,24.1274984124,92.3251128351,Tripura,349.507729188303,3083.12402910435,Hydrological Layer,SAC N,Waterlogged
1406,1406,1202,,No,Moderate,Inland,Man-made,,0.109010650592135,,24.4217257203,92.1516317241,Tripura,133.77835892451,1090.10650592135,Hydrological Layer,SAC N,Tank/Pond
461,461,1202,,No,Moderate,Inland,Man-made,,1.81367994031125,,23.212318994,91.5844696568,Tripura,560.815529751774,18136.7994031125,Hydrological Layer,SAC N,Tank/Pond
1788,1788,1202,,No,Moderate,Inland,Man-made,,0.106668484705925,,24.1471073365,92.0451192963,Tripura,152.115732282162,1066.68484705925,Hydrological Layer,SAC N,Tank/Pond
3,3,1202,,Yes,High,Inland,Man-made,,0.906189941128981,,23.5872492703,91.8188540784,Tripura,387.979128408322,9061.89941128981,Hydrological Layer,SAC N,Tank/Pond
4,4,1202,,No,Moderate,Inland,Man-made,,2.25332502588554,,24.198545991,92.1420089726,Tripura,1420.44325959071,22533.2502588554,Hydrological Layer,SAC N,Tank/Pond
5,5,1105,,No,Moderate,Inland,Natural,,1.2067635865227,,23.6402680732,91.3239289519,Tripura,889.768543985865,12067.635865227,Hydrological Layer,SAC N,Waterlogged
11,11,1202,,No,Moderate,Inland,Man-made,,1.52917613960801,,23.4235500136,91.4374594336,Tripura,911.863308980072,15291.7613960801,Hydrological Layer,SAC N,Tank/Pond
105,105,1202,,No,Moderate,Inland,Man-made,,1.9738108578628,,23.6872236386,91.3077271022,Tripura,564.974853753077,19738.108578628,Hydrological Layer,SAC N,Tank/Pond
1664,1664,1202,,No,Moderate,Inland,Man-made,,0.137755947833193,,24.3494130301,92.0034037336,Tripura,163.233276754668,1377.55947833193,Hydrological Layer,SAC N,Tank/Pond
6,6,1202,,No,Moderate,Inland,Man-made,,4.94563979404247,,24.1590334293,92.128282172,Tripura,2398.651257158,49456.3979404247,Hydrological Layer,SAC N,Tank/Pond
7,7,1202,,Yes,Moderate,Inland,Man-made,,1.10839331494705,,23.2217559531,91.5546708542,Tripura,1105.62810099002,11083.9331494705,Hydrological Layer,SAC N,Tank/Pond
8,8,1202,,Yes,Moderate,Inland,Man-made,,1.15518081358372,,23.2249390426,91.5531271861,Tripura,1111.49875401551,11551.8081358372,Hydrological Layer,SAC N,Tank/Pond
9,9,1202,,No,Moderate,Inland,Man-made,,1.60483411273086,,23.2477862717,91.4535262397,Tripura,769.657312638187,16048.3411273086,Hydrological Layer,SAC N,Tank/Pond
10,10,1202,,No,Moderate,Inland,Man-made,,1.65546975658736,,23.2511045472,91.4578199899,Tripura,791.771105545971,16554.6975658736,Hydrological Layer,SAC N,Tank/Pond
1665,1665,1202,,No,Moderate,Inland,Man-made,,0.119326261486908,,24.3495591841,92.002600127,Tripura,148.268101293778,1193.26261486908,Hydrological Layer,SAC N,Tank/Pond
351,351,1202,,No,Moderate,Inland,Man-made,,0.160784855255116,,24.344552219,92.0532350871,Tripura,184.310281302711,1607.84855255116,Hydrological Layer,SAC N,Tank/Pond
12,12,1202,,No,Moderate,Inland,Man-made,,0.978872676690093,,23.5816147403,91.2670401387,Tripura,705.223376967202,9788.72676690093,Hydrological Layer,SAC N,Tank/Pond
13,13,1202,,No,Moderate,Inland,Man-made,,1.07477928251174,,23.6610837595,91.3610193453,Tripura,946.699070544828,10747.7928251174,Hydrological Layer,SAC N,Tank/Pond
719,719,1202,,No,Moderate,Inland,Man-made,,1.11750931327472,,23.5282340261,91.5017978124,Tripura,423.312958762879,11175.0931327472,Hydrological Layer,SAC N,Tank/Pond
14,14,1202,,Yes,Moderate,Inland,Man-made,,1.14376452173241,,23.6624057742,91.3281767456,Tripura,776.803916196082,11437.6452173241,Hydrological Layer,SAC N,Tank/Pond
15,15,1202,,No,Moderate,Inland,Man-made,,1.60205597786347,,23.6620340201,91.2907997469,Tripura,866.846797401781,16020.5597786347,Hydrological Layer,SAC N,Tank/Pond
16,16,1202,,No,Moderate,Inland,Man-made,,1.78375699319185,,23.6616523317,91.2943706993,Tripura,971.734723113549,17837.5699319185,Hydrological Layer,SAC N,Tank/Pond
17,17,1202,,No,Moderate,Inland,Man-made,,2.74167332423085,,23.6887643042,91.2875445475,Tripura,722.283996855144,27416.7332423085,Hydrological Layer,SAC N,Tank/Pond
19,19,1202,,No,Moderate,Inland,Man-made,,1.6531200340863,,23.2641968572,91.5769598334,Tripura,905.569016221687,16531.200340863,Hydrological Layer,SAC N,Tank/Pond
20,20,1202,,No,Moderate,Inland,Man-made,,1.2337534148101,,23.2828428187,91.534322194,Tripura,462.126800174036,12337.534148101,Hydrological Layer,SAC N,Tank/Pond
18,18,1202,,No,Moderate,Inland,Man-made,,1.03981064366732,,23.2595613468,91.5156401564,Tripura,540.400740061088,10398.1064366732,Hydrological Layer,SAC N,Tank/Pond
939,939,1202,,No,Moderate,Inland,Man-made,,0.904256818560809,,23.8987003602,91.6450349787,Tripura,455.13161091667,9042.56818560809,Hydrological Layer,SAC N,Tank/Pond
21,21,1202,,No,Moderate,Inland,Man-made,,1.55154492618853,,23.282179567,91.5701340037,Tripura,1019.89425318666,15515.4492618853,Hydrological Layer,SAC N,Tank/Pond
22,22,1202,,No,Moderate,Inland,Man-made,,1.31468976499865,,23.2851813722,91.541696575,Tripura,584.514165508911,13146.8976499865,Hydrological Layer,SAC N,Tank/Pond
23,23,1202,,No,Moderate,Inland,Man-made,,1.08111029120431,,23.2935359523,91.4579721659,Tripura,687.849579378738,10811.1029120431,Hydrological Layer,SAC N,Tank/Pond
24,24,1202,,Yes,Moderate,Inland,Man-made,,2.82185536141111,,23.3512437091,91.5726439179,Tripura,794.924076310499,28218.5536141111,Hydrological Layer,SAC N,Tank/Pond
1407,1407,1202,,Yes,High,Inland,Man-made,,0.580279775343916,,24.3019384131,92.0886649976,Tripura,310.616640896639,5802.79775343916,Hydrological Layer,SAC N,Tank/Pond
25,25,1202,,No,Moderate,Inland,Man-made,,1.33692335895437,,23.3647480895,91.7754986057,Tripura,712.056838674969,13369.2335895437,Hydrological Layer,SAC N,Tank/Pond
133,133,1202,,No,Moderate,Inland,Man-made,,1.32813498615368,,23.7291921805,91.6540123047,Tripura,741.289896356393,13281.3498615368,Hydrological Layer,SAC N,Tank/Pond
27,27,1202,,No,Moderate,Inland,Man-made,,1.31874924504261,,23.4110286758,91.4163664634,Tripura,804.772319608645,13187.4924504261,Hydrological Layer,SAC N,Tank/Pond
33,33,1202,,No,Moderate,Inland,Man-made,,1.25307363342261,,23.4345913094,91.3603085906,Tripura,725.983461676406,12530.7363342261,Hydrological Layer,SAC N,Tank/Pond
28,28,1202,,No,Moderate,Inland,Man-made,,1.54628460536076,,23.4179464619,91.7626553782,Tripura,655.700403021257,15462.8460536076,Hydrological Layer,SAC N,Tank/Pond
29,29,1202,,No,Moderate,Inland,Man-made,,1.46464290444206,,23.4273858885,91.373429313,Tripura,852.96951107984,14646.4290444206,Hydrological Layer,SAC N,Tank/Pond
35,35,1202,,No,Moderate,Inland,Man-made,,1.79970744821029,,23.4536105004,91.4595032047,Tripura,597.740293868678,17997.0744821029,Hydrological Layer,SAC N,Tank/Pond
34,34,1202,,No,Moderate,Inland,Man-made,,0.966813228958512,,23.450407167,91.4136631183,Tripura,575.761601346265,9668.13228958512,Hydrological Layer,SAC N,Tank/Pond
5041,5041,1202,,No,Moderate,Inland,Man-made,,1.85572381171031,,23.1422091007,91.675478876,Tripura,1337.63385256028,18557.2381171031,Hydrological Layer,SAC N,Tank/Pond
30,30,1202,,No,Moderate,Inland,Man-made,,2.30916303581374,,23.4481321371,91.5261107862,Tripura,1778.44473564451,23091.6303581374,Hydrological Layer,SAC N,Tank/Pond
157,157,1202,,No,Low,Inland,Man-made,,2.65799768339935,,23.8356169684,91.2818046826,Tripura,688.8853963958,26579.9768339935,Hydrological Layer,SAC N,Tank/Pond
158,158,1202,,No,Moderate,Inland,Man-made,,1.04620901640966,,23.8373185115,91.2915983518,Tripura,431.476336921032,10462.0901640966,Hydrological Layer,SAC N,Tank/Pond
31,31,1202,,No,Moderate,Inland,Man-made,,2.00900908782164,,23.4499075081,91.3399728049,Tripura,1002.24086813057,20090.0908782164,Hydrological Layer,SAC N,Tank/Pond
32,32,1202,,No,Moderate,Inland,Man-made,,3.90706249220704,,23.4491102705,91.4538086505,Tripura,1493.56224729493,39070.6249220704,Hydrological Layer,SAC N,Tank/Pond
36,36,1202,,No,Moderate,Inland,Man-made,,1.26379945310904,,23.4535055813,91.427942095,Tripura,608.809556963982,12637.9945310904,Hydrological Layer,SAC N,Tank/Pond
37,37,1202,,No,Moderate,Inland,Man-made,,1.0642200810242,,23.454066931,91.4824209408,Tripura,499.901243136727,10642.200810242,Hydrological Layer,SAC N,Tank/Pond
159,159,1202,,No,Moderate,Inland,Man-made,,0.979141912156348,,23.8401404699,91.2815801786,Tripura,485.727466551154,9791.41912156348,Hydrological Layer,SAC N,Tank/Pond
38,38,1202,,No,Moderate,Inland,Man-made,,1.4549478306867,,23.4578574737,91.4589422087,Tripura,803.950798446936,14549.478306867,Hydrological Layer,SAC N,Tank/Pond
39,39,1202,,No,Moderate,Inland,Man-made,,1.145235477135,,23.4631086167,91.6760642066,Tripura,595.709681446022,11452.35477135,Hydrological Layer,SAC N,Tank/Pond
40,40,1202,,No,Moderate,Inland,Man-made,,1.60133771159046,,23.4658009714,91.431978287,Tripura,822.882018928619,16013.3771159046,Hydrological Layer,SAC N,Tank/Pond
41,41,1202,,No,Moderate,Inland,Man-made,,1.62682554553302,,23.4675383656,91.4327906367,Tripura,798.131601077385,16268.2554553302,Hydrological Layer,SAC N,Tank/Pond
42,42,1202,,No,Moderate,Inland,Man-made,,6.01566171656019,,23.5186983555,91.6529400096,Tripura,1104.3660277518,60156.6171656019,Hydrological Layer,SAC N,Tank/Pond
43,43,1202,,No,Moderate,Inland,Man-made,,10.1534373680316,,23.4684347688,91.2755853683,Tripura,1446.05954866245,101534.373680316,Hydrological Layer,SAC N,Tank/Pond
44,44,1202,,No,Moderate,Inland,Man-made,,2.01177184579844,,23.4683059649,91.4357092163,Tripura,1075.58657372371,20117.7184579844,Hydrological Layer,SAC N,Tank/Pond
315,315,1202,,No,Moderate,Inland,Man-made,,0.403405083592217,,24.1368162566,92.1271904703,Tripura,269.503577880813,4034.05083592217,Hydrological Layer,SAC N,Tank/Pond
1381,1381,1202,,No,Moderate,Inland,Man-made,,0.280219061179847,,24.3557317086,92.120852161,Tripura,261.634437654414,2802.19061179847,Hydrological Layer,SAC N,Tank/Pond
45,45,1202,,No,Moderate,Inland,Man-made,,3.12062805869919,,23.4697015554,91.4338553107,Tripura,1557.51147260468,31206.2805869919,Hydrological Layer,SAC N,Tank/Pond
46,46,1202,,No,Moderate,Inland,Man-made,,1.70990714102664,,23.4722204376,91.276246091,Tripura,729.463262734793,17099.0714102664,Hydrological Layer,SAC N,Tank/Pond
47,47,1202,,No,Moderate,Inland,Man-made,,1.19078877030244,,23.4727551577,91.3920458679,Tripura,562.324784247826,11907.8877030244,Hydrological Layer,SAC N,Tank/Pond
53,53,1202,,No,Moderate,Inland,Man-made,,2.35954773996476,,23.4801585261,91.2760024836,Tripura,624.768014920297,23595.4773996476,Hydrological Layer,SAC N,Tank/Pond
1763,1763,1202,,No,Moderate,Inland,Man-made,,0.172521933909341,,24.143291484,92.0375887211,Tripura,172.444140930165,1725.21933909341,Hydrological Layer,SAC N,Tank/Pond
48,48,1202,,No,Moderate,Inland,Man-made,,6.82768240716595,,23.4763836689,91.3210710761,Tripura,2513.59696887428,68276.8240716595,Hydrological Layer,SAC N,Tank/Pond
49,49,1202,,No,Moderate,Inland,Man-made,,4.40112818802204,,23.4747636431,91.281753441,Tripura,1331.70552939138,44011.2818802204,Hydrological Layer,SAC N,Tank/Pond
50,50,1202,,No,Moderate,Inland,Man-made,,1.60474040899126,,23.4798209493,91.3882039428,Tripura,649.831493244717,16047.4040899126,Hydrological Layer,SAC N,Tank/Pond
51,51,1202,,No,Moderate,Inland,Man-made,,1.02710944350685,,23.4796949965,91.6890783361,Tripura,955.629052081744,10271.0944350685,Hydrological Layer,SAC N,Tank/Pond
52,52,1202,,No,Moderate,Inland,Man-made,,1.35779246348851,,23.4794649669,91.2611690836,Tripura,638.621347340008,13577.9246348851,Hydrological Layer,SAC N,Tank/Pond
