id,objectid_1,Wetland_Code,Wetland_Name,Aquatic_Vegetation,Turbidity,Level_I_Category,Level_II_Category,Waterbody_Type,Area_ha,remarks,Latitude,Longitude,State_Code,Perimeter_Length_m,Shape_Area_sqm,Dataset_Name,Source_Agency,Waterbody_Name
1585,1585,1202,,No,Moderate,Inland,Man-made,,0.198455325529136,,24.3729209966,92.0385034823,Tripura,211.568735207298,1984.55325529136,Hydrological Layer,SAC N,Tank/Pond
54,54,1202,,No,Moderate,Inland,Man-made,,3.65222296592061,,23.4803004388,91.2648315057,Tripura,1002.9142437861,36522.2296592061,Hydrological Layer,SAC N,Tank/Pond
55,55,1202,,No,Moderate,Inland,Man-made,,1.56908563686344,,23.4819478905,91.3791793049,Tripura,904.949517771766,15690.8563686344,Hydrological Layer,SAC N,Tank/Pond
56,56,1202,,No,Moderate,Inland,Man-made,,1.38377769857771,,23.4822820225,91.3983395611,Tripura,511.572165030517,13837.7769857771,Hydrological Layer,SAC N,Tank/Pond
57,57,1202,,No,Moderate,Inland,Man-made,,2.93541002813132,,23.4823792195,91.2997385238,Tripura,949.415674689733,29354.1002813132,Hydrological Layer,SAC N,Tank/Pond
392,392,1202,,No,Moderate,Inland,Man-made,,0.297319164368827,,24.3503708166,92.0200507621,Tripura,278.9102724143,2973.19164368827,Hydrological Layer,SAC N,Tank/Pond
1382,1382,1202,,No,Moderate,Inland,Man-made,,0.447133367724857,,24.2003515752,92.0991511498,Tripura,278.694017927391,4471.33367724857,Hydrological Layer,SAC N,Tank/Pond
58,58,1202,,Yes,High,Inland,Man-made,,7.51985144725228,,23.4834754964,91.270632598,Tripura,1131.68182120579,75198.5144725228,Hydrological Layer,SAC N,Tank/Pond
59,59,1202,,No,Moderate,Inland,Man-made,,2.9572374821112,,23.484355554,91.341205006,Tripura,1103.68616255056,29572.374821112,Hydrological Layer,SAC N,Tank/Pond
550,550,1202,,No,Moderate,Inland,Man-made,,1.24518424029226,,23.2782858381,91.3480269867,Tripura,605.88766212422,12451.8424029226,Hydrological Layer,SAC N,Tank/Pond
60,60,1202,,Yes,High,Inland,Man-made,,4.83688467830492,,23.485843548,91.2978363173,Tripura,1184.15345254006,48368.8467830492,Hydrological Layer,SAC N,Tank/Pond
61,61,1202,,No,Moderate,Inland,Man-made,,1.5721590826891,,23.4850850717,91.345370998,Tripura,832.541984272573,15721.590826891,Hydrological Layer,SAC N,Tank/Pond
62,62,1202,,No,Moderate,Inland,Man-made,,2.84796541503791,,23.4874399751,91.3201760152,Tripura,819.015936003253,28479.6541503791,Hydrological Layer,SAC N,Tank/Pond
63,63,1202,,Yes,High,Inland,Man-made,,1.40260337561945,,23.4888797491,91.3144326008,Tripura,544.456490892105,14026.0337561945,Hydrological Layer,SAC N,Tank/Pond
64,64,1202,,No,Moderate,Inland,Man-made,,1.83973901301401,,23.4898037928,91.5617394633,Tripura,1232.89229477113,18397.3901301401,Hydrological Layer,SAC N,Tank/Pond
1383,1383,1202,,No,Moderate,Inland,Man-made,,0.3071778133537,,23.2550677958,91.3402202237,Tripura,244.490875032002,3071.778133537,Hydrological Layer,SAC N,Tank/Pond
65,65,1202,,No,Moderate,Inland,Man-made,,1.30165666490854,,23.4899220764,91.4406526871,Tripura,859.987222435176,13016.5666490854,Hydrological Layer,SAC N,Tank/Pond
314,314,1202,,No,Moderate,Inland,Man-made,,0.595662313262816,,24.2036805837,92.1324791856,Tripura,465.398703462713,5956.62313262816,Hydrological Layer,SAC N,Tank/Pond
66,66,1202,,No,Moderate,Inland,Man-made,,4.48709740252996,,23.4901106839,91.510720404,Tripura,2056.36062526972,44870.9740252996,Hydrological Layer,SAC N,Tank/Pond
67,67,1202,,Yes,High,Inland,Man-made,,1.09315470835598,,23.4921068692,91.336716991,Tripura,551.745328760494,10931.5470835598,Hydrological Layer,SAC N,Tank/Pond
68,68,1202,,No,Moderate,Inland,Man-made,,1.63921179576564,,23.4939202153,91.3217687201,Tripura,939.439519363916,16392.1179576564,Hydrological Layer,SAC N,Tank/Pond
69,69,1202,,Yes,High,Inland,Man-made,,1.25831119651652,,23.4944499293,91.3278311399,Tripura,977.32404114799,12583.1119651652,Hydrological Layer,SAC N,Tank/Pond
70,70,1202,,No,Moderate,Inland,Man-made,,3.97151298582551,,23.4960528825,91.3097972261,Tripura,1101.8174991355,39715.1298582551,Hydrological Layer,SAC N,Tank/Pond
549,549,1202,,No,Moderate,Inland,Man-made,,1.0605926317111,,23.2775887312,91.3214878959,Tripura,808.057906503866,10605.926317111,Hydrological Layer,SAC N,Tank/Pond
676,676,1202,,No,Moderate,Inland,Man-made,,1.01374961867806,,23.5101478893,91.5206828348,Tripura,540.545745206032,10137.4961867806,Hydrological Layer,SAC N,Tank/Pond
71,71,1202,,No,Moderate,Inland,Man-made,,1.00302795511137,,23.4958908624,91.4630100803,Tripura,902.61376572566,10030.2795511137,Hydrological Layer,SAC N,Tank/Pond
72,72,1202,,No,Moderate,Inland,Man-made,,1.57415031944826,,23.4955810872,91.4445543576,Tripura,1091.39650457207,15741.5031944826,Hydrological Layer,SAC N,Tank/Pond
73,73,1202,,Yes,High,Inland,Man-made,,2.20334386474289,,23.589343035,91.8180538011,Tripura,1015.04552221057,22033.4386474289,Hydrological Layer,SAC N,Tank/Pond
119,119,1202,,No,Moderate,Inland,Man-made,,1.01224107493244,,23.705709804,91.3965256384,Tripura,800.976579600493,10122.4107493244,Hydrological Layer,SAC N,Tank/Pond
74,74,1202,,No,Moderate,Inland,Man-made,,3.28810765947844,,23.4963328034,91.3929790377,Tripura,1468.93236947875,32881.0765947844,Hydrological Layer,SAC N,Tank/Pond
75,75,1202,,No,Moderate,Inland,Man-made,,8.30780202410496,,23.4959395638,91.3573169303,Tripura,3458.21891472119,83078.0202410496,Hydrological Layer,SAC N,Tank/Pond
76,76,1202,,No,Moderate,Inland,Man-made,,2.49836161414599,,23.4979376177,91.5205893507,Tripura,965.483335751947,24983.6161414599,Hydrological Layer,SAC N,Tank/Pond
120,120,1202,,No,Moderate,Inland,Man-made,,1.51435700198303,,23.711139571,91.6486736662,Tripura,630.14277239376,15143.5700198303,Hydrological Layer,SAC N,Tank/Pond
664,664,1202,,No,Moderate,Inland,Man-made,,2.01703768017151,,23.5061726965,91.3995156529,Tripura,556.766587564517,20170.3768017151,Hydrological Layer,SAC N,Tank/Pond
516,516,1202,,No,Moderate,Inland,Man-made,,0.839152382469403,,24.3914501825,92.1343624641,Tripura,527.305367669334,8391.52382469403,Hydrological Layer,SAC N,Tank/Pond
77,77,1202,,Yes,High,Inland,Man-made,,4.16138739811591,,23.4990919893,91.3535045163,Tripura,2565.42346035738,41613.8739811591,Hydrological Layer,SAC N,Tank/Pond
78,78,1202,,No,Moderate,Inland,Man-made,,3.05744767404928,,23.4995197416,91.5190903965,Tripura,1271.70502289476,30574.4767404928,Hydrological Layer,SAC N,Tank/Pond
79,79,1202,,No,Moderate,Inland,Man-made,,2.03979414098399,,23.5681212225,91.6321587293,Tripura,1167.90911748123,20397.9414098399,Hydrological Layer,SAC N,Tank/Pond
82,82,1202,,No,Moderate,Inland,Man-made,,1.65756951132861,,23.6182547944,91.2578429677,Tripura,475.08021616057,16575.6951132861,Hydrological Layer,SAC N,Tank/Pond
154,154,1202,,No,Moderate,Inland,Man-made,,1.74550493906902,,23.8312924608,91.3911236356,Tripura,647.290293739741,17455.0493906902,Hydrological Layer,SAC N,Tank/Pond
121,121,1202,,No,Moderate,Inland,Man-made,,0.966890573535129,,23.7062487285,91.6267218329,Tripura,747.820795522594,9668.90573535129,Hydrological Layer,SAC N,Tank/Pond
80,80,1202,,No,Moderate,Inland,Man-made,,2.37076945316517,,23.5685919326,91.2690800853,Tripura,1576.31239157413,23707.6945316517,Hydrological Layer,SAC N,Tank/Pond
81,81,1202,,Yes,High,Inland,Man-made,,9.44437447857791,,23.5704375799,91.640056129,Tripura,1342.97655808097,94443.7447857791,Hydrological Layer,SAC N,Tank/Pond
156,156,1202,,No,Moderate,Inland,Man-made,,1.04686576467912,,23.8349743106,91.6748470345,Tripura,492.894110472693,10468.6576467912,Hydrological Layer,SAC N,Tank/Pond
1666,1666,1202,,No,Moderate,Inland,Man-made,,0.238437565790527,,24.349752395,92.0009785202,Tripura,225.709235033149,2384.37565790527,Hydrological Layer,SAC N,Tank/Pond
88,88,1202,,No,Moderate,Inland,Man-made,,1.41003542104123,,23.6466287561,91.282225744,Tripura,1263.61376979718,14100.3542104123,Hydrological Layer,SAC N,Tank/Pond
83,83,1202,,No,Moderate,Inland,Man-made,,1.24135554407511,,23.6353044714,91.3079296461,Tripura,1747.12733806612,12413.5554407511,Hydrological Layer,SAC N,Tank/Pond
84,84,1202,,No,Moderate,Inland,Man-made,,2.01139291413269,,23.5122247129,91.2998230819,Tripura,716.151869315329,20113.9291413269,Hydrological Layer,SAC N,Tank/Pond
85,85,1202,,No,Moderate,Inland,Man-made,,0.642412358820211,,23.6414741082,91.2400309819,Tripura,340.501459618452,6424.12358820211,Hydrological Layer,SAC N,Tank/Pond
197,197,1202,,No,Moderate,Inland,Man-made,,1.64080804880968,,24.0237445661,92.008233628,Tripura,518.79883604699,16408.0804880968,Hydrological Layer,SAC N,Tank/Pond
89,89,1202,,No,Moderate,Inland,Man-made,,1.57597145454879,,23.6542540715,91.2621612755,Tripura,629.012485641604,15759.7145454879,Hydrological Layer,SAC N,Tank/Pond
90,90,1202,,Yes,High,Inland,Man-made,,1.04921420474092,,23.6543793493,91.2704823759,Tripura,600.920918490079,10492.1420474092,Hydrological Layer,SAC N,Tank/Pond
91,91,1202,,No,Moderate,Inland,Man-made,,1.45642808319956,,23.6574197077,91.3350095204,Tripura,1313.5346012553,14564.2808319956,Hydrological Layer,SAC N,Tank/Pond
716,716,1101,,No,Moderate,Inland,Natural,,11.2583255645281,,23.5247795442,91.6574239369,Tripura,1426.51824137453,112583.255645281,Hydrological Layer,SAC N,Lake/Pond
104,104,1202,,No,Moderate,Inland,Man-made,,1.07335026280123,,23.6867250902,91.3942184037,Tripura,970.175208303079,10733.5026280123,Hydrological Layer,SAC N,Tank/Pond
260,260,1105,,No,Moderate,Inland,Natural,,0.161764308630171,,24.1961402696,92.133624762,Tripura,267.378963117887,1617.64308630171,Hydrological Layer,SAC N,Waterlogged
86,86,1202,,No,Moderate,Inland,Man-made,,2.34851591760333,,23.6355280204,91.2593642615,Tripura,2799.8523211139,23485.1591760333,Hydrological Layer,SAC N,Tank/Pond
116,116,1202,,No,Low,Inland,Man-made,,1.76118171991477,,23.7012691618,91.2598463827,Tripura,779.863517500069,17611.8171991477,Hydrological Layer,SAC N,Tank/Pond
117,117,1202,,No,Moderate,Inland,Man-made,,1.15317437229157,,23.7014304357,91.4960211882,Tripura,429.420912611502,11531.7437229157,Hydrological Layer,SAC N,Tank/Pond
87,87,1202,,Yes,High,Inland,Man-made,,2.19544917867097,,23.6444914594,91.2623612294,Tripura,1073.06780110881,21954.4917867097,Hydrological Layer,SAC N,Tank/Pond
1145,1145,1202,,No,Moderate,Inland,Man-made,,2.42971921147424,,23.7487460504,91.6080196894,Tripura,776.828925061441,24297.1921147424,Hydrological Layer,SAC N,Tank/Pond
92,92,1101,,No,Moderate,Inland,Natural,,17.9481643203172,,23.6593678404,91.3102094158,Tripura,6903.40608530961,179481.643203172,Hydrological Layer,SAC N,Lake/Pond
142,142,1202,,No,Moderate,Inland,Man-made,,1.1347692328218,,23.7386337295,91.4799818752,Tripura,636.798098933988,11347.692328218,Hydrological Layer,SAC N,Tank/Pond
98,98,1202,,No,Moderate,Inland,Man-made,,3.2948443287472,,23.6775387153,91.3324603328,Tripura,2238.60809242338,32948.443287472,Hydrological Layer,SAC N,Tank/Pond
99,99,1202,,No,Moderate,Inland,Man-made,,0.997065160659066,,23.6802061311,91.3534091913,Tripura,401.448855353137,9970.65160659066,Hydrological Layer,SAC N,Tank/Pond
128,128,1202,,No,Moderate,Inland,Man-made,,1.23579403485923,,23.7329022413,91.6554355521,Tripura,994.464191345828,12357.9403485923,Hydrological Layer,SAC N,Tank/Pond
93,93,1101,,Yes,High,Inland,Natural,,17.0804871701932,,23.6592546128,91.3025209326,Tripura,6726.04319991588,170804.871701932,Hydrological Layer,SAC N,Lake/Pond
1983,1983,1202,,No,Moderate,Inland,Man-made,,0.333648599217116,,23.6515355308,91.2243418891,Tripura,259.048714130283,3336.48599217116,Hydrological Layer,SAC N,Tank/Pond
100,100,1202,,No,Moderate,Inland,Man-made,,1.69631365060522,,23.6800931919,91.3197530624,Tripura,1586.67962939388,16963.1365060522,Hydrological Layer,SAC N,Tank/Pond
101,101,1202,,No,Moderate,Inland,Man-made,,1.65288413971405,,23.6827235038,91.3140939095,Tripura,964.323438833446,16528.8413971405,Hydrological Layer,SAC N,Tank/Pond
102,102,1202,,No,Moderate,Inland,Man-made,,1.08449607517345,,23.6841550875,91.3010005885,Tripura,764.229323370949,10844.9607517345,Hydrological Layer,SAC N,Tank/Pond
1729,1729,1202,,No,Moderate,Inland,Man-made,,0.513554652199959,,24.145201722,92.0301899458,Tripura,336.690683711735,5135.54652199959,Hydrological Layer,SAC N,Tank/Pond
106,106,1202,,No,Moderate,Inland,Man-made,,1.17813909215929,,23.6888839718,91.4977229467,Tripura,1189.44573995391,11781.3909215929,Hydrological Layer,SAC N,Tank/Pond
135,135,1202,,No,Moderate,Inland,Man-made,,1.54191302158415,,23.7303777249,91.4657943997,Tripura,969.281736006798,15419.1302158415,Hydrological Layer,SAC N,Tank/Pond
1487,1487,1202,,No,Moderate,Inland,Man-made,,0.380873755795033,,24.3522205673,92.2115958431,Tripura,355.448113519885,3808.73755795033,Hydrological Layer,SAC N,Tank/Pond
94,94,1202,,No,Moderate,Inland,Man-made,,1.07193004630654,,23.6670461916,91.3917597378,Tripura,2106.14519864291,10719.3004630654,Hydrological Layer,SAC N,Tank/Pond
103,103,1202,,No,Moderate,Inland,Man-made,,0.973136791540415,,23.6839517512,91.3657008393,Tripura,873.038600326217,9731.36791540415,Hydrological Layer,SAC N,Tank/Pond
126,126,1202,,No,Moderate,Inland,Man-made,,1.96634200932705,,23.7095215996,91.4552510698,Tripura,1519.34542111949,19663.4200932705,Hydrological Layer,SAC N,Tank/Pond
95,95,1202,,No,Moderate,Inland,Man-made,,5.49451699537826,,23.666346336,91.3957123256,Tripura,4274.44491972074,54945.1699537826,Hydrological Layer,SAC N,Tank/Pond
96,96,1202,,No,Moderate,Inland,Man-made,,1.57937037227093,,23.6679664949,91.2985468298,Tripura,1455.80997720809,15793.7037227093,Hydrological Layer,SAC N,Tank/Pond
97,97,1202,,Yes,High,Inland,Man-made,,1.20033518453637,,23.6794403155,91.2962782547,Tripura,459.227765404591,12003.3518453637,Hydrological Layer,SAC N,Tank/Pond
115,115,1202,,No,Moderate,Inland,Man-made,,1.32877617617624,,23.7003076246,91.3494264261,Tripura,778.544325564285,13287.7617617624,Hydrological Layer,SAC N,Tank/Pond
107,107,1202,,No,Moderate,Inland,Man-made,,2.31834453494036,,23.691925509,91.4602798494,Tripura,1716.36277935304,23183.4453494036,Hydrological Layer,SAC N,Tank/Pond
