id,objectid_1,Wetland_Code,Wetland_Name,Aquatic_Vegetation,Turbidity,Level_I_Category,Level_II_Category,level_iii,Waterbody_Type,Area_ha,remarks,Latitude,Longitude,State_Code,Perimeter_Length_m,Shape_Area_sqm,Dataset_Name,Source_Agency
206,206,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Abandoned Mining Quarry,0.362774168533113,,15.2802720582,74.1494216555,Goa,238.22309518479375,3627.7416853311292,Hydrological Layer,SAC N
283,283,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.262696335224727,,15.2499057741,74.1633380899,Goa,214.6685012513255,2626.9633522472673,Hydrological Layer,SAC N
54,54,2202,,No,Moderate,Costal,Man-made,Aquaculture Pond,Aquaculture Pond,1.144979205301834,,15.5601488338,73.7609841359,Goa,454.0544442255157,11449.79205301834,Hydrological Layer,SAC N
38,38,1201,,No,Moderate,Inland,Man-made,Reservoir/Barrage,Dam,74.81678336209325,,15.6719833296,73.9138664516,Goa,6900.52827031571,748167.8336209325,Hydrological Layer,SAC N
43,43,2202,,No,Moderate,Costal,Man-made,Aquaculture Pond,Aquaculture Pond,0.342919919318567,,15.575996612,73.7596671976,Goa,219.57283873756063,3429.1991931856737,Hydrological Layer,SAC N
47,47,2202,,No,Moderate,Costal,Man-made,Aquaculture Pond,Aquaculture Pond,2.141460838603063,,15.5575968515,73.7652149139,Goa,763.1492172210992,21414.608386030635,Hydrological Layer,SAC N
48,48,2202,,No,Moderate,Costal,Man-made,Aquaculture Pond,Aquaculture Pond,0.856219541638249,,15.5595275505,73.7693565231,Goa,358.67722274934545,8562.195416382492,Hydrological Layer,SAC N
61,61,2202,,No,Moderate,Costal,Man-made,Aquaculture Pond,Aquaculture Pond,9.843692871147221,,15.5139306177,73.8078275931,Goa,1344.1034607120814,98436.92871147221,Hydrological Layer,SAC N
64,64,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.591828411022504,,15.6322181032,73.8622010458,Goa,297.1601870572688,5918.284110225044,Hydrological Layer,SAC N
68,68,2202,,No,Moderate,Costal,Man-made,Aquaculture Pond,Aquaculture Pond,8.419175621170403,,15.5152522152,73.92339476,Goa,1299.4684531955188,84191.75621170404,Hydrological Layer,SAC N
69,69,2202,,No,Moderate,Costal,Man-made,Aquaculture Pond,Aquaculture Pond,9.43152357835626,,15.5209639081,73.9287930618,Goa,1688.251787202846,94315.23578356259,Hydrological Layer,SAC N
114,114,1201,Anjuna Reservoir,No,Low,Inland,Man-made,Reservoir/Barrage,Dam,209.4524518636399,,15.6212804345,74.0967669338,Goa,13211.734411565416,2094524.5186363992,Hydrological Layer,SAC N
252,252,2102,Galjibag Creeks,No,Low,Costal,Natural,Creek,Creek,41.08019754760983,,14.9630507433,74.0608184131,Goa,14119.56323231383,410801.9754760983,Hydrological Layer,SAC N
328,328,1202,,No,Low,Inland,Man-made,Tank/Pond,Rural / Farm,0.646070776678956,,15.6439359674,73.7776782066,Goa,321.65808902623843,6460.70776678956,Hydrological Layer,SAC N
437,437,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.151183821403746,,15.6960903724,73.9159928673,Goa,155.58117356755494,1511.8382140374567,Hydrological Layer,SAC N
539,539,1202,,Yes,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.836891869093369,,15.4253568118,74.0333854657,Goa,532.5909533926132,8368.918690933693,Hydrological Layer,SAC N
540,540,1202,,Yes,NA,Inland,Man-made,Tank/Pond,Rural / Farm,7.01057182857868,,15.1669731499,73.9877740615,Goa,1233.0858697175631,70105.7182857868,Hydrological Layer,SAC N
546,546,2102,,No,Low,Costal,Natural,Creek,Creek,231.41339350617122,,15.7242555553,73.727922661,Goa,40491.15074358547,2314133.9350617123,Hydrological Layer,SAC N
321,321,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.390853606166179,,15.733729632,73.9253496995,Goa,263.4365360326183,3908.5360616617863,Hydrological Layer,SAC N
327,327,1202,,No,Low,Inland,Man-made,Tank/Pond,Rural / Farm,0.434375855894361,,15.645020666,73.7778064141,Goa,264.5531338468699,4343.758558943605,Hydrological Layer,SAC N
364,364,1202,,No,Low,Inland,Man-made,Tank/Pond,Rural / Farm,0.244284658502809,,15.6051941224,74.0732256415,Goa,197.90873648992462,2442.8465850280863,Hydrological Layer,SAC N
443,443,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.214672912948879,,15.5291022112,73.7823150434,Goa,188.89757657118844,2146.729129488789,Hydrological Layer,SAC N
514,514,2202,,No,Moderate,Costal,Man-made,Aquaculture Pond,Aquaculture Pond,3.495217899059756,,15.6825202455,73.7104981484,Goa,1036.6449616348066,34952.17899059756,Hydrological Layer,SAC N
115,115,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,1.117236677480659,,15.4864883919,73.8155006516,Goa,420.82821332494063,11172.366774806593,Hydrological Layer,SAC N
229,229,1202,,No,Low,Inland,Man-made,Tank/Pond,Abandoned Mining Quarry,0.474028430763001,,15.3535820892,74.2075036716,Goa,253.70248049168933,4740.2843076300105,Hydrological Layer,SAC N
152,152,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Urban,0.19390222898525,,15.3734755167,73.9287673877,Goa,178.2367914409544,1939.0222898525026,Hydrological Layer,SAC N
311,311,1202,,No,Moderate,Inland,Man-made,Tank/Pond,Rural / Farm,0.274402356184095,,15.1309830051,74.1589473171,Goa,195.79710010509652,2744.023561840952,Hydrological Layer,SAC N
