id,objectid,state,stcode,district,dtcode,shape_length,shape_area,ds_name,src_agency,state_name
697,697,UP,09,Siddharth Nagar,182,423097.2220245321,2799390746.908026,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
698,698,UP,09,Sitapur,183,538851.3476798672,5540290016.564448,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
699,699,UP,09,Sonbhadra,184,568733.6737875255,6619250141.631542,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
700,700,UP,09,Sultanpur,185,457094.291641699,2581041746.5958624,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
701,701,UP,09,Unnao,186,529272.2167391398,4414072941.94204,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
702,702,UP,09,Varanasi,187,295655.0486671113,1478661956.7043293,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
703,703,UP,09,Kasganj,633,321727.32381242554,1903029222.1906471,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
704,704,UP,09,Amethi,640,394601.94681803073,2336340374.0034666,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
705,705,UP,09,Sambhal,659,397801.1385953074,2328704403.99544,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
706,706,UP,09,Shamli,660,219884.12767241735,1227291214.1832356,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
707,707,UP,09,Hapur,661,248970.77377494154,1112194057.0544403,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
708,708,WB,19,24 Paraganas North,303,588698.9171783382,3851759704.132817,Administrative Boundary,Survey of India (SOI),West Bengal
709,709,WB,19,24 Paraganas South,304,1782759.204097278,7493869980.074116,Administrative Boundary,Survey of India (SOI),West Bengal
710,710,WB,19,Bankura,305,499880.7099801528,6625315227.39529,Administrative Boundary,Survey of India (SOI),West Bengal
711,711,WB,19,Purba Bardhaman,306,571178.1223199782,5198326138.21749,Administrative Boundary,Survey of India (SOI),West Bengal
712,712,WB,19,Birbhum,307,660128.0144433932,4370755823.435136,Administrative Boundary,Survey of India (SOI),West Bengal
713,713,WB,19,Coochbehar,308,804489.4902738179,3249365346.6669855,Administrative Boundary,Survey of India (SOI),West Bengal
714,714,WB,19,Darjeeling,309,332463.6373005962,1960970159.6467605,Administrative Boundary,Survey of India (SOI),West Bengal
715,715,WB,19,Dinajpur Dakshin,310,401293.08849589305,2139908460.503777,Administrative Boundary,Survey of India (SOI),West Bengal
1,1,AN,35,South Andamans,602,1145082.490883024,2439209618.3741646,Administrative Boundary,Survey of India (SOI),Andaman & Nicobar Island
2,2,AN,35,Nicobars,603,762537.4205508644,1771159773.856906,Administrative Boundary,Survey of India (SOI),Andaman & Nicobar Island
3,3,AN,35,North And Middle Andaman,632,1572232.1216115355,3366991489.3871994,Administrative Boundary,Survey of India (SOI),Andaman & Nicobar Island
4,4,AP,28,Anantapur,502,1411353.6292373298,18893199861.55161,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
5,5,AP,28,Chittoor,503,1282175.4289619364,14912347672.460918,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
6,6,AP,28,Y.S.R.,504,793984.4571010179,15155281743.014128,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
7,7,AP,28,East Godavari,505,928230.395035673,12655608441.456224,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
8,8,AP,28,Guntur,506,781983.2331911654,11173014918.914808,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
9,9,AP,28,Krishna,510,816922.0767455493,8561527637.783598,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
10,10,AP,28,Kurnool,511,901339.5412676996,17350560516.545586,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
11,11,AP,28,Spsr Nellore,515,673637.2647510174,13067292571.887081,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
12,12,AP,28,Prakasam,517,832751.9311174314,17307462862.109756,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
13,13,AP,28,Srikakulam,519,680283.1129890468,5697773439.36692,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
14,14,AP,28,Visakhapatanam,520,986482.91340755,11288297562.116693,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
15,15,AP,28,Vizianagaram,521,835190.5788719537,5987589225.140161,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
16,16,AP,28,West Godavari,523,662718.4544053982,8205557782.946188,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
17,17,AR,12,Changlang,229,588417.559984707,4871864544.180673,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
18,18,AR,12,Dibang Valley,230,582178.716285833,9169777411.587393,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
19,19,AR,12,East Kameng,231,394164.866007362,4258333436.297447,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
22,22,AR,12,Lohit,234,366216.82526782394,2729718846.4049096,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
23,23,AR,12,Lower Dibang Valley,235,405318.77919431654,3598149740.230137,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
24,24,AR,12,Lower Subansiri,236,209985.6207991708,1451005289.6815178,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
20,20,AR,12,East Siang,232,204295.86826671707,1680356917.2805007,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
21,21,AR,12,Kurung Kumey,233,344039.7151862346,4287153596.3618207,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
25,25,AR,12,Papum Pare,237,428960.44783072965,3324534917.346744,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
26,26,AR,12,Tawang,238,310834.72003614006,2371661294.4047856,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
27,27,AR,12,Tirap,239,181221.26146998303,1057282626.6522392,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
28,28,AR,12,Upper Siang,240,479253.7782229575,6489901608.9334955,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
29,29,AR,12,Upper Subansiri,241,476531.0761746009,6257782886.27953,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
30,30,AR,12,West Kameng,242,377943.91255122295,4742694836.106576,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
31,31,AR,12,West Siang,243,204806.2024822593,1289317508.7651846,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
32,32,AR,12,Anjaw,628,400872.69728640496,5943448619.917078,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
33,33,AR,12,Longding,666,180943.36830981908,879706801.6899847,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
34,34,AR,12,Kra Daadi,677,261880.20651211689,2121271761.4935179,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
35,35,AR,12,Namsai,678,176628.8901951884,1316666332.7928667,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
36,36,AR,12,Siang,679,377170.3709912202,3280575551.4924946,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
75,75,BR,10,Araria,188,385019.5180995918,2696205651.9674835,Administrative Boundary,Survey of India (SOI),Bihar
76,76,BR,10,Aurangabad,189,371783.98064569314,3179164216.1759553,Administrative Boundary,Survey of India (SOI),Bihar
37,37,AR,12,Kamle,718,204618.12548196968,1341838468.1460404,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
38,38,AR,12,Lower Siang,719,297821.4756550348,1751551306.0948203,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
77,77,BR,10,Banka,190,342906.33189174795,2914803258.782167,Administrative Boundary,Survey of India (SOI),Bihar
78,78,BR,10,Begusarai,191,359204.44611728017,1848491399.4705098,Administrative Boundary,Survey of India (SOI),Bihar
79,79,BR,10,Bhagalpur,192,384618.74083201174,2459426082.0361886,Administrative Boundary,Survey of India (SOI),Bihar
80,80,BR,10,Bhojpur,193,298572.5819852343,2322347786.5709214,Administrative Boundary,Survey of India (SOI),Bihar
81,81,BR,10,Buxar,194,281440.74691638234,1634085683.633999,Administrative Boundary,Survey of India (SOI),Bihar
82,82,BR,10,Darbhanga,195,471340.50690190477,2414927306.347297,Administrative Boundary,Survey of India (SOI),Bihar
83,83,BR,10,Gaya,196,619314.1123358213,4781355796.646316,Administrative Boundary,Survey of India (SOI),Bihar
84,84,BR,10,Gopalganj,197,347968.69793260697,1964218889.0294306,Administrative Boundary,Survey of India (SOI),Bihar
39,39,AR,12,Pakke Kessang,723,292821.16620707035,1840585395.6291068,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
85,85,BR,10,Jamui,198,403932.1838899788,2981608255.656418,Administrative Boundary,Survey of India (SOI),Bihar
86,86,BR,10,Jehanabad,199,219863.03179065534,902424229.1600611,Administrative Boundary,Survey of India (SOI),Bihar
40,40,AR,12,Leparada,724,138959.55241556105,750949909.3832649,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
87,87,BR,10,Kaimur (Bhabua),200,378099.350526564,3209754183.135665,Administrative Boundary,Survey of India (SOI),Bihar
88,88,BR,10,Katihar,201,480636.26436029247,2953172168.4006233,Administrative Boundary,Survey of India (SOI),Bihar
41,41,AR,12,Shi Yomi,725,235075.85834173037,2532964729.7338448,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
42,42,AS,18,Barpeta,280,408513.01881161274,2161104090.494118,Administrative Boundary,Survey of India (SOI),Assam
43,43,AS,18,Bongaigaon,281,302200.5714044233,1085561885.5630648,Administrative Boundary,Survey of India (SOI),Assam
44,44,AS,18,Cachar,282,432182.0806289202,3638672487.3120337,Administrative Boundary,Survey of India (SOI),Assam
45,45,AS,18,Darrang,283,352232.96486137074,1558724505.2389944,Administrative Boundary,Survey of India (SOI),Assam
46,46,AS,18,Dhemaji,284,405138.3083489547,2449922719.4877114,Administrative Boundary,Survey of India (SOI),Assam
47,47,AS,18,Dhubri,285,500472.2323712048,1463546037.113341,Administrative Boundary,Survey of India (SOI),Assam
48,48,AS,18,Dibrugarh,286,440923.8880928333,3275851112.7790146,Administrative Boundary,Survey of India (SOI),Assam
49,49,AS,18,Goalpara,287,332354.47463919007,1856877825.673855,Administrative Boundary,Survey of India (SOI),Assam
50,50,AS,18,Golaghat,288,587254.5327628853,3157440478.3424726,Administrative Boundary,Survey of India (SOI),Assam
51,51,AS,18,Hailakandi,289,261275.98399687881,1278172550.4596088,Administrative Boundary,Survey of India (SOI),Assam
52,52,AS,18,Jorhat,290,338387.44059792813,1780630670.1195645,Administrative Boundary,Survey of India (SOI),Assam
53,53,AS,18,Kamrup,291,507420.0520224483,3005667841.9919066,Administrative Boundary,Survey of India (SOI),Assam
54,54,AS,18,Karbi Anglong,292,789907.4035291461,7052769812.46202,Administrative Boundary,Survey of India (SOI),Assam
55,55,AS,18,Karimganj,293,251566.6082969181,1743593347.0350225,Administrative Boundary,Survey of India (SOI),Assam
56,56,AS,18,Kokrajhar,294,391937.48259890656,3037073800.431767,Administrative Boundary,Survey of India (SOI),Assam
57,57,AS,18,Lakhimpur,295,367286.83707389334,2819906483.488561,Administrative Boundary,Survey of India (SOI),Assam
58,58,AS,18,Marigaon,296,225753.46844832195,1498413668.5322042,Administrative Boundary,Survey of India (SOI),Assam
59,59,AS,18,Nagaon,297,595039.8567788578,2467166643.4797826,Administrative Boundary,Survey of India (SOI),Assam
60,60,AS,18,Nalbari,298,232334.91176583627,1013199777.696762,Administrative Boundary,Survey of India (SOI),Assam
61,61,AS,18,Dima Hasao,299,498170.6544892446,4698216626.981192,Administrative Boundary,Survey of India (SOI),Assam
62,62,AS,18,Sivasagar,300,270562.73420834047,1516852717.1292205,Administrative Boundary,Survey of India (SOI),Assam
63,63,AS,18,Sonitpur,301,302034.94266775856,3318539503.918358,Administrative Boundary,Survey of India (SOI),Assam
64,64,AS,18,Tinsukia,302,418235.74896268995,3677158694.3341923,Administrative Boundary,Survey of India (SOI),Assam
65,65,AS,18,Chirang,612,284127.9341624141,1871154078.6739492,Administrative Boundary,Survey of India (SOI),Assam
66,66,AS,18,Baksa,616,463674.6745895705,2377931914.0295753,Administrative Boundary,Survey of India (SOI),Assam
67,67,AS,18,Udalguri,617,402292.5802536571,1907593733.7525022,Administrative Boundary,Survey of India (SOI),Assam
68,68,AS,18,Kamrup Metro,618,201165.19311607684,904438977.2860676,Administrative Boundary,Survey of India (SOI),Assam
69,69,AS,18,Biswanath,705,226362.28507382263,1720849425.7672482,Administrative Boundary,Survey of India (SOI),Assam
70,70,AS,18,Majuli,706,260525.9322656163,1187708322.934511,Administrative Boundary,Survey of India (SOI),Assam
71,71,AS,18,South Salmara Mancachar,707,233304.40666451625,658301800.8739126,Administrative Boundary,Survey of India (SOI),Assam
72,72,AS,18,Charaideo,708,228074.79488845041,1031380954.8165023,Administrative Boundary,Survey of India (SOI),Assam
73,73,AS,18,Hojai,709,251494.81569915765,1401255520.5063198,Administrative Boundary,Survey of India (SOI),Assam
74,74,AS,18,West Karbi Anglong,710,430020.72235269804,2957349361.427882,Administrative Boundary,Survey of India (SOI),Assam
89,89,BR,10,Khagaria,202,291450.10719574254,1436456255.2732165,Administrative Boundary,Survey of India (SOI),Bihar
90,90,BR,10,Kishanganj,203,415848.7514241587,1905886127.5218377,Administrative Boundary,Survey of India (SOI),Bihar
91,91,BR,10,Lakhisarai,204,224744.06389572908,1170702304.9765232,Administrative Boundary,Survey of India (SOI),Bihar
92,92,BR,10,Madhepura,205,334907.4259789969,1733700194.942164,Administrative Boundary,Survey of India (SOI),Bihar
93,93,BR,10,Madhubani,206,477060.96091620077,3374213839.4355836,Administrative Boundary,Survey of India (SOI),Bihar
94,94,BR,10,Munger,207,265746.911620132,1356940969.4276757,Administrative Boundary,Survey of India (SOI),Bihar
95,95,BR,10,Muzaffarpur,208,423078.5376519842,3060042309.1929607,Administrative Boundary,Survey of India (SOI),Bihar
96,96,BR,10,Nalanda,209,383814.8342203904,2263906599.4356065,Administrative Boundary,Survey of India (SOI),Bihar
97,97,BR,10,Nawada,210,375808.15837177413,2396744684.022766,Administrative Boundary,Survey of India (SOI),Bihar
98,98,BR,10,Pashchim Champaran,211,488759.1873034042,5040417440.09238,Administrative Boundary,Survey of India (SOI),Bihar
99,99,BR,10,Patna,212,573807.0521937956,3097316129.944569,Administrative Boundary,Survey of India (SOI),Bihar
100,100,BR,10,Purbi Champaran,213,479310.9772513354,3825639116.230368,Administrative Boundary,Survey of India (SOI),Bihar
101,101,BR,10,Purnia,214,457970.4000814875,3100685074.5653486,Administrative Boundary,Survey of India (SOI),Bihar
102,102,BR,10,Rohtas,215,407943.67200951773,3726411301.366514,Administrative Boundary,Survey of India (SOI),Bihar
103,103,BR,10,Saharsa,216,298480.19667364494,1602863122.828036,Administrative Boundary,Survey of India (SOI),Bihar
104,104,BR,10,Samastipur,217,457593.9596196229,2582603826.9249434,Administrative Boundary,Survey of India (SOI),Bihar
105,105,BR,10,Saran,218,352162.0996367754,2556560141.007497,Administrative Boundary,Survey of India (SOI),Bihar
106,106,BR,10,Sheikhpura,219,214961.9605912571,663274347.5942733,Administrative Boundary,Survey of India (SOI),Bihar
107,107,BR,10,Sheohar,220,170654.707737306,425669080.13159436,Administrative Boundary,Survey of India (SOI),Bihar
108,108,BR,10,Sitamarhi,221,381489.2699062011,2109853801.2635608,Administrative Boundary,Survey of India (SOI),Bihar
109,109,BR,10,Siwan,222,308726.2217836996,2135457431.7867815,Administrative Boundary,Survey of India (SOI),Bihar
110,110,BR,10,Supaul,223,369864.49756289175,2329935035.0589237,Administrative Boundary,Survey of India (SOI),Bihar
111,111,BR,10,Vaishali,224,246129.93772682894,1910537324.8399146,Administrative Boundary,Survey of India (SOI),Bihar
112,112,BR,10,Arwal,611,187561.20369990467,612897335.4282886,Administrative Boundary,Survey of India (SOI),Bihar
113,113,CG,22,Bastar,374,563682.5936583626,5225602444.0245495,Administrative Boundary,Survey of India (SOI),Chhattisgarh
114,114,CG,22,Bilaspur,375,452721.1209200359,3439293870.8795657,Administrative Boundary,Survey of India (SOI),Chhattisgarh
115,115,CG,22,Dantewada,376,453605.95143492817,2737776738.3877826,Administrative Boundary,Survey of India (SOI),Chhattisgarh
116,116,CG,22,Dhamtari,377,430511.17320362874,3943176397.223756,Administrative Boundary,Survey of India (SOI),Chhattisgarh
117,117,CG,22,Durg,378,340841.3411764633,2214161318.2639604,Administrative Boundary,Survey of India (SOI),Chhattisgarh
118,118,CG,22,Janjgir-Champa,379,384090.372033407,3718419253.671185,Administrative Boundary,Survey of India (SOI),Chhattisgarh
119,119,CG,22,Jashpur,380,504258.2665174971,5626416185.870893,Administrative Boundary,Survey of India (SOI),Chhattisgarh
120,120,CG,22,Kanker,381,644412.6246300094,6942372992.131012,Administrative Boundary,Survey of India (SOI),Chhattisgarh
121,121,CG,22,Kabirdham,382,431554.6920983919,4039502125.6389456,Administrative Boundary,Survey of India (SOI),Chhattisgarh
122,122,CG,22,Korba,383,483855.9875768951,6347605441.708696,Administrative Boundary,Survey of India (SOI),Chhattisgarh
123,123,CG,22,Korea,384,540129.7255051545,6355978495.287798,Administrative Boundary,Survey of India (SOI),Chhattisgarh
124,124,CG,22,Mahasamund,385,523248.671692979,4585304298.865324,Administrative Boundary,Survey of India (SOI),Chhattisgarh
125,125,CG,22,Raigarh,386,711045.6228063703,6786250302.246012,Administrative Boundary,Survey of India (SOI),Chhattisgarh
126,126,CG,22,Raipur,387,290651.8024351294,2798769780.195844,Administrative Boundary,Survey of India (SOI),Chhattisgarh
127,127,CG,22,Rajnandgaon,388,762302.4043922571,7779017991.951688,Administrative Boundary,Survey of India (SOI),Chhattisgarh
128,128,CG,22,Surguja,389,444057.578940792,3854280563.093434,Administrative Boundary,Survey of India (SOI),Chhattisgarh
129,129,CG,22,Bijapur,636,740762.1096237478,8132846688.5171585,Administrative Boundary,Survey of India (SOI),Chhattisgarh
130,130,CG,22,Narayanpur,637,512946.97795192216,4588287141.62409,Administrative Boundary,Survey of India (SOI),Chhattisgarh
131,131,CG,22,Sukma,642,634949.0499626833,5316966087.82506,Administrative Boundary,Survey of India (SOI),Chhattisgarh
132,132,CG,22,Kondagaon,643,465670.5871012304,4908795475.060978,Administrative Boundary,Survey of India (SOI),Chhattisgarh
133,133,CG,22,Baloda Bazar,644,483928.5124876381,4495463151.437017,Administrative Boundary,Survey of India (SOI),Chhattisgarh
134,134,CG,22,Gariyaband,645,511504.5847105692,4671511521.376328,Administrative Boundary,Survey of India (SOI),Chhattisgarh
135,135,CG,22,Balod,646,413636.2878221514,3249493705.117081,Administrative Boundary,Survey of India (SOI),Chhattisgarh
136,136,CG,22,Mungeli,647,435131.3618120408,2670017689.745303,Administrative Boundary,Survey of India (SOI),Chhattisgarh
137,137,CG,22,Surajpur,648,587597.1377651835,5244476770.841503,Administrative Boundary,Survey of India (SOI),Chhattisgarh
138,138,CG,22,Balrampur,649,651055.7045719407,6021797517.857315,Administrative Boundary,Survey of India (SOI),Chhattisgarh
139,139,CG,22,Bemetara,650,418209.64972605,2758857284.9623713,Administrative Boundary,Survey of India (SOI),Chhattisgarh
140,140,CG,22,Gaurella Pendra Marwahi,734,269725.9267694372,1893469810.2856495,Administrative Boundary,Survey of India (SOI),Chhattisgarh
141,141,CH,04,Chandigarh,044,61197.06877143918,111751163.14497104,Administrative Boundary,Survey of India (SOI),Chandigarh
142,142,DH,38,Daman,463,46131.232067811135,57780668.51511497,Administrative Boundary,Survey of India (SOI),Dadra & Nagar Havelli and Daman & Diu
146,146,DL,07,New Delhi,079,75386.00112890251,149650587.44585723,Administrative Boundary,Survey of India (SOI),Delhi
147,147,DL,07,North,080,109503.33604200189,282164807.1007894,Administrative Boundary,Survey of India (SOI),Delhi
148,148,DL,07,North East,081,46591.10205366868,42948102.76715699,Administrative Boundary,Survey of India (SOI),Delhi
149,149,DL,07,North West,082,92615.82847957194,148896605.5324592,Administrative Boundary,Survey of India (SOI),Delhi
150,150,DL,07,South,083,72494.7428493831,157249006.0083483,Administrative Boundary,Survey of India (SOI),Delhi
151,151,DL,07,South West,084,110022.49348739468,273457114.4991869,Administrative Boundary,Survey of India (SOI),Delhi
152,152,DL,07,West,085,73306.40243704969,127199849.13593265,Administrative Boundary,Survey of India (SOI),Delhi
153,153,DL,07,South East,670,56376.63475016287,97272655.72985299,Administrative Boundary,Survey of India (SOI),Delhi
154,154,DL,07,Shahdara,671,33739.569602556505,34873114.146665275,Administrative Boundary,Survey of India (SOI),Delhi
143,143,DH,38,Diu,464,47358.050911552615,37646642.87745144,Administrative Boundary,Survey of India (SOI),Dadra & Nagar Havelli and Daman & Diu
144,144,DL,07,Central,077,70942.24881994566,78206381.9529264,Administrative Boundary,Survey of India (SOI),Delhi
155,155,DH,38,Dadra And Nagar Haveli,465,221581.86534952003,475158189.4355312,Administrative Boundary,Survey of India (SOI),Dadra & Nagar Havelli and Daman & Diu
156,156,GA,30,North Goa,551,276664.8744772423,1696177776.3727427,Administrative Boundary,Survey of India (SOI),Goa
157,157,GA,30,South Goa,552,319072.2264834317,1932230234.6725433,Administrative Boundary,Survey of India (SOI),Goa
158,158,GJ,24,Ahmadabad,438,899790.8982459692,6839954437.44282,Administrative Boundary,Survey of India (SOI),Gujarat
159,159,GJ,24,Amreli,439,730148.4792770852,7129461642.213562,Administrative Boundary,Survey of India (SOI),Gujarat
145,145,DL,07,East,078,31792.58944349742,45139695.956186295,Administrative Boundary,Survey of India (SOI),Delhi
160,160,GJ,24,Anand,440,376903.94049086794,2962750754.783734,Administrative Boundary,Survey of India (SOI),Gujarat
161,161,GJ,24,Banas Kantha,441,932789.3433570027,10362555026.253765,Administrative Boundary,Survey of India (SOI),Gujarat
162,162,GJ,24,Bharuch,442,647034.1862492339,5222075971.112502,Administrative Boundary,Survey of India (SOI),Gujarat
163,163,GJ,24,Bhavnagar,443,550984.6086195918,6536073844.878734,Administrative Boundary,Survey of India (SOI),Gujarat
164,164,GJ,24,Dang,444,265494.88591538795,1701608944.8211489,Administrative Boundary,Survey of India (SOI),Gujarat
165,165,GJ,24,Dohad,445,398789.5456728134,3523827759.998239,Administrative Boundary,Survey of India (SOI),Gujarat
166,166,GJ,24,Gandhinagar,446,417848.7929347063,2004884373.5728927,Administrative Boundary,Survey of India (SOI),Gujarat
167,167,GJ,24,Jamnagar,447,794376.2389293939,6549611081.1361265,Administrative Boundary,Survey of India (SOI),Gujarat
168,168,GJ,24,Junagadh,448,563256.8139699645,4840050534.416941,Administrative Boundary,Survey of India (SOI),Gujarat
169,169,GJ,24,Kachchh,449,1883413.0228641196,41280096782.11052,Administrative Boundary,Survey of India (SOI),Gujarat
170,170,GJ,24,Kheda,450,456971.7076469915,3285260974.9675975,Administrative Boundary,Survey of India (SOI),Gujarat
171,171,GJ,24,Mahesana,451,588247.6754033916,4255541309.3466268,Administrative Boundary,Survey of India (SOI),Gujarat
172,172,GJ,24,Narmada,452,391106.0999386979,2706148166.888554,Administrative Boundary,Survey of India (SOI),Gujarat
173,173,GJ,24,Navsari,453,312589.48547788424,2133849015.8121734,Administrative Boundary,Survey of India (SOI),Gujarat
174,174,GJ,24,Panch Mahals,454,460817.9210413002,3158115229.922956,Administrative Boundary,Survey of India (SOI),Gujarat
175,175,GJ,24,Patan,455,716305.2892032366,5551720653.926561,Administrative Boundary,Survey of India (SOI),Gujarat
176,176,GJ,24,Porbandar,456,413984.5043088974,2239806304.2023244,Administrative Boundary,Survey of India (SOI),Gujarat
177,177,GJ,24,Rajkot,457,979117.8979929242,7325463831.137458,Administrative Boundary,Survey of India (SOI),Gujarat
178,178,GJ,24,Sabar Kantha,458,575821.5170296007,3980279292.314839,Administrative Boundary,Survey of India (SOI),Gujarat
179,179,GJ,24,Surat,459,546686.5558774706,4129666479.273854,Administrative Boundary,Survey of India (SOI),Gujarat
180,180,GJ,24,Surendranagar,460,976522.9886447141,8805447262.887083,Administrative Boundary,Survey of India (SOI),Gujarat
181,181,GJ,24,Vadodara,461,488880.6572209077,3935139967.2685823,Administrative Boundary,Survey of India (SOI),Gujarat
182,182,GJ,24,Valsad,462,502035.95870386553,2862485181.351061,Administrative Boundary,Survey of India (SOI),Gujarat
183,183,GJ,24,Tapi,641,577541.5985138429,3024783228.255831,Administrative Boundary,Survey of India (SOI),Gujarat
184,184,GJ,24,Chhotaudepur,668,505304.1261855728,3330330573.1502113,Administrative Boundary,Survey of India (SOI),Gujarat
185,185,GJ,24,Mahisagar,669,377245.7414635276,2416547149.69379,Administrative Boundary,Survey of India (SOI),Gujarat
186,186,GJ,24,Arvalli,672,414848.21154244867,3134361743.2929444,Administrative Boundary,Survey of India (SOI),Gujarat
187,187,GJ,24,Morbi,673,543218.0114027035,4661391969.510138,Administrative Boundary,Survey of India (SOI),Gujarat
188,188,GJ,24,Devbhumi Dwarka,674,770150.2139469099,4406206166.962533,Administrative Boundary,Survey of India (SOI),Gujarat
189,189,GJ,24,Gir Somnath,675,367327.8578642811,3677046496.852394,Administrative Boundary,Survey of India (SOI),Gujarat
190,190,GJ,24,Botad,676,404838.13056960085,2522525885.01329,Administrative Boundary,Survey of India (SOI),Gujarat
191,191,HP,02,Bilaspur,015,252059.37759227803,1139926636.6936984,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
192,192,HP,02,Chamba,016,559452.4126035853,6388893754.422402,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
193,193,HP,02,Hamirpur,017,188390.26680363604,1092457529.2227194,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
194,194,HP,02,Kangra,018,571333.6026097181,5632522222.428497,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
195,195,HP,02,Kinnaur,019,498005.7835401078,6361316042.295631,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
196,196,HP,02,Kullu,020,421741.71621288377,5379323837.549195,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
197,197,HP,02,Lahul And Spiti,021,920355.751861651,13634351303.580666,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
198,198,HP,02,Mandi,022,335032.23188252555,3867148545.4485984,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
199,199,HP,02,Shimla,023,550658.895105613,5006625229.947793,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
200,200,HP,02,Sirmaur,024,348118.37841656053,2759194427.2073593,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
201,201,HP,02,Solan,025,310382.6247115605,1890338630.9471378,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
202,202,HP,02,Una,026,245967.37302130947,1511106472.3362386,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
203,203,HR,06,Ambala,058,380704.3054432452,1484873999.3401515,Administrative Boundary,Survey of India (SOI),Haryana
204,204,HR,06,Bhiwani,059,398571.91049422143,3205954497.3352704,Administrative Boundary,Survey of India (SOI),Haryana
205,205,HR,06,Faridabad,060,144893.99929782667,717262975.605271,Administrative Boundary,Survey of India (SOI),Haryana
206,206,HR,06,Fatehabad,061,324920.77030065964,2454129261.8935604,Administrative Boundary,Survey of India (SOI),Haryana
207,207,HR,06,Gurugram,062,242218.7822050419,1217701962.9082239,Administrative Boundary,Survey of India (SOI),Haryana
208,208,HR,06,Hisar,063,418564.32691884396,3950491019.5484724,Administrative Boundary,Survey of India (SOI),Haryana
209,209,HR,06,Jhajjar,064,332242.4628633652,1838577563.6229126,Administrative Boundary,Survey of India (SOI),Haryana
210,210,HR,06,Jind,065,403528.59146768803,2674842714.729795,Administrative Boundary,Survey of India (SOI),Haryana
211,211,HR,06,Kaithal,066,349232.3418176483,2213922911.0077624,Administrative Boundary,Survey of India (SOI),Haryana
212,212,HR,06,Karnal,067,354093.8455471312,2403629690.7084355,Administrative Boundary,Survey of India (SOI),Haryana
