id,objectid,state,stcode,district,dtcode,shape_length,shape_area,ds_name,src_agency,state_name
213,213,HR,06,Kurukshetra,068,262706.83702028956,1632838989.3010352,Administrative Boundary,Survey of India (SOI),Haryana
214,214,HR,06,Mahendragarh,069,393649.3625341748,1868645651.1871037,Administrative Boundary,Survey of India (SOI),Haryana
215,215,HR,06,Panchkula,070,211878.51403806504,854476847.3981462,Administrative Boundary,Survey of India (SOI),Haryana
216,216,HR,06,Panipat,071,210653.81668871807,1265551415.4450374,Administrative Boundary,Survey of India (SOI),Haryana
217,217,HR,06,Rewari,072,300403.4097975365,1462632965.9106202,Administrative Boundary,Survey of India (SOI),Haryana
218,218,HR,06,Rohtak,073,244913.1698190334,1616220948.804521,Administrative Boundary,Survey of India (SOI),Haryana
219,219,HR,06,Sirsa,074,425849.8735917874,4148068991.8201365,Administrative Boundary,Survey of India (SOI),Haryana
220,220,HR,06,Sonipat,075,277921.378636455,2086871989.0337515,Administrative Boundary,Survey of India (SOI),Haryana
221,221,HR,06,Yamunanagar,076,271950.80148211017,1669878084.815718,Administrative Boundary,Survey of India (SOI),Haryana
222,222,HR,06,Nuh,604,334601.96345239005,1448191052.6686103,Administrative Boundary,Survey of India (SOI),Haryana
223,223,HR,06,Palwal,619,235161.6463010096,1318949796.2512243,Administrative Boundary,Survey of India (SOI),Haryana
224,224,HR,06,Charki Dadri,701,271483.3501902865,1319339218.50482,Administrative Boundary,Survey of India (SOI),Haryana
225,225,JH,20,Bokaro,322,426591.19331191643,2767027111.202119,Administrative Boundary,Survey of India (SOI),Jharkhand
226,226,JH,20,Chatra,323,559338.7199942387,3651062171.90079,Administrative Boundary,Survey of India (SOI),Jharkhand
227,227,JH,20,Deoghar,324,309241.0770153327,2387997469.566804,Administrative Boundary,Survey of India (SOI),Jharkhand
228,228,JH,20,Dhanbad,325,222757.50071376638,1961459879.623983,Administrative Boundary,Survey of India (SOI),Jharkhand
229,229,JH,20,Dumka,326,402748.03808377293,3619159901.33363,Administrative Boundary,Survey of India (SOI),Jharkhand
230,230,JH,20,East Singhbum,327,418415.86603143596,3427373506.268849,Administrative Boundary,Survey of India (SOI),Jharkhand
231,231,JH,20,Garhwa,328,410777.6879424753,3927512236.9325576,Administrative Boundary,Survey of India (SOI),Jharkhand
232,232,JH,20,Giridih,329,470287.7950428703,4790244514.617932,Administrative Boundary,Survey of India (SOI),Jharkhand
233,233,JH,20,Godda,330,315971.2145206166,2179829942.136894,Administrative Boundary,Survey of India (SOI),Jharkhand
234,234,JH,20,Gumla,331,572328.1678242842,5152986350.044573,Administrative Boundary,Survey of India (SOI),Jharkhand
235,235,JH,20,Hazaribagh,332,648291.4079204586,4163826528.5439787,Administrative Boundary,Survey of India (SOI),Jharkhand
236,236,JH,20,Jamtara,333,328486.7975375338,1745351890.5823321,Administrative Boundary,Survey of India (SOI),Jharkhand
237,237,JH,20,Koderma,334,308138.06902217143,1570371372.479018,Administrative Boundary,Survey of India (SOI),Jharkhand
238,238,JH,20,Latehar,335,502185.93255304196,4087770799.7156143,Administrative Boundary,Survey of India (SOI),Jharkhand
239,239,JH,20,Lohardaga,336,249999.77238044317,1443534551.0656354,Administrative Boundary,Survey of India (SOI),Jharkhand
240,240,JH,20,Pakur,337,337334.58658987615,1742831758.211636,Administrative Boundary,Survey of India (SOI),Jharkhand
241,241,JH,20,Palamu,338,462916.1465178679,4254460869.6813455,Administrative Boundary,Survey of India (SOI),Jharkhand
242,242,JH,20,Ranchi,339,630735.9222032389,4807094577.24855,Administrative Boundary,Survey of India (SOI),Jharkhand
243,243,JH,20,Sahebganj,340,308333.5232681722,2019401575.855289,Administrative Boundary,Survey of India (SOI),Jharkhand
244,244,JH,20,Saraikela Kharsawan,341,363928.69877045765,2558843335.82294,Administrative Boundary,Survey of India (SOI),Jharkhand
245,245,JH,20,Simdega,342,404267.42990256555,3624625189.686936,Administrative Boundary,Survey of India (SOI),Jharkhand
246,246,JH,20,West Singhbhum,343,533685.344050483,6957016687.860969,Administrative Boundary,Survey of India (SOI),Jharkhand
247,247,JH,20,Khunti,606,387436.62486160727,2535175481.932276,Administrative Boundary,Survey of India (SOI),Jharkhand
248,248,JH,20,Ramgarh,607,331503.377607623,1340133174.150573,Administrative Boundary,Survey of India (SOI),Jharkhand
249,249,JK,01,Anantnag,001,359294.8232003061,2772444566.3721895,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
250,250,JK,01,Budgam,002,196944.91830147718,1239941822.4278743,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
251,251,JK,01,Baramulla,003,264341.638152041,2026530519.2998302,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
252,252,JK,01,Doda,004,289910.9539557557,2386209872.465344,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
253,253,JK,01,Jammu,005,387933.96238612704,2304037721.679544,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
254,254,JK,01,Kathua,007,310305.0786612201,2473597069.153113,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
255,255,JK,01,Kupwara,008,275066.2880563932,2755634370.6816297,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
256,256,JK,01,Poonch,010,401452.86508965975,4226341669.24001,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
257,257,JK,01,Pulwama,011,190696.13222593037,899339583.1511332,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
258,258,JK,01,Rajouri,012,314542.07391178806,2642588547.6594825,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
259,259,JK,01,Srinagar,013,165864.28097894802,279778797.6218032,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
260,260,JK,01,Udhampur,014,300881.8008318329,2222153087.7496514,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
261,261,JK,01,Kishtwar,620,566931.4064854732,8090157786.288359,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
262,262,JK,01,Ramban,621,179432.5401337148,1231626218.8612206,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
263,263,JK,01,Kulgam,622,238687.9029292735,1172800068.465542,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
264,264,JK,01,Bandipora,623,331719.9839153978,2645443650.3387647,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
265,265,JK,01,Samba,624,212401.90161010833,907359288.535646,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
266,266,JK,01,Shopian,625,166178.1805050949,491388880.89887434,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
267,267,JK,01,Ganderbal,626,347171.606957674,1630977648.0631742,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
268,268,JK,01,Reasi,627,348184.36198560026,2029109102.9514225,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
269,269,KA,29,Bagalkote,524,659248.7911049579,6414799460.773807,Administrative Boundary,Survey of India (SOI),Karnataka
270,270,KA,29,Bengaluru Urban,525,332159.64243145,2189239764.650828,Administrative Boundary,Survey of India (SOI),Karnataka
271,271,KA,29,Bengaluru Rural,526,490845.4015095752,2286901731.8762655,Administrative Boundary,Survey of India (SOI),Karnataka
272,272,KA,29,Belagavi,527,1094590.2652962797,13151085482.360353,Administrative Boundary,Survey of India (SOI),Karnataka
273,273,KA,29,Ballari,528,778959.5498047245,8329842225.610894,Administrative Boundary,Survey of India (SOI),Karnataka
274,274,KA,29,Bidar,529,548153.6978715768,5290280211.436426,Administrative Boundary,Survey of India (SOI),Karnataka
275,275,KA,29,Vijayapura,530,690734.2825724096,10248024374.017014,Administrative Boundary,Survey of India (SOI),Karnataka
276,276,KA,29,Chamarajanagara,531,589041.7922165912,5667601236.992235,Administrative Boundary,Survey of India (SOI),Karnataka
277,277,KA,29,Chikkamagaluru,532,588821.2409516055,7157341468.500472,Administrative Boundary,Survey of India (SOI),Karnataka
278,278,KA,29,Chitradurga,533,673495.6875217456,8347285849.256522,Administrative Boundary,Survey of India (SOI),Karnataka
279,279,KA,29,Dakshina Kannada,534,483714.5697600294,4856606887.964821,Administrative Boundary,Survey of India (SOI),Karnataka
280,280,KA,29,Davangere,535,588950.4029030866,5852943794.484994,Administrative Boundary,Survey of India (SOI),Karnataka
281,281,KA,29,Dharwad,536,464410.07341632096,4185663526.3251557,Administrative Boundary,Survey of India (SOI),Karnataka
282,282,KA,29,Gadag,537,558441.7683845009,4576789449.533759,Administrative Boundary,Survey of India (SOI),Karnataka
283,283,KA,29,Kalaburagi,538,882443.3767887331,10674992246.859356,Administrative Boundary,Survey of India (SOI),Karnataka
284,284,KA,29,Hassan,539,651511.1917689972,6790123373.806953,Administrative Boundary,Survey of India (SOI),Karnataka
285,285,KA,29,Haveri,540,465599.67241056456,4756748680.989289,Administrative Boundary,Survey of India (SOI),Karnataka
286,286,KA,29,Kodagu,541,466177.6957944069,4113653734.6698785,Administrative Boundary,Survey of India (SOI),Karnataka
287,287,KA,29,Kolar,542,498776.7304762063,3961427799.245243,Administrative Boundary,Survey of India (SOI),Karnataka
288,288,KA,29,Koppal,543,536297.8969468819,5469495541.587741,Administrative Boundary,Survey of India (SOI),Karnataka
289,289,KA,29,Mandya,544,554671.6793271097,4952166670.040381,Administrative Boundary,Survey of India (SOI),Karnataka
290,290,KA,29,Mysuru,545,673605.8493055075,6322872583.528143,Administrative Boundary,Survey of India (SOI),Karnataka
291,291,KA,29,Raichur,546,540627.3864373538,8269741124.6640835,Administrative Boundary,Survey of India (SOI),Karnataka
292,292,KA,29,Shivamogga,547,744438.9289135963,8394371650.546379,Administrative Boundary,Survey of India (SOI),Karnataka
293,293,KA,29,Tumakuru,548,1075827.4432253283,10527383159.352211,Administrative Boundary,Survey of India (SOI),Karnataka
294,294,KA,29,Udupi,549,378264.2627821887,3561798509.145212,Administrative Boundary,Survey of India (SOI),Karnataka
295,295,KA,29,Uttara Kannada,550,786882.5850294145,10148745987.768085,Administrative Boundary,Survey of India (SOI),Karnataka
296,296,KA,29,Chikkaballapura,630,492671.54284535337,4212917286.625645,Administrative Boundary,Survey of India (SOI),Karnataka
297,297,KA,29,Ramanagara,631,472948.51323865156,3510459802.785015,Administrative Boundary,Survey of India (SOI),Karnataka
298,298,KA,29,Yadgir,635,543057.4340657446,5153365153.52488,Administrative Boundary,Survey of India (SOI),Karnataka
299,299,KL,32,Alappuzha,554,289120.9293814843,1456730406.4868977,Administrative Boundary,Survey of India (SOI),Kerala
300,300,KL,32,Ernakulam,555,400876.18364086904,3116001468.0509925,Administrative Boundary,Survey of India (SOI),Kerala
301,301,KL,32,Idukki,556,565294.926325575,4446811231.097502,Administrative Boundary,Survey of India (SOI),Kerala
302,302,KL,32,Kannur,557,331777.40769035945,2971170500.646728,Administrative Boundary,Survey of India (SOI),Kerala
303,303,KL,32,Kasaragod,558,343358.00261492626,1990114359.8918426,Administrative Boundary,Survey of India (SOI),Kerala
304,304,KL,32,Kollam,559,348987.7465642549,2563964234.371418,Administrative Boundary,Survey of India (SOI),Kerala
