Station,State,District,Tehsil,Block,River,Basin,Latitude,Longitude,Acquisition_Time,River_Discharge_m3sec
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-01 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-02 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-03 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-04 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-05 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-06 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-07 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-08 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-09 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-10 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-11 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-12 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-13 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-14 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-15 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-16 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-17 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-18 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-19 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-20 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-22 08:00:00,0.05
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-23 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-24 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-25 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-26 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-27 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-28 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-29 08:00:00,0.093
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-06-30 08:00:00,0.204
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-02 11:00:00,2.927
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-03 09:22:00,7.758
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-04 08:00:00,0.154
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-05 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-06 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-07 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-08 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-09 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-10 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-11 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-12 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-13 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-14 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-15 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-16 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-17 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-18 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-19 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-20 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-21 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-22 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-23 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-24 08:00:00,0.0
Abu Road,Rajasthan,SIROHI,ABU ROAD,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,24.493611,72.790278,2005-07-25 08:00:00,0.0
