Station,State,District,Tehsil,Block,River,Basin,Latitude,Longitude,Acquisition_Time,River_Discharge_m3sec
ADKASTHALA,Kerala,KASARAGOD,KASARAGOD,-,Shiriya,West flowing rivers from Tadri to Kanyakumari,12.675,75.115,2026-07-01 09:00:00,22.014
ADKASTHALA,Kerala,KASARAGOD,KASARAGOD,-,Shiriya,West flowing rivers from Tadri to Kanyakumari,12.675,75.115,2026-07-02 09:00:00,29.915
ADKASTHALA,Kerala,KASARAGOD,KASARAGOD,-,Shiriya,West flowing rivers from Tadri to Kanyakumari,12.675,75.115,2026-07-03 09:00:00,32.119
ADKASTHALA,Kerala,KASARAGOD,KASARAGOD,-,Shiriya,West flowing rivers from Tadri to Kanyakumari,12.675,75.115,2026-07-04 09:00:00,33.91
ADKASTHALA,Kerala,KASARAGOD,KASARAGOD,-,Shiriya,West flowing rivers from Tadri to Kanyakumari,12.675,75.115,2026-07-06 09:00:00,23.578
ADKASTHALA,Kerala,KASARAGOD,KASARAGOD,-,Shiriya,West flowing rivers from Tadri to Kanyakumari,12.675,75.115,2026-07-07 09:00:00,21.803
ADKASTHALA,Kerala,KASARAGOD,KASARAGOD,-,Shiriya,West flowing rivers from Tadri to Kanyakumari,12.675,75.115,2026-07-08 09:00:00,54.416
ADKASTHALA,Kerala,KASARAGOD,KASARAGOD,-,Shiriya,West flowing rivers from Tadri to Kanyakumari,12.675,75.115,2026-07-09 09:00:00,53.023
ADKASTHALA,Kerala,KASARAGOD,KASARAGOD,-,Shiriya,West flowing rivers from Tadri to Kanyakumari,12.675,75.115,2026-07-10 09:00:00,42.477
ADKASTHALA,Kerala,KASARAGOD,KASARAGOD,-,Shiriya,West flowing rivers from Tadri to Kanyakumari,12.675,75.115,2026-07-11 09:00:00,45.055
ARANGALI,Kerala,THRISSUR,KODUNGALLUR,-,Periyar,West flowing rivers from Tadri to Kanyakumari,10.286111,76.322222,2026-01-01 08:00:00,0.0
ARANGALI,Kerala,THRISSUR,KODUNGALLUR,-,Periyar,West flowing rivers from Tadri to Kanyakumari,10.286111,76.322222,2026-01-02 08:00:00,0.0
ARANGALI,Kerala,THRISSUR,KODUNGALLUR,-,Periyar,West flowing rivers from Tadri to Kanyakumari,10.286111,76.322222,2026-01-03 08:00:00,0.0
ARANGALI,Kerala,THRISSUR,KODUNGALLUR,-,Periyar,West flowing rivers from Tadri to Kanyakumari,10.286111,76.322222,2026-01-04 08:00:00,0.0
ARANGALI,Kerala,THRISSUR,KODUNGALLUR,-,Periyar,West flowing rivers from Tadri to Kanyakumari,10.286111,76.322222,2026-01-05 08:00:00,0.0
ARANGALI,Kerala,THRISSUR,KODUNGALLUR,-,Periyar,West flowing rivers from Tadri to Kanyakumari,10.286111,76.322222,2026-01-06 08:00:00,0.0
ARANGALI,Kerala,THRISSUR,KODUNGALLUR,-,Periyar,West flowing rivers from Tadri to Kanyakumari,10.286111,76.322222,2026-01-07 08:00:00,0.0
ARANGALI,Kerala,THRISSUR,KODUNGALLUR,-,Periyar,West flowing rivers from Tadri to Kanyakumari,10.286111,76.322222,2026-01-08 08:00:00,0.0
ARANGALI,Kerala,THRISSUR,KODUNGALLUR,-,Periyar,West flowing rivers from Tadri to Kanyakumari,10.286111,76.322222,2026-01-09 08:00:00,0.0
ARANGALI,Kerala,THRISSUR,KODUNGALLUR,-,Periyar,West flowing rivers from Tadri to Kanyakumari,10.286111,76.322222,2026-01-10 08:00:00,0.0
ARUVIPURAM,Kerala,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM  RURAL,-,Neyyar,West flowing rivers from Tadri to Kanyakumari,8.42,77.0925,2026-01-01 08:00:00,3.391
