Phase,State_Name,State_Code,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Water_Presence_Apr22,Water_Presence_Nov22,Water_Presence_Apr23,Water_Presence_Nov23,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_,waterbod_1,waterbod_2,Ownership,waterbod_3,waterbod_4,reason_not,waterbod_5,Rural_Urban,Water_Spread_Area,Storage_Capacity,constructi,renovation,data_colle,waterbod_6,wbid,photo,shape_le_1,Dataset_Name
Phase 1,Nagaland,NL,Kohima,Jakhama,Data Partially Available,NL2BKHM0002,25.60238859,94.11463793,Brahamaputra,Brahmaputra Upper,Doyang,Lakes/Pond,1.26279807,12627.980728903216,447.0827487836533,Yes,No,No,Yes,,NWIC,2,2,80935.0,13,245,1848,999999,2B,2B,BRU,BRU,WS2BBRU088,,01,,,,,,,,0.0,0.0,,,,,,0,447.0827487836533,District Water Body Atlas
Phase 1,Nagaland,NL,Kohima,Jakhama,Data Partially Available,NL2BKHM0001,25.58208395,94.12588090999999,Brahamaputra,Brahmaputra Upper,Doyang,Lakes/Pond,2.25307083,22530.708257608374,573.5647164824614,No,No,No,No,,NWIC,1,1,80934.0,13,245,1848,999999,2B,2B,BRU,BRU,WS2BBRU088,,01,,,,,,,,0.0,0.0,,,,,,0,573.5647164824614,District Water Body Atlas
Phase 1,Nagaland,NL,Kohima,Chiephobozou,Data Partially Available,NL2BKHM0003,25.73758381,94.10956129,Brahamaputra,Brahmaputra Upper,Doyang,Lakes/Pond,1.93174047,19317.404685497477,572.2534518975627,No,No,No,Yes,,NWIC,3,3,80936.0,13,245,1845,999999,2B,2B,BRU,BRU,WS2BBRU088,,01,,,,,,,,0.0,0.0,,,,,,0,572.2534518975627,District Water Body Atlas
Phase 1,Nagaland,NL,Zunheboto,Ghathashi,Data Partially Available,NL2BZNH0001,25.85033271,94.32846109,Brahamaputra,Brahmaputra Upper,Doyang,Lakes/Pond,1.34823428,13482.342789046716,488.05814423326973,Yes,Yes,Yes,Yes,,NWIC,4,4,80937.0,13,251,1776,999999,2B,2B,BRU,BRU,WS2BBRU088,,01,,,,,,,,0.0,0.0,,,,,,0,488.05814423326973,District Water Body Atlas
Phase 1,Nagaland,NL,Kohima,Tsogin,Data Partially Available,NL2BKHM0004,25.924535700000003,94.1061191,Brahamaputra,Brahmaputra Upper,Doyang,Lakes/Pond,1.56196982,15619.698221886103,582.2379001396602,No,No,No,No,,NWIC,5,5,80938.0,13,245,1844,999999,2B,2B,BRU,BRU,WS2BBRU090,,01,,,,,,,,0.0,0.0,,,,,,0,582.2379001396602,District Water Body Atlas
Phase 1,Nagaland,NL,Tuensang,Noksen,Data Partially Available,NL2BTNS0001,26.34743925,94.68498751,Brahamaputra,Brahmaputra Upper,Dikhow,Lakes/Pond,1.1380838,11380.837991868244,544.2201103876903,No,No,No,No,,NWIC,8,8,80941.0,13,249,1814,999999,2B,2B,BRU,BRU,WS2BBRU058,,01,,,,,,,,0.0,0.0,,,,,,0,544.2201103876903,District Water Body Atlas
Phase 1,Nagaland,NL,Longleng,Namsang,Data Partially Available,NL2BLLG0001,26.78268798,94.78905696,Brahamaputra,Brahmaputra Upper,Dikhow,Lakes/Pond,1.83397113,18339.711267859693,797.8128279068726,No,No,Yes,No,,NWIC,6,6,80939.0,13,615,1831,999999,2B,2B,BRU,BRU,WS2BBRU060,,01,,,,,,,,0.0,0.0,,,,,,0,797.8128279068726,District Water Body Atlas
Phase 1,Nagaland,NL,Longleng,Longleng,Data Partially Available,NL2BLLG0002,26.49289159,94.86287662999999,Brahamaputra,Brahmaputra Upper,Yangmun,Lakes/Pond,1.85053253,18505.32530895357,620.0306546352715,No,No,No,No,,NWIC,7,7,80940.0,13,615,1833,999999,2B,2B,BRU,BRU,WS2BBRU059,,01,,,,,,,,0.0,0.0,,,,,,0,620.0306546352715,District Water Body Atlas
Phase 1,Nagaland,NL,Kohima,Botsa,Data Partially Available,NL2BKHM0005,25.84692477,94.18919448,Brahamaputra,Brahmaputra Upper,Doyang,Lakes/Pond,1.0615765,10615.764956567042,396.04705959819455,No,No,No,Yes,,NWIC,9,9,80942.0,13,245,1846,999999,2B,2B,BRU,BRU,WS2BBRU088,,01,,,,,,,,0.0,0.0,,,,,,0,396.04705959819455,District Water Body Atlas
