id,objectid_1,Wetland_Code,Wetland_Name,Aquatic_Vegetation,Turbidity,Level_I_Category,Level_II_Category,level_iii,Waterbody_Type,Area_ha,remarks,Latitude,Longitude,State_Code,Perimeter_Length_m,Shape_Area_sqm,Dataset_Name,Source_Agency
1081,1081,1105,,No,Low,Inland,Natural,Waterlogged,,0.479410426035938,,34.4216892398,74.1498033287,Jammu & Kashmir,296.68091876390974,4794.104260359377,Hydrological Layer,SAC N
1056,1056,9999,,NA,NA,NA,NA,NA,,4.455974961851977,,33.5963119409,74.1934066487,Jammu & Kashmir,1373.6208521904246,44559.74961851977,Hydrological Layer,SAC N
1057,1057,9999,,NA,NA,NA,NA,NA,,3.433627659736516,,33.5647509119,74.6769334772,Jammu & Kashmir,735.1809672126933,34336.276597365155,Hydrological Layer,SAC N
1058,1058,1103,,No,Low,Inland,Natural,High altitude lake,,0.246250982216623,,33.6323178413,74.6775144019,Jammu & Kashmir,216.30935930052024,2462.509822166233,Hydrological Layer,SAC N
1062,1062,9999,,NA,NA,NA,NA,NA,,0.852033421752697,,33.5853494065,74.809358172,Jammu & Kashmir,395.50145445230055,8520.334217526972,Hydrological Layer,SAC N
1063,1063,9999,,NA,NA,NA,NA,NA,,0.778137997607602,,33.58824257,74.8102192747,Jammu & Kashmir,456.5288260351479,7781.3799760760185,Hydrological Layer,SAC N
1064,1064,1101,Sarbal Lake,No,Low,Inland,Natural,Lake/Pond,Freshwater Lake,0.61707630431084,,33.4292706066,75.405746016,Jammu & Kashmir,300.54461169509597,6170.7630431084035,Hydrological Layer,SAC N
1065,1065,9999,,NA,NA,NA,NA,NA,,0.252267708418485,,33.4191763069,75.43593223,Jammu & Kashmir,270.3653584534879,2522.6770841848484,Hydrological Layer,SAC N
1066,1066,9999,,NA,NA,NA,NA,NA,,0.256388146579903,,33.9567445577,74.1412646239,Jammu & Kashmir,223.62751642491784,2563.881465799027,Hydrological Layer,SAC N
1067,1067,1101,Neel Fari Lake,No,Low,Inland,Natural,Lake/Pond,Freshwater Lake,0.294806699039046,,33.9532243094,74.124444655,Jammu & Kashmir,209.944937199439,2948.0669903904604,Hydrological Layer,SAC N
1068,1068,9999,,NA,NA,NA,NA,NA,,4.371185447376305,,33.8495149357,74.0754055319,Jammu & Kashmir,920.4524515766396,43711.85447376305,Hydrological Layer,SAC N
1069,1069,9999,,NA,NA,NA,NA,NA,,0.848210795516197,,33.971088727,74.1739039339,Jammu & Kashmir,441.13084969961216,8482.107955161975,Hydrological Layer,SAC N
1082,1082,1101,,No,Moderate,Inland,Natural,Lake/Pond,,0.633777639155433,,34.4266511218,74.149760349,Jammu & Kashmir,380.48759387289573,6337.776391554327,Hydrological Layer,SAC N
1083,1083,1105,,No,Low,Inland,Natural,Waterlogged,,0.379852209611628,,34.429618382,74.1524341786,Jammu & Kashmir,254.71529098144512,3798.5220961162786,Hydrological Layer,SAC N
1087,1087,1105,,No,Low,Inland,Natural,Waterlogged,,0.349415524650789,,34.4338617241,74.2296797032,Jammu & Kashmir,340.73866959351665,3494.155246507889,Hydrological Layer,SAC N
1070,1070,1201,LJHP Canal,Yes,Moderate,Inland,Man-made,Reservoir/Barrage,,10.356523754409247,,34.1564099171,74.206304159,Jammu & Kashmir,4706.905441206309,103565.23754409247,Hydrological Layer,SAC N
1071,1071,1201,Uri Hydroelectric Dam,No,Low,Inland,Man-made,Reservoir/Barrage,,10.219268306822764,,34.1475697572,74.1906504877,Jammu & Kashmir,3218.19527795533,102192.68306822763,Hydrological Layer,SAC N
1072,1072,9999,,NA,NA,NA,NA,NA,,0.692269691156864,,34.2981303631,73.916413516,Jammu & Kashmir,545.5439296412936,6922.696911568644,Hydrological Layer,SAC N
1074,1074,1202,,No,Low,Inland,Man-made,Tank/Pond,,0.90735604701624,,34.3706958034,74.168554965,Jammu & Kashmir,376.8462217772335,9073.560470162402,Hydrological Layer,SAC N
1075,1075,1105,,No,Moderate,Inland,Natural,Waterlogged,,1.254330512717027,,34.3689812163,74.1291906037,Jammu & Kashmir,431.242563188311,12543.305127170266,Hydrological Layer,SAC N
1076,1076,1202,,No,Low,Inland,Man-made,Tank/Pond,,0.175941825407707,,34.389368313,74.1661327185,Jammu & Kashmir,154.36608712075486,1759.4182540770744,Hydrological Layer,SAC N
1077,1077,1105,,No,Low,Inland,Natural,Waterlogged,,0.994562161881938,,34.3919840844,74.0941598481,Jammu & Kashmir,447.1469381709324,9945.621618819381,Hydrological Layer,SAC N
1078,1078,1202,,No,Low,Inland,Man-made,Tank/Pond,,0.777970793818232,,34.423552899,74.1082410916,Jammu & Kashmir,349.1942446119944,7779.707938182315,Hydrological Layer,SAC N
1079,1079,1105,,No,Low,Inland,Natural,Waterlogged,,0.108727263674556,,34.4328023599,74.1128547791,Jammu & Kashmir,128.19932766495393,1087.2726367455564,Hydrological Layer,SAC N
1080,1080,1101,,No,Low,Inland,Natural,Lake/Pond,,0.562596633752116,,34.414422831,74.1403457905,Jammu & Kashmir,321.568641523663,5625.966337521165,Hydrological Layer,SAC N
1086,1086,1105,,No,Low,Inland,Natural,Waterlogged,,0.5023496051452,,34.4262704607,74.2143555768,Jammu & Kashmir,391.4976622333801,5023.496051452004,Hydrological Layer,SAC N
1089,1089,9999,,NA,NA,NA,NA,NA,,1.657325464809129,,34.3194641868,74.1203094502,Jammu & Kashmir,697.3655660800528,16573.254648091293,Hydrological Layer,SAC N
1090,1090,1105,,No,High,Inland,Natural,Waterlogged,,0.746227661535134,,34.3779934084,74.2541628805,Jammu & Kashmir,344.2033877707787,7462.276615351336,Hydrological Layer,SAC N
1091,1091,1202,,No,Low,Inland,Man-made,Tank/Pond,,0.117196592173842,,34.5844634371,74.0558116644,Jammu & Kashmir,127.1258365988584,1171.9659217384228,Hydrological Layer,SAC N
1092,1092,9999,,NA,NA,NA,NA,NA,,0.643797920538339,,34.7110586396,74.4142170765,Jammu & Kashmir,327.1971812219624,6437.979205383394,Hydrological Layer,SAC N
1093,1093,1103,,No,Low,Inland,Natural,High altitude lake,,0.326587051062521,,35.01299706,74.3735519286,Jammu & Kashmir,235.68363399201925,3265.870510625207,Hydrological Layer,SAC N
1094,1094,1103,,No,Low,Inland,Natural,High altitude lake,Supra Glacial Lake,1.207929462445082,,35.066637834,74.4461243876,Jammu & Kashmir,663.8812561273255,12079.294624450818,Hydrological Layer,SAC N
1095,1095,9999,,NA,NA,NA,NA,NA,,2.403757385295983,,34.9693242966,74.2850439364,Jammu & Kashmir,868.6498914473488,24037.573852959835,Hydrological Layer,SAC N
1096,1096,1103,,No,Low,Inland,Natural,High altitude lake,,1.219444887519939,,34.9705040802,74.0978861585,Jammu & Kashmir,440.8406120346345,12194.448875199387,Hydrological Layer,SAC N
1097,1097,1103,,No,Low,Inland,Natural,High altitude lake,,1.55486228474857,,34.9288399176,74.0962637685,Jammu & Kashmir,588.9580705585628,15548.622847485703,Hydrological Layer,SAC N
1098,1098,1103,,No,Low,Inland,Natural,High altitude lake,,0.527454278350868,,34.9845899245,74.1053452624,Jammu & Kashmir,280.8401663606698,5274.542783508682,Hydrological Layer,SAC N
1099,1099,1103,,No,Low,Inland,Natural,High altitude lake,Supra Glacial Lake,0.345567231145184,,35.0556073905,74.4954075493,Jammu & Kashmir,244.238106356583,3455.6723114518363,Hydrological Layer,SAC N
1100,1100,1103,,No,Low,Inland,Natural,High altitude lake,Periglacial Lake,0.144089937763486,,35.0368610975,74.4992180207,Jammu & Kashmir,157.63650374178576,1440.8993776348598,Hydrological Layer,SAC N
1101,1101,1103,,No,Low,Inland,Natural,High altitude lake,,0.193665108475868,,35.094202647,74.1115821132,Jammu & Kashmir,160.26168347153117,1936.6510847586767,Hydrological Layer,SAC N
1102,1102,1103,,No,Low,Inland,Natural,High altitude lake,Pro Glacial Lake,2.622182791901393,,35.0372999726,74.1808528158,Jammu & Kashmir,749.3374852616872,26221.827919013933,Hydrological Layer,SAC N
1103,1103,1101,,Yes,Moderate,Inland,Natural,Lake/Pond,,0.404366030443194,,34.554467152,74.233827092,Jammu & Kashmir,249.73801663013157,4043.660304431936,Hydrological Layer,SAC N
1104,1104,1202,Kandi Dogur Reservoir,No,Low,Inland,Man-made,Tank/Pond,,1.892638764993657,,34.5468911291,74.2273780569,Jammu & Kashmir,590.2613071079423,18926.387649936572,Hydrological Layer,SAC N
1105,1105,1101,,Yes,High,Inland,Natural,Lake/Pond,,1.288199412538959,,34.5428717089,74.2275463159,Jammu & Kashmir,503.037455379132,12881.994125389587,Hydrological Layer,SAC N
1106,1106,9999,,NA,NA,NA,NA,NA,,0.905587872749086,,34.6831888735,74.2022723469,Jammu & Kashmir,567.8881419757311,9055.878727490861,Hydrological Layer,SAC N
1108,1108,1202,,No,Low,Inland,Man-made,Tank/Pond,,0.315854268283172,,34.544566191,74.1803626302,Jammu & Kashmir,215.91315410437795,3158.5426828317186,Hydrological Layer,SAC N
1109,1109,1202,,No,Low,Inland,Man-made,Tank/Pond,,0.544003362997203,,34.5376519395,74.1978182517,Jammu & Kashmir,282.0731220079519,5440.033629972031,Hydrological Layer,SAC N
1110,1110,1202,,No,Low,Inland,Man-made,Tank/Pond,,0.80467655366314,,34.5329977606,74.1765891176,Jammu & Kashmir,385.4355722524464,8046.765536631396,Hydrological Layer,SAC N
1111,1111,1202,,No,Low,Inland,Man-made,Tank/Pond,,0.35283628955927,,34.490031968,74.0293598753,Jammu & Kashmir,219.01483167035744,3528.3628955926965,Hydrological Layer,SAC N
1113,1113,9999,,NA,NA,NA,NA,NA,,3.290491984100301,,34.3417710049,73.8130542117,Jammu & Kashmir,800.3685454676917,32904.91984100301,Hydrological Layer,SAC N
1114,1114,1103,,No,Low,Inland,Natural,High altitude lake,,0.764429435513973,,34.7666028306,73.7914810001,Jammu & Kashmir,515.4510692295371,7644.294355139735,Hydrological Layer,SAC N
1115,1115,9999,,NA,NA,NA,NA,NA,,1.157327409160698,,34.7566685686,73.905024589,Jammu & Kashmir,535.8562174335034,11573.274091606983,Hydrological Layer,SAC N
1404,1404,1202,,No,Low,Inland,Man-made,Tank/Pond,,0.246621197281561,,32.6632834447,74.9537719215,Jammu & Kashmir,187.76572357209875,2466.2119728156076,Hydrological Layer,SAC N
1116,1116,1103,,No,Low,Inland,Natural,High altitude lake,,3.486408498283537,,34.8274423022,75.1971356847,Jammu & Kashmir,794.4442656514364,34864.08498283537,Hydrological Layer,SAC N
1117,1117,1103,,No,Low,Inland,Natural,High altitude lake,,0.94854510969008,,34.7007903978,75.2549454634,Jammu & Kashmir,355.24425903982774,9485.451096900797,Hydrological Layer,SAC N
1782,1782,1202,,No,Moderate,Inland,Man-made,Tank/Pond,,0.10511963813948,,33.0854086221,74.8637578269,Jammu & Kashmir,120.90040903631106,1051.1963813948034,Hydrological Layer,SAC N
1118,1118,1103,,No,Low,Inland,Natural,High altitude lake,,2.582074958784225,,33.9444373975,76.0218077673,Jammu & Kashmir,751.092577620606,25820.749587842252,Hydrological Layer,SAC N
1119,1119,1103,,No,Low,Inland,Natural,High altitude lake,,1.868291260742691,,33.9376874602,76.0068764737,Jammu & Kashmir,515.0625821329121,18682.91260742691,Hydrological Layer,SAC N
1120,1120,1103,,No,Low,Inland,Natural,High altitude lake,,39.33567848097329,,33.868320628,76.1203419554,Jammu & Kashmir,2961.336847109441,393356.7848097329,Hydrological Layer,SAC N
1125,1125,1103,Katori Sar,No,Low,Inland,Natural,High altitude lake,,4.327992070799043,,33.4678544382,74.6013311907,Jammu & Kashmir,747.4968918139106,43279.92070799043,Hydrological Layer,SAC N
