Station,State,District,Tehsil,Block,River,Basin,Latitude,Longitude,Acquisition_Time,Water_Level_m
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-09-22 08:00:00,132.695
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-09-23 08:00:00,132.695
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-09-24 08:00:00,132.649
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-09-25 08:00:00,132.618
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-09-26 08:00:00,132.695
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-09-27 08:00:00,133.015
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-09-28 08:00:00,132.954
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-09-29 08:00:00,133.045
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-09-30 08:00:00,133.106
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-01 08:00:00,133.213
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-02 08:00:00,133.106
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-03 08:00:00,133.198
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-04 08:00:00,133.167
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-05 08:00:00,133.106
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-06 08:00:00,133.868
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-07 08:00:00,133.67
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-08 08:00:00,133.076
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-09 08:00:00,132.908
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-10 08:00:00,132.954
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-11 08:00:00,133.03
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-12 08:00:00,133.137
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-13 08:00:00,133.396
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-14 08:00:00,133.64
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-15 08:00:00,133.838
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-16 08:00:00,133.899
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-17 08:00:00,133.914
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-18 08:00:00,133.914
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-19 08:00:00,133.899
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-20 08:00:00,133.899
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-21 08:00:00,133.853
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-22 08:00:00,133.807
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-23 08:00:00,133.777
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-24 08:00:00,133.731
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-25 08:00:00,133.655
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-26 08:00:00,133.594
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-27 08:00:00,133.487
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-28 08:00:00,133.365
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-29 08:00:00,133.259
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-30 08:00:00,133.137
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-10-31 08:00:00,133.06
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-01 08:00:00,133.06
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-02 08:00:00,133.06
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-03 08:00:00,133.076
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-04 08:00:00,133.076
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-05 08:00:00,133.106
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-06 08:00:00,133.152
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-07 08:00:00,133.198
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-08 08:00:00,133.289
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-09 08:00:00,133.35
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-10 08:00:00,133.396
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-11 08:00:00,133.411
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-12 08:00:00,133.426
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-13 08:00:00,133.457
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-14 08:00:00,133.472
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-15 08:00:00,133.487
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-16 08:00:00,133.487
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-17 08:00:00,133.487
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-18 08:00:00,133.502
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-19 08:00:00,133.502
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-20 08:00:00,133.502
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-21 08:00:00,133.518
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-22 08:00:00,133.518
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-23 08:00:00,133.518
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-24 08:00:00,133.502
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-25 08:00:00,133.487
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-26 08:00:00,133.487
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-27 08:00:00,133.472
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-28 08:00:00,133.472
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-29 08:00:00,133.472
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-11-30 08:00:00,133.472
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-01 08:00:00,133.472
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-02 08:00:00,133.472
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-03 08:00:00,133.472
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-04 08:00:00,133.472
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-05 08:00:00,133.472
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-06 08:00:00,133.457
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-07 08:00:00,133.441
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-08 08:00:00,133.396
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-09 08:00:00,133.35
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-10 08:00:00,133.289
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-11 08:00:00,133.228
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-12 08:00:00,133.167
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-13 08:00:00,133.106
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-14 08:00:00,133.03
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-15 08:00:00,132.954
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-16 08:00:00,132.893
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-17 08:00:00,132.878
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-18 08:00:00,132.862
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-19 08:00:00,132.847
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-20 08:00:00,132.832
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-21 08:00:00,132.817
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-22 08:00:00,132.801
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-23 08:00:00,132.786
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-24 08:00:00,132.771
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-25 08:00:00,132.771
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-26 08:00:00,132.771
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-27 08:00:00,132.771
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-28 08:00:00,132.771
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-29 08:00:00,132.771
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-30 08:00:00,132.771
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1990-12-31 08:00:00,132.71
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-01 08:00:00,132.649
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-02 08:00:00,132.588
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-03 08:00:00,132.527
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-04 08:00:00,132.451
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-05 08:00:00,132.375
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-06 08:00:00,132.298
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-07 08:00:00,132.222
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-08 08:00:00,132.131
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-09 08:00:00,132.039
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-10 08:00:00,131.963
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-11 08:00:00,131.963
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-12 08:00:00,131.963
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-13 08:00:00,131.963
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-14 08:00:00,131.963
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-15 08:00:00,131.963
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-16 08:00:00,131.963
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-17 08:00:00,131.963
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-18 08:00:00,131.978
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-19 08:00:00,131.978
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-20 08:00:00,131.963
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-21 08:00:00,131.948
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-22 08:00:00,131.933
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-23 08:00:00,131.917
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-24 08:00:00,131.902
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-25 08:00:00,131.796
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-26 08:00:00,131.674
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-27 08:00:00,131.552
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-28 08:00:00,131.415
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-29 08:00:00,131.293
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-30 08:00:00,131.171
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-01-31 08:00:00,131.049
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-01 08:00:00,130.927
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-02 08:00:00,130.79
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-03 08:00:00,130.637
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-04 08:00:00,130.5
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-05 08:00:00,130.439
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-06 08:00:00,130.378
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-07 08:00:00,130.317
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-08 08:00:00,130.256
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-09 08:00:00,130.195
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-10 08:00:00,130.134
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-11 08:00:00,130.089
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-12 08:00:00,130.028
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-13 08:00:00,129.982
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-14 08:00:00,129.982
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-15 08:00:00,129.982
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-16 08:00:00,129.982
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-17 08:00:00,129.967
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-18 08:00:00,129.951
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-19 08:00:00,129.86
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-20 08:00:00,129.753
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-21 08:00:00,129.631
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-22 08:00:00,129.51
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-23 08:00:00,129.388
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-24 08:00:00,129.25
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-25 08:00:00,129.098
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-26 08:00:00,128.946
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-27 08:00:00,128.793
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-02-28 08:00:00,128.641
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-01 08:00:00,128.565
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-02 08:00:00,128.549
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-03 08:00:00,128.519
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-04 08:00:00,128.504
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-05 08:00:00,128.473
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-06 08:00:00,128.443
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-07 08:00:00,128.412
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-08 08:00:00,128.382
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-09 08:00:00,128.321
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-10 08:00:00,128.26
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-11 08:00:00,128.199
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-12 08:00:00,128.138
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-13 08:00:00,128.092
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-14 08:00:00,128.062
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-15 08:00:00,128.062
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-16 08:00:00,128.046
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-17 08:00:00,128.001
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-18 08:00:00,128.001
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-19 08:00:00,128.016
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-20 08:00:00,128.016
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-21 08:00:00,128.016
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-22 08:00:00,128.016
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-23 08:00:00,128.016
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-24 08:00:00,128.016
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-25 08:00:00,128.031
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-26 08:00:00,127.97
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-27 08:00:00,127.894
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-28 08:00:00,127.803
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-29 08:00:00,127.711
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-30 08:00:00,127.605
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-03-31 08:00:00,127.513
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-04-01 08:00:00,127.406
Kangsabati Dam,West Bengal,BANKURA,KHATRA-I,-,Rupnarayan,Ganga,22.965278,86.786667,1991-04-02 08:00:00,127.3
