Phase,State_Name,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_,waterbod_1,waterbod_2,Ownership,waterbod_3,waterbod_4,reason_not,waterbod_5,Rural_Urban,Water_Spread_Area,Storage_Capacity,constructi,renovation,data_colle,waterbod_6,wbid,apr24,nov23,apr23,nov22,apr22,nov21,apr21,nov20,apr20,photo,shape_le_1,Dataset_Name
Phase 2,Ladakh,Kargil,Sanku,Data Partially Available,LK01KRG0004,34.14215331,75.82258063,Indus (Up to border),Upper Indus,,Lakes/Pond,4.64671877,46467.18767886596,842.4406455196176,Data Partially Available,NWIC,4,4,78383.0,37,006,0014,999999,01,01,UIN,UIN,Karche,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,842.4406455196176,District Water Body Atlas
Phase 2,Ladakh,Kargil,Kargil,Data Partially Available,LK01KRG0001,34.49144021,75.61200439999999,Indus (Up to border),Upper Indus,,Lakes/Pond,1.86214247,18621.424656140858,568.6309875883636,Data Partially Available,NWIC,1,1,78380.0,37,006,0013,999999,01,01,UIN,UIN,Mashkoh,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,568.6309875883636,District Water Body Atlas
Phase 2,Ladakh,Kargil,Kargil,Data Partially Available,LK01KRG0002,34.49392519,75.63951416,Indus (Up to border),Upper Indus,,Lakes/Pond,4.26161732,42616.1732248121,841.313108915558,Data Partially Available,NWIC,2,2,78381.0,37,006,0013,999999,01,01,UIN,UIN,Dras R,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,841.313108915558,District Water Body Atlas
Phase 2,Ladakh,Kargil,Kargil,Data Partially Available,LK01KRG0003,34.494877769999995,75.63740369,Indus (Up to border),Upper Indus,,Lakes/Pond,2.94727365,29472.73649941874,828.3233951856887,Data Partially Available,NWIC,3,3,78382.0,37,006,0013,999999,01,01,UIN,UIN,Dras R,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,828.3233951856887,District Water Body Atlas
Phase 2,Ladakh,Kargil,Zanskar,Data Partially Available,LK01KRG0005,33.301984450000006,77.35838158,Indus (Up to border),Upper Indus,,Lakes/Pond,1.30236411,13023.641059275607,411.31133349216265,Data Partially Available,NWIC,5,5,78384.0,37,006,0015,999999,01,01,UIN,UIN,Zara,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,411.31133349216265,District Water Body Atlas
Phase 2,Ladakh,Kargil,Zanskar,Data Partially Available,LK01KRG0006,33.14334618,77.0527856,Indus (Up to border),Upper Indus,,Lakes/Pond,4.31551561,43155.15606378973,1003.6689176795013,Data Partially Available,NWIC,6,6,78385.0,37,006,0015,999999,01,01,UIN,UIN,Kurgiakh Chu,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,1003.6689176795013,District Water Body Atlas
Phase 2,Ladakh,Kargil,Kargil,Data Partially Available,LK01KRG0007,34.4911685,75.64905819,Indus (Up to border),Upper Indus,,Lakes/Pond,12.78296726,127829.67258212793,1441.187242840211,Data Partially Available,NWIC,7,7,78386.0,37,006,0013,999999,01,01,UIN,UIN,Dras R,Frozen Lake,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,1441.187242840211,District Water Body Atlas
Phase 2,Ladakh,Kargil,Sanku,Data Partially Available,LK01KRG0008,34.002511559999995,76.36714090999999,Indus (Up to border),Upper Indus,,Lakes/Pond,9.74264938,97426.49375466241,2065.0663359192063,Data Partially Available,NWIC,8,8,78387.0,37,006,0014,999999,01,01,UIN,UIN,Ringdom Sankpo,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,2065.0663359192063,District Water Body Atlas
Phase 2,Ladakh,Kargil,Sanku,Data Partially Available,LK01KRG0014,34.353407510000004,76.07682562000001,Indus (Up to border),Upper Indus,,Lakes/Pond,8.64433527,86443.3526538728,1231.8842412975384,,NWIC,14,14,78393.0,37,006,0014,999999,01,01,UIN,UIN,Karche,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,1231.8842412975384,District Water Body Atlas
Phase 2,Ladakh,Kargil,Sanku,Data Partially Available,LK01KRG0015,33.8675131,76.35334266000001,Indus (Up to border),Upper Indus,,Lakes/Pond,3.06588759,30658.875880899446,662.0878369009752,,NWIC,15,15,78394.0,37,006,0014,999999,01,01,UIN,UIN,Ringdom Sankpo,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,662.0878369009752,District Water Body Atlas
Phase 2,Ladakh,Kargil,Zanskar,Data Partially Available,LK01KRG0009,33.28859695,77.37126343,Indus (Up to border),Upper Indus,,Lakes/Pond,14.38096211,143809.62107300424,2102.663877177004,Data Partially Available,NWIC,9,9,78388.0,37,006,0015,999999,01,01,UIN,UIN,Zara,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,2102.663877177004,District Water Body Atlas
