SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual TwiceDaily Wind Speed (Km/Hr)
109,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-12-01 17:30:00,0.3
110,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-13 08:30:00,0.0
111,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-13 08:30:00,0.1
112,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-13 17:30:00,0.0
113,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-13 17:30:00,0.3
114,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-14 08:30:00,0.0
115,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-14 08:30:00,0.0
116,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-14 17:30:00,0.0
117,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-14 17:30:00,0.2
118,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-15 08:30:00,0.0
119,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-15 08:30:00,0.0
120,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-15 17:30:00,0.0
121,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-15 17:30:00,0.2
122,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-16 08:30:00,0.0
123,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-16 08:30:00,0.0
124,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-16 17:30:00,0.0
125,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-16 17:30:00,0.4
126,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-17 08:30:00,0.0
127,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-17 08:30:00,0.0
128,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-17 17:30:00,0.0
129,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-17 17:30:00,0.3
130,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-18 08:30:00,0.0
131,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-18 08:30:00,0.0
132,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-18 17:30:00,0.0
133,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-19 08:30:00,0.0
134,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-19 08:30:00,0.0
135,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-19 17:30:00,0.0
136,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-19 17:30:00,0.2
137,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-20 08:30:00,0.0
138,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-20 08:30:00,0.0
139,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-20 17:30:00,0.0
140,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-20 17:30:00,0.4
141,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-21 08:30:00,0.0
142,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-21 08:30:00,0.1
143,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-21 17:30:00,0.0
144,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-21 17:30:00,0.2
145,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-22 08:30:00,0.0
146,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-22 08:30:00,0.0
147,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-22 17:30:00,0.0
148,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-22 17:30:00,0.4
149,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-23 08:30:00,0.0
150,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-23 08:30:00,0.0
151,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-23 17:30:00,0.0
152,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-23 17:30:00,0.5
153,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-24 08:30:00,0.0
154,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-24 08:30:00,0.0
155,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-24 17:30:00,0.0
156,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-24 17:30:00,0.3
157,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-25 08:30:00,0.0
158,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-25 08:30:00,0.0
159,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-25 17:30:00,0.0
160,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-25 17:30:00,0.5
161,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-26 08:30:00,0.0
162,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-26 08:30:00,0.0
163,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-26 17:30:00,0.0
164,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-26 17:30:00,0.4
165,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-27 08:30:00,0.0
166,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-27 08:30:00,0.0
167,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-27 17:30:00,0.0
168,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-27 17:30:00,0.4
169,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-28 08:30:00,0.0
170,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-28 08:30:00,0.2
171,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-28 17:30:00,0.0
172,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-28 17:30:00,0.5
173,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-29 08:30:00,0.0
174,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-29 08:30:00,0.0
175,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-29 17:30:00,0.0
176,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-29 17:30:00,0.9
177,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-30 08:30:00,0.0
178,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-30 08:30:00,0.0
179,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-30 17:30:00,0.0
180,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-30 17:30:00,0.6
181,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-31 08:30:00,0.0
182,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-31 08:30:00,0.0
183,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,2011-01-31 17:30:00,0.0
