Station,State,District,Tehsil,Block,River,Basin,Latitude,Longitude,Acquisition_Time,River_Discharge_m3sec
ASHWIN   HARIPURA,Gujarat,CHHOTA UDAIPUR,Nasvadi,-,Narmada,Narmada,22.04527778,73.71694444,1971-07-20 00:00:00,0.0
HERAN AT WASNA,Gujarat,VADODARA,SANKHEDA,-,Narmada,Narmada,22.12027778,73.74944444,1970-10-06 06:00:00,0.0
HERAN AT WASNA,Gujarat,VADODARA,SANKHEDA,-,Narmada,Narmada,22.12027778,73.74944444,1970-11-20 22:00:00,0.0
HERAN AT WASNA,Gujarat,VADODARA,SANKHEDA,-,Narmada,Narmada,22.12027778,73.74944444,1971-02-05 19:00:00,0.0
Karjan Dam,Gujarat,NARMADA,Rajpipla,-,Narmada,Narmada,21.81527778,73.53666667,1970-10-12 08:00:00,0.0
KARJAN   THAVA,Gujarat,BHARUCH,VALIA,-,Narmada,Narmada,21.58472222,73.46805556,1970-11-05 00:18:00,0.0
MEN AT AMROLI,Gujarat,CHHOTA UDAIPUR,Nasvadi,-,Narmada,Narmada,22.01722222,73.75277778,1970-10-19 11:00:00,0.0
MEN AT AMROLI,Gujarat,CHHOTA UDAIPUR,Nasvadi,-,Narmada,Narmada,22.01722222,73.75277778,1970-11-12 20:50:00,0.0
MEN AT AMROLI,Gujarat,CHHOTA UDAIPUR,Nasvadi,-,Narmada,Narmada,22.01722222,73.75277778,1970-12-13 23:00:00,0.0
UNCH AT KHORIA,Gujarat,VADODARA,SANKHEDA,-,Narmada,Narmada,22.185,73.7425,1970-01-26 12:00:00,0.0
