SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
194,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-09-01 03:00:00,102.364
195,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-11-01 02:00:00,2.474
196,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-12-01 02:00:00,2.474
197,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-13 03:00:00,102.383
198,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-14 03:00:00,54.25
199,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-14 04:00:00,54.25
200,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-15 02:00:00,2.474
201,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-17 23:30:00,100.445
202,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-19 02:00:00,2.474
203,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-19 12:00:00,102.426
204,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-19 23:30:00,100.445
205,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-20 02:00:00,2.474
206,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-20 03:00:00,102.498
207,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-21 23:30:00,100.445
208,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-22 23:30:00,100.445
209,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-23 02:00:00,2.474
210,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-23 11:30:00,2.474
211,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-24 02:00:00,2.474
212,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-24 23:30:00,100.445
213,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-25 02:00:00,2.474
214,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-26 03:00:00,102.4
215,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-28 03:00:00,102.377
216,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-29 03:00:00,102.357
217,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-30 03:00:00,102.349
218,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-31 22:00:00,100.445
219,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-31 22:30:00,100.445
220,Gardankatta West_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.34444444,88.03944444,No,0,0,2000-01-02 03:00:00,100.445
221,Kharagpur Dam,Bihar,10,Bihar,207,MUNGER,-,-,-,-,-,-,-,-,-,25.13722222,86.525,No,0,0,2000-02-19 23:00:00,62.64
222,Kharuara_1,Bihar,10,Bihar,212,PATNA,-,-,-,-,-,-,-,-,-,25.42222222,85.53527778,No,0,0,2000-02-21 23:00:00,1.817
223,Lathane,Bihar,10,Bihar,198,JAMUI,-,-,-,-,-,-,-,-,-,24.86638889,86.29472222,No,0,0,2000-01-01 06:00:00,11.3
224,Lathane,Bihar,10,Bihar,198,JAMUI,-,-,-,-,-,-,-,-,-,24.86638889,86.29472222,No,0,0,2000-01-01 12:00:00,11.6
225,Lathane,Bihar,10,Bihar,198,JAMUI,-,-,-,-,-,-,-,-,-,24.86638889,86.29472222,No,0,0,2000-01-01 18:00:00,11.5
226,Lathane,Bihar,10,Bihar,198,JAMUI,-,-,-,-,-,-,-,-,-,24.86638889,86.29472222,No,0,0,2000-02-01 02:00:00,11.8
227,Patauna(Kiul River),Bihar,10,Bihar,198,JAMUI,-,-,-,-,-,-,-,-,-,24.96416667,86.23888889,No,0,0,2000-01-21 02:00:00,12.0
228,Patauna(Kiul River),Bihar,10,Bihar,198,JAMUI,-,-,-,-,-,-,-,-,-,24.96416667,86.23888889,No,0,0,2000-01-23 01:00:00,11.1
229,Patauna(Kiul River),Bihar,10,Bihar,198,JAMUI,-,-,-,-,-,-,-,-,-,24.96416667,86.23888889,No,0,0,2000-01-23 02:00:00,11.2
230,Patauna(Kiul River),Bihar,10,Bihar,198,JAMUI,-,-,-,-,-,-,-,-,-,24.96416667,86.23888889,No,0,0,2000-02-26 04:00:00,11.9
231,Patauna(Kiul River),Bihar,10,Bihar,198,JAMUI,-,-,-,-,-,-,-,-,-,24.96416667,86.23888889,No,0,0,2000-02-26 15:00:00,11.8
232,Patauna (on Nakti River),Bihar,10,Bihar,198,JAMUI,-,-,-,-,-,-,-,-,-,24.96638889,86.24277778,No,0,0,2000-06-03 04:00:00,12.7
233,Tarabari_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.33305556,87.94388889,No,0,0,2000-03-01 09:00:00,12.5
234,Tarabari_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.33305556,87.94388889,No,0,0,2000-04-01 21:00:00,12.1
235,Tarabari_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.33305556,87.94388889,No,0,0,2000-02-29 04:00:00,11.9
236,Tarabari_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.33305556,87.94388889,No,0,0,2000-02-29 05:00:00,12.0
237,Tarabari_1,Bihar,10,Bihar,203,KISHANGANJ,-,-,-,-,-,-,-,-,-,26.33305556,87.94388889,No,0,0,2000-09-03 22:30:00,12.6
