Phase,State_Name,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_,waterbod_1,waterbod_2,Ownership,waterbod_3,waterbod_4,reason_not,waterbod_5,Rural_Urban,Water_Spread_Area,Storage_Capacity,constructi,renovation,data_colle,waterbod_6,wbid,apr24,nov23,apr23,nov22,apr22,nov21,apr21,nov20,apr20,photo,shape_le_1,Dataset_Name
Phase 2,Delhi,West,Punjabi Bagh,Jaffar Pur Alias Hiran Kudna,DL2AWSD0004,28.67116412,77.00185567,Ganga,Yamuna Upper,Najafgarh Drain,Lakes/Pond,1.17682485,11768.248467488447,422.17302826478254,,NWIC,1,1,1825.0,07,085,0450,63994,2A,2A,YAU,YAU,WS2AYAU038,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,422.17302826478254,District Water Body Atlas
Phase 2,Delhi,West,Punjabi Bagh,Quammruddin Nagar CT,DL2AWSD0005,28.67783842,77.05366176,Ganga,Yamuna Upper,Drain No 8,Lakes/Pond,1.1165856,11165.855994469684,404.60301804073396,,NWIC,2,2,1828.0,07,085,0450,64000,2A,2A,YAU,YAU,WS2AYAU039,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,404.60301804073396,District Water Body Atlas
Phase 2,Delhi,West,Punjabi Bagh,South Delhi Municipal Corporation,DL2AWSD0006,28.67199531,77.09576741999999,Ganga,Yamuna Upper,Drain No 8,Lakes/Pond,1.96224493,19622.44932933017,688.2035491927683,,NWIC,3,3,1834.0,07,085,0450,0,2A,2A,YAU,YAU,WS2AYAU039,Nagin Lake,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,688.2035491927683,District Water Body Atlas
Phase 2,Delhi,New Delhi,Chanakya Puri,New Delhi Municipal Council,DL2ANDL0004,28.642873180000002,77.19798134,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,1.033112,10331.120032449044,375.0421046638533,,NWIC,4,4,1843.0,07,079,0443,0,2A,2A,YAU,YAU,WS2AYAU047,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,375.0421046638533,District Water Body Atlas
Phase 2,Delhi,West,Punjabi Bagh,Bakkar Wala CT,DL2AWSD0007,28.653551580000002,77.00690032,Ganga,Yamuna Upper,Najafgarh Drain,Lakes/Pond,9.59377056,95937.70555661974,1235.9979656250262,,NWIC,5,5,1887.0,07,085,0450,64002,2A,2A,YAU,YAU,WS2AYAU038,,01,,,,,,,,0.0,0.0,,,,,,No,No,Yes,No,No,No,No,No,No,0,1235.9979656250262,District Water Body Atlas
Phase 2,Delhi,North East,Seelam Pur,North Delhi Municipal Corporation,DL2ANED0001,28.688642700000003,77.25163553,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,13.42210315,134221.03149170734,1451.0230383831429,,NWIC,6,6,1911.0,07,081,0436,0,2A,2A,YAU,YAU,WS2AYAU047,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,Yes,No,No,No,No,0,1451.0230383831429,District Water Body Atlas
Phase 2,Delhi,West,Punjabi Bagh,Tikri Kalan CT,DL2AWSD0008,28.68431851,76.96783731,Ganga,Yamuna Upper,Najafgarh Drain,Lakes/Pond,1.14883693,11488.369323252185,472.71301840332785,,NWIC,7,7,2007.0,07,085,0450,64003,2A,2A,YAU,YAU,WS2AYAU038,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,472.71301840332785,District Water Body Atlas
Phase 2,Delhi,North East,Seelam Pur,North Delhi Municipal Corporation,DL2ANED0002,28.68313845,77.25321056000001,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,6.25471732,62547.17323965907,988.001920741679,,NWIC,8,8,2684.0,07,081,0436,0,2A,2A,YAU,YAU,WS2AYAU047,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,988.001920741679,District Water Body Atlas
Phase 2,Delhi,North East,Seelam Pur,North Delhi Municipal Corporation,DL2ANED0003,28.68535753,77.2537541,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,3.10786879,31078.687894510735,704.2381495986402,,NWIC,9,9,2685.0,07,081,0436,0,2A,2A,YAU,YAU,WS2AYAU047,,01,,,,,,,,0.0,0.0,,,,,,No,No,Yes,No,Yes,No,No,No,No,0,704.2381495986402,District Water Body Atlas
Phase 2,Delhi,North East,Seelam Pur,North Delhi Municipal Corporation,DL2ANED0004,28.68052535,77.25390767,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,2.75577381,27557.738131615737,651.1211864025692,,NWIC,10,10,2686.0,07,081,0436,0,2A,2A,YAU,YAU,WS2AYAU047,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,Yes,No,Yes,No,No,0,651.1211864025692,District Water Body Atlas
Phase 2,Delhi,North East,Seelam Pur,North Delhi Municipal Corporation,DL2ANED0005,28.68143183,77.24859384000001,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,3.72295859,37229.585867851834,945.7925216728847,,NWIC,11,11,2687.0,07,081,0436,0,2A,2A,YAU,YAU,WS2AYAU047,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,Yes,No,Yes,No,No,0,945.7925216728847,District Water Body Atlas
Phase 2,Delhi,North East,Seelam Pur,North Delhi Municipal Corporation,DL2ANED0006,28.68455012,77.24623091000001,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,8.211093550000001,82110.935530434,1641.5878822720167,,NWIC,12,12,2688.0,07,081,0436,0,2A,2A,YAU,YAU,WS2AYAU047,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,Yes,No,No,No,No,0,1641.5878822720167,District Water Body Atlas
Phase 2,Delhi,North East,Seelam Pur,North Delhi Municipal Corporation,DL2ANED0007,28.67747518,77.25178239,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,1.0622779,10622.778969154899,455.40917102926966,,NWIC,13,13,2689.0,07,081,0436,0,2A,2A,YAU,YAU,WS2AYAU047,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,Yes,No,No,0,455.40917102926966,District Water Body Atlas
Phase 2,Delhi,North East,Seelam Pur,North Delhi Municipal Corporation,DL2ANED0008,28.702495940000002,77.25437367,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,1.29183753,12918.375335826373,448.57873476676133,,NWIC,14,14,2690.0,07,081,0436,0,2A,2A,YAU,YAU,WS2AYAU047,,01,,,,,,,,0.0,0.0,,,,,,Yes,No,Yes,No,Yes,Yes,Yes,No,No,0,448.57873476676133,District Water Body Atlas
Phase 2,Delhi,North East,Seelam Pur,North Delhi Municipal Corporation,DL2ANED0009,28.69902386,77.25253864999999,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,5.6296497,56296.49696890013,1534.9434926299461,,NWIC,15,15,2691.0,07,081,0436,0,2A,2A,YAU,YAU,WS2AYAU047,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,Yes,No,No,No,0,1534.9434926299461,District Water Body Atlas
Phase 2,Delhi,North East,Seelam Pur,Garhi Mendu,DL2ANED0010,28.70397843,77.24690753,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,1.26299575,12629.957471492758,428.3270277609458,,NWIC,16,16,2692.0,07,081,0436,63967,2A,2A,YAU,YAU,WS2AYAU047,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,Yes,No,No,No,No,0,428.3270277609458,District Water Body Atlas
Phase 2,Delhi,Shahdara,Seema Puri,Mandoli CT,DL2AHHD0001,28.70478532,77.31799233,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,5.18246976,51824.69764809764,999.46069734988,,NWIC,17,17,2693.0,07,671,0438,63982,2A,2A,YAU,YAU,WS2AYAU047,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,999.46069734988,District Water Body Atlas
Phase 2,Delhi,West,Rajouri Garden,South Delhi Municipal Corporation,DL2AWSD0001,28.631387789999998,77.10531599,Ganga,Yamuna Upper,Drain No 8,Lakes/Pond,3.10781344,31078.13435221299,734.5860238956816,,NWIC,18,18,2694.0,07,085,0449,0,2A,2A,YAU,YAU,WS2AYAU039,Tihar Lake,01,,,,,,,,0.0,0.0,,,,,,Yes,No,Yes,No,Yes,No,Yes,No,Yes,0,734.5860238956816,District Water Body Atlas
Phase 2,Delhi,West,Patel Nagar,South Delhi Municipal Corporation,DL2AWSD0002,28.64710569,77.17847155,Ganga,Yamuna Upper,Drain No 8,Lakes/Pond,2.45704989,24570.49890045886,710.2378003610804,,NWIC,19,19,2695.0,07,085,0448,0,2A,2A,YAU,YAU,WS2AYAU039,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,710.2378003610804,District Water Body Atlas
Phase 2,Delhi,Shahdara,Vivek Vihar,East Delhi Municipal Corporation,DL2AHHD0002,28.67553674,77.27797709000001,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,2.46685089,24668.508857427893,612.9922001562179,,NWIC,20,20,2696.0,07,671,0440,0,2A,2A,YAU,YAU,WS2AYAU047,Chinta Mani Jheel,01,,,,,,,,0.0,0.0,,,,,,Yes,No,No,No,No,No,No,No,No,0,612.9922001562179,District Water Body Atlas
Phase 2,Delhi,New Delhi,Vasant Vihar,Malik Pur Kohi Alias Rang Puri CT,DL2ANDL0001,28.52418871,77.1225317,Ganga,Yamuna Upper,Najafgarh Drain,Lakes/Pond,1.13029275,11302.927471092848,401.77212976355815,,NWIC,21,21,2697.0,07,079,0453,64057,2A,2A,YAU,YAU,WS2AYAU038,,01,,,,,,,,0.0,0.0,,,,,,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,401.77212976355815,District Water Body Atlas
Phase 2,Delhi,New Delhi,Vasant Vihar,Ghitorni CT,DL2ANDL0002,28.48985601,77.12586128,Ganga,Yamuna Upper,Najafgarh Drain,Lakes/Pond,1.07319894,10731.98944371112,387.93440023235115,,NWIC,22,22,2698.0,07,079,0453,64061,2A,2A,YAU,YAU,WS2AYAU038,,01,,,,,,,,0.0,0.0,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,0,387.93440023235115,District Water Body Atlas
Phase 2,Delhi,New Delhi,Chanakya Puri,New Delhi Municipal Council,DL2ANDL0003,28.61044376,77.24089767,Ganga,Yamuna Upper,Yamuna,Lakes/Pond,2.6102196,26102.19596475734,918.0550284013498,,NWIC,23,23,2699.0,07,079,0443,0,2A,2A,YAU,YAU,WS2AYAU047,Purana Qila Lake,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,918.0550284013498,District Water Body Atlas
Phase 2,Delhi,West,Punjabi Bagh,Bakkar Wala CT,DL2AWSD0003,28.66759592,77.01319287,Ganga,Yamuna Upper,Najafgarh Drain,Lakes/Pond,1.0949598,10949.59799288461,414.1155102563436,,NWIC,24,24,2700.0,07,085,0450,64002,2A,2A,YAU,YAU,WS2AYAU038,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,414.1155102563436,District Water Body Atlas
