SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
1,Akhuapada,CWC,21,Odisha,348,BHADRAK,BHADRAK,-,-,Baitarani,Brahmani and Baitarni,-,-,-,Baitarani,20.91694444,86.27972222,2021-01-04 09:52:00,0.74,,,
2,Akhuapada,CWC,21,Odisha,348,BHADRAK,BHADRAK,-,-,Baitarani,Brahmani and Baitarni,-,-,-,Baitarani,20.91694444,86.27972222,2021-01-05 08:39:00,0.4,,,
3,Altuma,CWC,21,Odisha,352,DHENKANAL,Dhenkanal,-,-,Brahmani,Brahmani and Baitarni,Ramyala,-,-,Ramyala,20.93083333,85.51916667,2021-01-04 09:28:00,0.91,,,
4,Altuma,CWC,21,Odisha,352,DHENKANAL,Dhenkanal,-,-,Brahmani,Brahmani and Baitarni,Ramyala,-,-,Ramyala,20.93083333,85.51916667,2021-01-05 08:12:00,1.54,,,
5,Altuma,CWC,21,Odisha,352,DHENKANAL,Dhenkanal,-,-,Brahmani,Brahmani and Baitarni,Ramyala,-,-,Ramyala,20.93083333,85.51916667,2021-01-06 08:30:00,1.15,,,
6,Altuma,CWC,21,Odisha,352,DHENKANAL,Dhenkanal,-,-,Brahmani,Brahmani and Baitarni,Ramyala,-,-,Ramyala,20.93083333,85.51916667,2021-06-21 08:14:00,1.12,,,
7,Altuma,CWC,21,Odisha,352,DHENKANAL,Dhenkanal,-,-,Brahmani,Brahmani and Baitarni,Ramyala,-,-,Ramyala,20.93083333,85.51916667,2021-01-07 09:58:00,0.61,,,
8,Altuma,CWC,21,Odisha,352,DHENKANAL,Dhenkanal,-,-,Brahmani,Brahmani and Baitarni,Ramyala,-,-,Ramyala,20.93083333,85.51916667,2021-07-13 08:46:00,0.59,,,
9,Altuma,CWC,21,Odisha,352,DHENKANAL,Dhenkanal,-,-,Brahmani,Brahmani and Baitarni,Ramyala,-,-,Ramyala,20.93083333,85.51916667,2021-07-22 08:02:00,0.53,,,
10,Altuma,CWC,21,Odisha,352,DHENKANAL,Dhenkanal,-,-,Brahmani,Brahmani and Baitarni,Ramyala,-,-,Ramyala,20.93083333,85.51916667,2021-02-08 09:06:00,1.97,,,
