Station,State,District,Tehsil,Block,River,Basin,Latitude,Longitude,Acquisition_Time,River_Discharge_m3sec
BHADAR   UNDAVA,Gujarat,MAHISAGAR,Khanpur,-,-,Mahi,23.29611111,73.67527778,1970-09-08 02:00:00,0.0
BHADAR   UNDAVA,Gujarat,MAHISAGAR,Khanpur,-,-,Mahi,23.29611111,73.67527778,1970-10-11 23:00:00,0.0
BHADAR   UNDAVA,Gujarat,MAHISAGAR,Khanpur,-,-,Mahi,23.29611111,73.67527778,1970-10-27 00:44:00,0.0
BHADAR   UNDAVA,Gujarat,MAHISAGAR,Khanpur,-,-,Mahi,23.29611111,73.67527778,1971-08-19 02:00:00,0.0
DEVGADH BARIA,Gujarat,DOHAD,DEVGAD BARIA,-,Mahi,Mahi,22.7,73.88638889,1973-11-20 02:00:00,0.0
DEVGADH BARIA,Gujarat,DOHAD,DEVGAD BARIA,-,Mahi,Mahi,22.7,73.88638889,1978-03-03 14:00:00,0.0
DHADHAR   BHILAPUR,Gujarat,VADODARA,DABHOI,-,-,Mahi,22.18083333,73.32916667,1972-06-08 13:00:00,0.0
Hadaf,Gujarat,DOHAD,DOHAD,-,Mahi,Mahi,22.89055556,73.87777778,1970-10-05 07:00:00,0.0
Hadaf,Gujarat,DOHAD,DOHAD,-,Mahi,Mahi,22.89055556,73.87777778,1970-10-22 06:00:00,0.0
HADAF   LIMKHEDA,Gujarat,DOHAD,LIMKHEDA,-,Mahi,Mahi,22.83361111,73.98944444,1971-01-15 22:00:00,0.0
Kadana,Gujarat,MAHISAGAR,Kadana,-,Mahi,Mahi,23.30555556,73.825,1972-07-05 17:00:00,0.0
KALOL,Gujarat,PANCHMAHALS,KALOL,-,-,Mahi,22.605,73.47305556,1970-01-09 06:00:00,0.0
Karad dam,Gujarat,PANCHMAHALS,GHOGHAMBA,-,Mahi,Mahi,22.56055556,73.69333333,1970-10-08 00:00:00,0.0
KOLIARI   RAMPUR,Gujarat,PANCHMAHALS,MORWA (HADAF),-,Mahi,Mahi,22.87805556,73.82388889,1970-10-05 00:00:00,0.0
KUN   KHANDIA,Gujarat,PANCHMAHALS,SHEHERA,-,-,Mahi,22.86277778,73.62694444,1970-10-08 08:00:00,0.0
Machhannala dam,Gujarat,DOHAD,JHALOD,-,Mahi,Mahi,23.05583333,74.16361111,1970-10-05 18:00:00,0.0
Machhannala dam,Gujarat,DOHAD,JHALOD,-,Mahi,Mahi,23.05583333,74.16361111,1970-10-06 12:00:00,0.0
PANAM AT SANTROD,Gujarat,PANCHMAHALS,GODHRA,-,Mahi,Mahi,22.80027778,73.78722222,1973-09-22 07:00:00,0.0
Panam dam,Gujarat,MAHISAGAR,Shehera,-,Mahi,Mahi,23.05416667,73.71666667,1973-07-18 05:00:00,0.0
Patadungri (GJSW0039),Gujarat,DOHAD,GARBADA,-,-,Mahi,22.72638889,74.28555556,1970-03-17 05:00:00,0.0
Patadungri (GJSW0039),Gujarat,DOHAD,GARBADA,-,-,Mahi,22.72638889,74.28555556,1979-05-22 13:00:00,0.0
PILOL,Gujarat,VADODARA,SAVLI,-,-,Mahi,22.41638889,73.22138889,1970-07-08 00:00:00,0.0
PILOL,Gujarat,VADODARA,SAVLI,-,-,Mahi,22.41638889,73.22138889,1970-11-16 20:00:00,0.0
SANSOLI,Gujarat,PANCHMAHALS,KALOL,-,-,Mahi,22.70694444,73.41694444,1970-02-03 18:00:00,0.0
SANSOLI,Gujarat,PANCHMAHALS,KALOL,-,-,Mahi,22.70694444,73.41694444,1970-10-08 18:00:00,0.0
SANSOLI,Gujarat,PANCHMAHALS,KALOL,-,-,Mahi,22.70694444,73.41694444,1970-11-10 15:00:00,0.0
SANSOLI,Gujarat,PANCHMAHALS,KALOL,-,-,Mahi,22.70694444,73.41694444,1979-02-09 23:00:00,0.0
WANKADI,Gujarat,DOHAD,LIMKHEDA,-,Mahi,Mahi,22.8625,74.00027778,1970-01-05 07:00:00,0.0
Wankleshwar Bhey,Gujarat,DOHAD,DHANPUR,-,Mahi,Mahi,22.70083333,73.98611111,1970-04-28 00:00:00,0.0
