SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2021-12-10 16:00:00,3.5
2,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2021-10-17 03:00:00,0.5
3,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2021-10-18 01:00:00,7.5
4,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2021-10-18 02:00:00,1.5
5,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-06 14:00:00,1.5
6,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-06 14:00:00,1.5
7,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-06 15:00:00,0.5
8,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-06 15:00:00,0.5
9,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-06 21:00:00,0.5
10,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-06 21:00:00,0.5
11,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-06 22:00:00,0.5
12,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-06 22:00:00,0.5
13,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-06 23:00:00,0.5
14,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-06 23:00:00,0.5
15,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-12-06 06:00:00,0.5
16,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-12-06 21:00:00,1.0
17,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-16 15:00:00,0.5
18,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-16 16:00:00,1.5
19,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-16 17:00:00,0.5
20,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-19 13:00:00,0.5
21,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-19 15:00:00,0.5
22,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-20 13:00:00,0.5
23,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-20 14:00:00,0.5
24,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-20 15:00:00,0.5
25,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-21 07:00:00,0.5
26,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-21 11:00:00,0.5
27,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-22 14:00:00,0.5
28,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-22 15:00:00,1.0
29,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-22 16:00:00,1.0
30,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-23 01:00:00,0.5
31,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-24 14:00:00,1.0
32,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-24 15:00:00,0.5
33,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-24 16:00:00,0.5
34,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-24 17:00:00,0.5
35,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-26 15:00:00,0.5
36,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-26 16:00:00,0.5
37,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-27 06:00:00,0.5
38,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-28 06:00:00,0.5
39,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-06-30 10:00:00,1.0
40,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-01-07 05:00:00,1.0
41,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-01-07 06:00:00,0.5
42,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-01-07 07:00:00,0.5
43,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-02-07 18:00:00,0.5
44,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-03-07 13:00:00,0.5
45,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-03-07 14:00:00,0.5
46,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-04-07 17:00:00,0.5
47,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-04-07 18:00:00,0.5
48,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-04-07 20:00:00,0.5
49,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-05-07 09:00:00,0.5
50,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-05-07 14:00:00,0.5
51,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-05-07 16:00:00,0.5
52,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-05-07 18:00:00,0.5
53,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-05-07 19:00:00,0.5
54,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-05-07 22:00:00,0.5
55,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-07-07 14:00:00,0.5
56,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-07-07 15:00:00,0.5
57,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-08-07 06:00:00,0.5
58,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-08-07 08:00:00,0.5
59,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-08-07 10:00:00,0.5
60,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-08-07 11:00:00,0.5
61,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-08-07 12:00:00,0.5
62,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-08-07 14:00:00,0.5
63,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-08-07 15:00:00,0.5
64,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-08-07 17:00:00,0.5
65,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-08-07 18:00:00,0.5
66,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-08-07 20:00:00,0.5
67,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-08-07 22:00:00,0.5
68,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-09-07 01:00:00,0.5
69,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-09-07 14:00:00,0.5
70,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-09-07 22:00:00,0.5
71,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 00:00:00,0.5
72,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 08:00:00,0.5
73,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 10:00:00,0.5
74,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 10:00:00,0.5
75,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 12:00:00,0.5
76,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 12:00:00,0.5
77,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 14:00:00,0.5
78,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 14:00:00,0.5
79,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 16:00:00,0.5
80,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 16:00:00,0.5
81,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 18:00:00,0.5
82,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 18:00:00,0.5
83,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 20:00:00,0.5
84,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 20:00:00,0.5
85,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-10-07 23:00:00,0.5
86,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 01:00:00,0.5
87,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 03:00:00,0.5
88,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 05:00:00,0.5
89,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 09:00:00,0.5
90,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 09:00:00,0.5
91,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 12:00:00,0.5
92,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 12:00:00,0.5
93,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 14:00:00,0.5
94,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 14:00:00,0.5
95,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 16:00:00,0.5
96,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 16:00:00,0.5
97,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 18:00:00,0.5
98,Dhadgaon,NCA,27,Maharashtra,486,Nandurbar,Dhadgaon,-,-,Narmada,Narmada,-,-,-,-,21.82,74.22,2022-11-07 18:00:00,0.5
