id,objectid,subdistric,sdcode,district,dtcode,state,stcode,total_hous,total_popu,avg_hh,total_geog,forest_are,area_under,barren_un_,permanent_,land_under,culturable,fallows_la,current_fa,net_area_s,total_unir,area_irrig,canals_are,wells_tube,tanks_lake,waterfall_,shape_leng,shape_area,ds_name,src_agency,State_Name
29,29,Hiramandalam,4783,Srikakulam,519,AP,28,13719.0,50018.0,133.85108529,10055.0,2.0,2589.0,811.0,109.0,144.0,48.0,917.0,908.0,4528.0,3652.0,2700.0,670.0,248.0,1782.0,0.0,96507.52793312041,141197956.78901696,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
3025,3025,Telhara,3988,Akola,467,MH,27,37826.0,172359.0,421.18024054,56529.0,296.0,1175.0,1064.0,1504.0,64.0,345.0,447.0,1270.0,50372.0,7628.0,42746.0,1837.0,5559.0,200.0,0.0,151919.1170161754,587667691.8574456,Administrative Boundary,Survey of India (SOI),Maharashtra
4890,4890,Cheyyur,5711,Chengalpattu,730,TN,33,50475.0,206019.0,484.52309388000003,56562.0,665.0,10599.0,1415.0,2194.0,2532.0,2301.0,4412.0,8237.0,24189.0,4703.0,19490.0,171.0,9569.0,9751.0,0.0,169797.32512520964,553392670.417877,Administrative Boundary,Survey of India (SOI),Tamil Nadu
1715,1715,Sadar Bazar,0434,Central,077,DL,07,25576.0,130188.0,5.090240850000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13293.296698409988,3243670.9251353214,Administrative Boundary,Survey of India (SOI),Delhi
33,33,Lakshminarsupeta,4787,Srikakulam,519,AP,28,7537.0,29107.0,153.40271663000001,6922.0,0.0,1051.0,896.0,143.0,58.0,25.0,58.0,204.0,4485.0,1053.0,3693.0,819.0,43.0,2830.0,0.0,34438.787246207525,58076413.420312226,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
2126,2126,Sangla,0199,Kinnaur,019,HP,02,3065.0,14042.0,197.05609278,128216.0,2769.0,68177.0,11938.0,41199.0,53.0,2250.0,36.0,36.0,1487.0,484.0,1003.0,0.0,0.0,0.0,0.0,273372.81008966366,1404491865.9599967,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
108,108,Pendurthi,4862,Visakhapatanam,520,AP,28,37440.0,146650.0,62.99640522,6379.0,139.0,2152.0,789.0,0.0,790.0,133.0,107.0,849.0,1420.0,1513.0,863.0,0.0,134.0,729.0,0.0,63293.724860191796,131218558.20159008,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
62,62,Bobbili,4816,Vizianagaram,521,AP,28,31566.0,122964.0,152.886115,16794.0,1147.0,2415.0,462.0,111.0,7.0,26.0,9.0,1456.0,11159.0,5277.0,7343.0,3025.0,1488.0,2828.0,1.0,97473.3516074836,198508093.97558683,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
63,63,Salur,4817,Vizianagaram,521,AP,28,26203.0,105389.0,342.34715,31286.0,6243.0,9177.0,1251.0,17.0,172.0,1981.0,408.0,473.0,11555.0,9394.0,3050.0,309.0,578.0,2160.0,0.0,167386.27642494615,424795306.80035174,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
5693,5693,Anupshahr,0748,Bulandshahr,134,UP,09,58068.0,348325.0,750.64042988,38835.0,3020.0,3956.0,184.0,46.0,216.0,289.0,236.0,629.0,30228.0,141.0,30087.0,3437.0,26143.0,0.0,0.0,120738.5100819365,373576147.4899592,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
112,112,Visakhapatnam (Rural),4866,Visakhapatanam,520,AP,28,66573.0,260192.0,3.90837126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68633.84040541397,126107157.64491025,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
3423,3423,Karahal,3384,Sheopur,431,MP,23,23108.0,112019.0,494.83405321,205086.0,123146.0,21871.0,10421.0,11135.0,1393.0,10266.0,1461.0,1461.0,22818.0,12715.0,10102.0,1464.0,5257.0,1442.0,253.0,278547.48973803717,2007148967.3354065,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
5700,5700,Koil,0755,Aligarh,119,UP,09,305209.0,1810181.0,2217.95245575,95797.0,788.0,17377.0,743.0,1003.0,889.0,1883.0,2343.0,2307.0,116115.0,1539.0,115482.0,24019.0,89316.0,253.0,0.0,234930.31628401793,1020420703.00631,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
5701,5701,Iglas,0756,Aligarh,119,UP,09,64298.0,389913.0,1146.33805833,53690.0,72.0,9323.0,1081.0,324.0,191.0,241.0,545.0,897.0,71460.0,134.0,71334.0,7356.0,73189.0,408.0,0.0,161485.5276796423,531226044.5710391,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
5702,5702,Sasni,0757,Hathras,163,UP,09,37760.0,224282.0,680.9313231499999,26496.0,110.0,3283.0,259.0,81.0,12.0,235.0,353.0,404.0,30247.0,15.0,30233.0,1617.0,28615.0,0.0,0.0,104816.05120124093,259299674.84905687,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
208,208,Unguturu,4962,West Godavari,523,AP,28,23080.0,80722.0,58.88891368,20298.0,1226.0,2850.0,350.0,211.0,357.0,0.0,516.0,2819.0,11967.0,4152.0,11151.0,7246.0,3904.0,0.0,0.0,75794.67527537367,194943647.34385964,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
3459,3459,Palera,3420,Tikamgarh,434,MP,23,28742.0,148335.0,495.16627635,50117.0,2715.0,2880.0,3307.0,1354.0,111.0,2706.0,2052.0,2052.0,31338.0,8640.0,22702.0,1253.0,19205.0,763.0,110.0,168521.96739464262,628020277.4648119,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
3460,3460,Baldeogarh,3421,Tikamgarh,434,MP,23,26901.0,123125.0,401.92711293,44640.0,1964.0,3170.0,3215.0,2831.0,43.0,2833.0,4587.0,4587.0,23662.0,3432.0,20230.0,1473.0,16126.0,705.0,266.0,147509.34394479968,428426972.94935906,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
2443,2443,Tonto,2737,West Singhbhum,343,JH,20,12129.0,59918.0,363.84899119,49862.0,13120.0,7243.0,4184.0,384.0,850.0,4017.0,3570.0,3570.0,13086.0,8388.0,2162.0,0.0,243.0,994.0,0.0,186789.03559372877,608693694.3209885,Administrative Boundary,Survey of India (SOI),Jharkhand
2466,2466,Handwara,0002,Kupwara,008,JK,01,14421.0,100269.0,371.41035138,9152.0,35.0,790.0,0.0,0.0,0.0,1194.0,0.0,0.0,7125.0,4566.0,2560.0,2560.0,0.0,0.0,0.0,246662.19381455108,652624182.08568,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
2510,2510,Pahalgam,0053,Anantnag,001,JK,01,11590.0,70692.0,245.50883118000002,5348.0,113.0,899.0,0.0,0.0,0.0,1188.0,0.0,0.0,3142.0,1099.0,2043.0,2043.0,0.0,0.0,0.0,273477.0306946413,1174048035.5216835,Administrative Boundary,Survey of India (SOI),Jammu & Kashmir
4867,4867,Ravong,1552,Namchi,227,SK,11,9646.0,47955.0,240.2567058,46308.0,11840.0,0.0,603.0,0.0,4178.0,0.0,0.0,0.0,8993.0,9928.0,1062.0,1062.0,0.0,0.0,0.0,109063.58784365583,418157415.72836214,Administrative Boundary,Survey of India (SOI),Sikkim
3477,3477,Gunnor,3438,Panna,420,MP,23,29621.0,133513.0,663.3412867799999,56763.0,522.0,5073.0,957.0,608.0,226.0,3160.0,1682.0,1682.0,42749.0,28514.0,14239.0,282.0,10483.0,290.0,14.0,178144.67496720114,565543552.3626091,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
3478,3478,Amanganj,3439,Panna,420,MP,23,25788.0,114702.0,500.295799,59196.0,428.0,6085.0,2952.0,1684.0,129.0,6581.0,2071.0,2071.0,38052.0,22902.0,15161.0,1098.0,7309.0,216.0,61.0,181299.94982022318,685804305.5712427,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
721,721,Kaying EAC,1627,Siang,679,AR,12,771.0,5094.0,79.18745097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95175.4438255576,249227448.53791806,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
4323,4323,Tikabali,3115,Kandhamal,359,OD,21,12289.0,48709.0,612.94334393,25662.0,7536.0,2050.0,3460.0,1345.0,245.0,717.0,93.0,1718.0,8476.0,8024.0,452.0,431.0,0.0,0.0,0.0,137333.47556640982,332300800.3717376,Administrative Boundary,Survey of India (SOI),Odisha
5726,5726,Sahaswan,0781,Budaun,133,UP,09,66185.0,389829.0,1382.46639454,63250.0,1900.0,6195.0,120.0,191.0,1234.0,690.0,1927.0,1124.0,49833.0,2421.0,47411.0,0.0,2646.0,0.0,2550.0,150927.57611069517,616098681.5501028,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
723,723,Rumgong ADC,1630,Siang,679,AR,12,533.0,3144.0,50.26787797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62086.47405496492,205490501.5980158,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
5728,5728,Dataganj,0783,Budaun,133,UP,09,117114.0,687921.0,2346.72794393,95872.0,888.0,7902.0,2812.0,500.0,3865.0,1078.0,2148.0,2232.0,75191.0,5079.0,74976.0,1269.0,24413.0,790.0,9797.0,245695.05901841263,1032734538.8889678,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
4328,4328,Nuagaon,3120,Kandhamal,359,OD,21,4711.0,19364.0,263.73198878,16914.0,10941.0,561.0,465.0,383.0,2.0,798.0,133.0,469.0,3149.0,3063.0,87.0,81.0,0.0,0.0,6.0,115561.65524210794,252736419.48258355,Administrative Boundary,Survey of India (SOI),Odisha
4329,4329,Tumudibandha,3121,Kandhamal,359,OD,21,6469.0,28538.0,415.70055546,16293.0,10868.0,904.0,344.0,404.0,49.0,535.0,116.0,47.0,3010.0,2864.0,145.0,145.0,0.0,0.0,0.0,136749.58216405121,354354952.48899114,Administrative Boundary,Survey of India (SOI),Odisha
725,725,Yomcha ADC,1633,West Siang,243,AR,12,399.0,2315.0,90.33211679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53931.83138430434,98650494.48371926,Administrative Boundary,Survey of India (SOI),Arunanchal Pradesh
3522,3522,Chandia,3483,Umaria,436,MP,23,14453.0,67069.0,293.56942373,34251.0,12128.0,1466.0,372.0,2302.0,3.0,3040.0,2134.0,2134.0,9886.0,6018.0,3872.0,473.0,2571.0,47.0,0.0,125508.02966331974,380525096.2867071,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
3523,3523,Manpur,3484,Umaria,436,MP,23,52392.0,228975.0,940.34757966,192016.0,106619.0,10975.0,3091.0,9882.0,404.0,12925.0,6461.0,6461.0,34279.0,24029.0,10255.0,836.0,5798.0,432.0,53.0,268741.86652185145,1925807325.8783233,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
3524,3524,Pali,3485,Umaria,436,MP,23,24503.0,107659.0,445.196851,83982.0,55018.0,3494.0,1104.0,931.0,82.0,4484.0,1936.0,1936.0,14584.0,13116.0,1466.0,89.0,281.0,89.0,198.0,198638.98423901194,870146855.9405711,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
3557,3557,Agar,3518,Agar Malwa,667,MP,23,36380.0,173335.0,637.63631093,67603.0,2092.0,6164.0,7309.0,3834.0,393.0,3005.0,2403.0,2403.0,41248.0,20642.0,20611.0,2728.0,15639.0,870.0,0.0,164121.6548042752,704033349.6813478,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
3558,3558,Shajapur,3519,Shajapur,430,MP,23,50030.0,251782.0,712.30453596,70490.0,124.0,8135.0,4652.0,4134.0,139.0,2744.0,656.0,656.0,49782.0,25714.0,24066.0,1422.0,18428.0,1312.0,52.0,163749.5501187027,693081336.8283569,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
3599,3599,Niwali,3560,Barwani,393,MP,23,18942.0,112639.0,412.04665024,38551.0,6230.0,1774.0,4370.0,888.0,951.0,725.0,448.0,448.0,22878.0,18716.0,4159.0,256.0,2910.0,151.0,10.0,126739.02693024781,390843357.1550056,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
3600,3600,Sendhwa,3561,Barwani,393,MP,23,37027.0,231318.0,511.51123684,53107.0,6749.0,1796.0,4096.0,1490.0,312.0,2029.0,583.0,406.0,35434.0,28779.0,6662.0,110.0,4258.0,116.0,66.0,195955.39072180484,634242618.0324477,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
5730,5730,Meerganj,0785,Bareilly,130,UP,09,81556.0,491330.0,1318.2687694200001,51608.0,35.0,7147.0,1448.0,111.0,535.0,299.0,687.0,865.0,40451.0,1497.0,38959.0,1517.0,18545.0,140.0,505.0,175768.66476140192,504758693.3920994,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
3675,3675,Narsimhapur,3636,Narsinghpur,418,MP,23,50247.0,219323.0,869.53618055,82730.0,15258.0,4193.0,555.0,6034.0,151.0,2913.0,1867.0,1867.0,50392.0,18261.0,32128.0,718.0,25859.0,504.0,81.0,281876.3524195118,1156192977.312176,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
3676,3676,Kareli,3637,Narsinghpur,418,MP,23,37123.0,160160.0,610.9026887800001,62003.0,12839.0,2324.0,183.0,3032.0,23.0,1846.0,1054.0,1054.0,39162.0,17726.0,21433.0,393.0,19815.0,648.0,0.0,186806.8585675757,646252053.5974641,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
5748,5748,Misrikh,0803,Sitapur,183,UP,09,171122.0,926201.0,3163.54464904,139538.0,3760.0,8854.0,2311.0,282.0,3593.0,2336.0,2670.0,3580.0,139040.0,18211.0,127547.0,25406.0,58351.0,5253.0,4073.0,287024.04001893546,1359206145.6472392,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
5749,5749,Sitapur,0804,Sitapur,183,UP,09,159194.0,889474.0,2272.26456998,88483.0,474.0,6352.0,2077.0,2109.0,3646.0,1871.0,3677.0,3256.0,65208.0,9148.0,62621.0,11147.0,26064.0,2485.0,528.0,183172.68111109812,812440422.8469259,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
273,273,Vuyyuru,5027,Krishna,510,AP,28,21682.0,76703.0,40.20355549,10318.0,0.0,2845.0,0.0,17.0,54.0,186.0,77.0,156.0,6976.0,204.0,7006.0,6089.0,918.0,0.0,0.0,48345.19089344436,83532273.93026015,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
4360,4360,Titlagarh,3152,Balangir,345,OD,21,41736.0,162859.0,573.0570391900001,38709.0,4845.0,9620.0,292.0,2224.0,168.0,199.0,66.0,771.0,20509.0,19333.0,1181.0,1123.0,14.0,18.0,0.0,126206.18020568223,521339119.3345069,Administrative Boundary,Survey of India (SOI),Odisha
3735,3735,Pushparajgarh,3696,Anuppur,390,MP,23,52979.0,230005.0,1174.9987760800002,165221.0,27906.0,10750.0,14460.0,5049.0,485.0,7993.0,10833.0,10833.0,73663.0,72918.0,746.0,605.0,32.0,5.0,4.0,329527.134169634,1706082882.6131432,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
3736,3736,Rampur Naikin,3697,Sidhi,433,MP,23,44366.0,206392.0,666.4020918800001,48667.0,759.0,4754.0,813.0,1144.0,50.0,3583.0,2534.0,2534.0,32295.0,24382.0,7914.0,2615.0,4525.0,75.0,0.0,144375.07201219772,649772357.6824102,Administrative Boundary,Survey of India (SOI),Madhya Pradesh
5757,5757,Bilgram,0812,Hardoi,150,UP,09,113287.0,665752.0,1861.51131038,93513.0,1719.0,7480.0,1348.0,427.0,2055.0,1706.0,3790.0,4214.0,70066.0,3808.0,66034.0,5139.0,37798.0,992.0,1149.0,225704.42635572754,924648106.7133266,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
357,357,Janakavarampanguluru,5111,Prakasam,517,AP,28,12583.0,45186.0,54.23756073,16882.0,0.0,1521.0,711.0,243.0,0.0,303.0,907.0,1338.0,11864.0,10523.0,3583.0,2657.0,816.0,109.0,0.0,69003.51343386382,169120863.44240585,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
295,295,Bellamkonda,5049,Guntur,506,AP,28,9568.0,38455.0,51.098450199999995,10873.0,691.0,893.0,708.0,386.0,1309.0,453.0,288.0,368.0,5775.0,3975.0,2457.0,1787.0,471.0,13.0,0.0,157481.72880933937,361434263.7630679,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
296,296,Atchampet,5050,Guntur,506,AP,28,15068.0,58447.0,71.03260857000001,19117.0,2098.0,3166.0,239.0,179.0,107.0,805.0,607.0,1592.0,10321.0,8816.0,3702.0,1797.0,1399.0,506.0,0.0,139382.24284344786,190389038.84675857,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
2684,2684,Muddebihal,5453,Vijayapura,530,KA,29,32937.0,179332.0,564.9772049300001,91965.0,0.0,1907.0,3816.0,475.0,208.0,1529.0,83.0,59.0,81569.0,73091.0,8471.0,718.0,7494.0,148.0,0.0,152122.40787844287,905506080.6273319,Administrative Boundary,Survey of India (SOI),Karnataka
5417,5417,Alampur,4612,Jogulamba Gadwal,695,TS,36,10364.0,44882.0,87.24873119,27121.0,0.0,7201.0,2262.0,273.0,20.0,0.0,1243.0,3988.0,12135.0,15642.0,1725.0,518.0,1198.0,9.0,0.0,97183.39672376473,267595096.75783592,Administrative Boundary,Survey of India (SOI),Telangana
371,371,Chinaganjam,5125,Prakasam,517,AP,28,11718.0,42468.0,24.66510869,12090.0,567.0,3103.0,375.0,0.0,323.0,607.0,100.0,1370.0,5645.0,4543.0,2572.0,2452.0,120.0,0.0,0.0,76774.02319435836,171665747.95770326,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
2056,2056,Sarkaghat,0129,Mandi,022,HP,02,15655.0,63492.0,732.29357668,13128.0,762.0,861.0,1661.0,2549.0,341.0,788.0,236.0,236.0,5887.0,4754.0,1133.0,0.0,0.0,0.0,0.0,81837.25519134261,127731324.74680711,Administrative Boundary,Survey of India (SOI),Himachal Pradesh
2762,2762,Mudigere,5531,Chikkamagaluru,532,KA,29,31934.0,128134.0,552.67488579,111709.0,37604.0,3187.0,2140.0,15116.0,1314.0,1985.0,1486.0,3170.0,45231.0,36350.0,8868.0,301.0,281.0,1098.0,308.0,250489.3323437664,1119270366.8663492,Administrative Boundary,Survey of India (SOI),Karnataka
2763,2763,Chiknayakanhalli,5532,Tumakuru,548,KA,29,52612.0,212130.0,897.66267793,110141.0,8303.0,5226.0,7639.0,10740.0,4375.0,4933.0,1301.0,3415.0,61265.0,46478.0,14768.0,65.0,14601.0,104.0,0.0,187319.7345554632,1129595409.624173,Administrative Boundary,Survey of India (SOI),Karnataka
2764,2764,Sira,5533,Tumakuru,548,KA,29,70754.0,313758.0,1031.77505678,153804.0,7410.0,7764.0,8382.0,7460.0,2518.0,10015.0,3837.0,13957.0,84632.0,64674.0,19948.0,615.0,16061.0,3125.0,2.0,246373.54429145905,1538901747.5578644,Administrative Boundary,Survey of India (SOI),Karnataka
1137,1137,Kochadhamin,1126,Kishanganj,203,BR,10,57037.0,292124.0,741.1135232500001,28694.0,0.0,3160.0,172.0,480.0,949.0,174.0,374.0,374.0,22525.0,14070.0,8437.0,128.0,7857.0,209.0,0.0,118751.08721761908,276304680.5196567,Administrative Boundary,Survey of India (SOI),Bihar
1138,1138,Kishanganj,1127,Kishanganj,203,BR,10,47256.0,241134.0,350.64543159,15087.0,17.0,1821.0,701.0,108.0,540.0,430.0,542.0,542.0,10423.0,6639.0,3783.0,13.0,2465.0,250.0,143.0,137488.6642074888,177333949.8740946,Administrative Boundary,Survey of India (SOI),Bihar
1139,1139,Banmankhi,1128,Purnia,214,BR,10,68521.0,351415.0,413.90813023,34868.0,18.0,3824.0,541.0,649.0,1141.0,768.0,240.0,240.0,27167.0,11301.0,15863.0,5990.0,4284.0,303.0,2.0,124354.94686623372,358403559.4588998,Administrative Boundary,Survey of India (SOI),Bihar
1140,1140,Barhara,1129,Purnia,214,BR,10,41159.0,209000.0,261.04153606,22971.0,100.0,2201.0,435.0,336.0,463.0,340.0,665.0,665.0,18234.0,7681.0,10552.0,3762.0,3120.0,318.0,150.0,97602.73501151512,223957604.44246125,Administrative Boundary,Survey of India (SOI),Bihar
1141,1141,Bhawanipur,1130,Purnia,214,BR,10,30772.0,161720.0,349.78227128,16065.0,150.0,615.0,210.0,463.0,325.0,199.0,58.0,58.0,14045.0,3884.0,10161.0,5817.0,2231.0,138.0,126.0,105988.08196082585,157819915.32013813,Administrative Boundary,Survey of India (SOI),Bihar
339,339,Bapatla,5093,Guntur,506,AP,28,38605.0,143825.0,67.5811977,23391.0,0.0,7786.0,575.0,0.0,1641.0,656.0,902.0,302.0,11529.0,1130.0,11603.0,10446.0,1157.0,0.0,0.0,103549.69680300381,242445844.73877737,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
1151,1151,Baisi,1140,Purnia,214,BR,10,45092.0,227706.0,571.24839406,20460.0,0.0,1969.0,314.0,1123.0,683.0,391.0,107.0,107.0,15802.0,3890.0,11903.0,7272.0,2216.0,55.0,0.0,106265.161953829,202847720.37399524,Administrative Boundary,Survey of India (SOI),Bihar
436,436,Chillakur,5190,Spsr Nellore,515,AP,28,15301.0,53138.0,99.73596418,32325.0,1616.0,9769.0,4421.0,3936.0,149.0,694.0,529.0,3029.0,8183.0,6326.0,5415.0,0.0,1162.0,3924.0,0.0,129592.01658093148,328466412.84435964,Administrative Boundary,Survey of India (SOI),Andhra Pradesh
5779,5779,Kannauj,0834,Kannauj,155,UP,09,77968.0,454463.0,1181.71978872,48377.0,173.0,4517.0,699.0,39.0,550.0,1167.0,802.0,1022.0,39364.0,4067.0,35281.0,1145.0,25402.0,2782.0,0.0,125884.3328600736,466883951.5541678,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
5780,5780,Tirwa,0835,Kannauj,155,UP,09,75311.0,433405.0,952.23182047,74285.0,3467.0,8673.0,1246.0,1054.0,1198.0,3996.0,2224.0,4676.0,47738.0,4472.0,43265.0,14457.0,21123.0,902.0,101.0,187208.7952379565,702327598.5861917,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
5781,5781,Jaswantnagar,0836,Etawah,139,UP,09,38138.0,214678.0,558.59986753,28153.0,746.0,2159.0,432.0,67.0,414.0,1027.0,584.0,539.0,22159.0,2420.0,19739.0,5811.0,11742.0,173.0,0.0,104500.30694432168,278125066.8585031,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
1269,1269,Chapra,1258,Saran,218,BR,10,69301.0,442639.0,605.23161153,16582.0,27.0,856.0,132.0,172.0,310.0,107.0,88.0,88.0,14658.0,2815.0,11847.0,450.0,10563.0,678.0,55.0,106017.62028023804,186306244.11758062,Administrative Boundary,Survey of India (SOI),Bihar
4453,4453,Dasua,0214,Hoshiarpur,033,PB,03,77198.0,360505.0,1815.9561849400002,81809.0,3100.0,13349.0,2148.0,189.0,669.0,376.0,68.0,0.0,61910.0,7304.0,54604.0,1183.0,53341.0,80.0,0.0,220584.628665946,828248793.5122998,Administrative Boundary,Survey of India (SOI),Punjab
4454,4454,Mukerian,0215,Hoshiarpur,033,PB,03,70410.0,335063.0,1473.4983786999999,62283.0,2780.0,10436.0,7181.0,9.0,185.0,61.0,2.0,5.0,41624.0,8135.0,33489.0,9053.0,24270.0,166.0,0.0,166331.1160731375,619519401.2945639,Administrative Boundary,Survey of India (SOI),Punjab
1279,1279,Vaishali,1268,Vaishali,224,BR,10,34704.0,187486.0,626.66815146,12678.0,29.0,1906.0,84.0,40.0,646.0,421.0,625.0,625.0,8901.0,2692.0,6204.0,896.0,4879.0,98.0,0.0,63633.835044739884,122371937.3807787,Administrative Boundary,Survey of India (SOI),Bihar
4464,4464,Khanna,0225,Ludhiana,036,PB,03,44917.0,222297.0,343.56259777,20013.0,135.0,2454.0,172.0,0.0,0.0,140.0,20.0,0.0,16925.0,0.0,16925.0,356.0,16521.0,48.0,0.0,122079.51852022397,208250041.52921757,Administrative Boundary,Survey of India (SOI),Punjab
4465,4465,Payal,0226,Ludhiana,036,PB,03,41643.0,213545.0,559.9771382499999,42277.0,152.0,4212.0,104.0,0.0,7.0,0.0,1.0,0.0,36004.0,186.0,35818.0,413.0,35147.0,258.0,0.0,144975.62896753644,437931200.41177374,Administrative Boundary,Survey of India (SOI),Punjab
4466,4466,Ludhiana (East),0227,Ludhiana,036,PB,03,407387.0,1934225.0,935.23804479,55450.0,979.0,8611.0,243.0,13.0,10.0,177.0,0.0,319.0,44992.0,42.0,44950.0,2208.0,42103.0,639.0,0.0,220440.48937428737,687249809.718051,Administrative Boundary,Survey of India (SOI),Punjab
4187,4187,Dharmasala,2979,Jajapur,356,OD,21,35054.0,164969.0,859.63760089,17756.0,556.0,2508.0,2035.0,846.0,139.0,545.0,114.0,397.0,10612.0,7677.0,2938.0,2876.0,32.0,0.0,0.0,90706.08264073225,174916210.81522453,Administrative Boundary,Survey of India (SOI),Odisha
4188,4188,Jenapur,2980,Jajapur,356,OD,21,18713.0,87741.0,375.98490381,13644.0,722.0,2885.0,2862.0,329.0,139.0,144.0,62.0,256.0,6245.0,5639.0,608.0,599.0,0.0,0.0,0.0,69197.18236564132,151678216.6290435,Administrative Boundary,Survey of India (SOI),Odisha
5794,5794,Kanpur,0849,Kanpur Nagar,157,UP,09,616445.0,3258451.0,819.4350955199999,42556.0,551.0,3582.0,1506.0,1233.0,695.0,875.0,1154.0,2847.0,30100.0,5173.0,24914.0,7380.0,15854.0,43.0,0.0,212057.11343280182,700306358.133498,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
5795,5795,Ghatampur,0850,Kanpur Nagar,157,UP,09,86098.0,450316.0,1122.19502903,83198.0,525.0,7210.0,2199.0,668.0,1521.0,956.0,2263.0,3210.0,65015.0,27296.0,37308.0,9055.0,25976.0,60.0,299.0,188391.2596392279,839337330.2034702,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
5796,5796,Madhogarh,0851,Jalaun,151,UP,09,56728.0,338320.0,1347.92407694,80964.0,3914.0,7080.0,1212.0,298.0,1605.0,1563.0,1756.0,4036.0,59519.0,16817.0,42285.0,26957.0,10345.0,16.0,264.0,204355.94221196996,796786465.5619745,Administrative Boundary,Survey of India (SOI),Uttar Pradesh
4568,4568,Thanagazi,0501,Alwar,087,RJ,08,28068.0,164808.0,803.35284377,89401.0,45183.0,7133.0,9595.0,4459.0,36.0,1997.0,2625.0,1577.0,16797.0,9241.0,7556.0,220.0,7336.0,0.0,0.0,194991.41461461334,668712268.5254874,Administrative Boundary,Survey of India (SOI),Rajasthan
5002,5002,Manamelkudi,5827,Pudukkottai,582,TN,33,20228.0,86672.0,284.34065866,24195.0,193.0,10433.0,59.0,130.0,67.0,174.0,1304.0,517.0,11309.0,2573.0,8737.0,2413.0,73.0,6251.0,0.0,107744.89841102166,252797072.52682206,Administrative Boundary,Survey of India (SOI),Tamil Nadu
4576,4576,Nadbai,0509,Bharatpur,091,RJ,08,35799.0,215136.0,729.2164033,43006.0,38.0,2390.0,57.0,151.0,21.0,6.0,912.0,476.0,38950.0,11445.0,27503.0,208.0,26785.0,510.0,0.0,132568.46547098042,422270582.9814821,Administrative Boundary,Survey of India (SOI),Rajasthan
