Phase,State_Name,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_,waterbod_1,waterbod_2,Ownership,waterbod_3,waterbod_4,reason_not,waterbod_5,Rural_Urban,Water_Spread_Area,Storage_Capacity,constructi,renovation,data_colle,waterbod_6,wbid,apr24,nov23,apr23,nov22,apr22,nov21,apr21,nov20,apr20,photo,shape_le_1,Dataset_Name
Phase 2,Tripura,South Tripura,Belonia,Siddhinagar,TR20STR0024,23.14536999,91.36351337,Minor rivers draining into Myanmar and Bangladesh,Muhury and Others,Muhury,Lakes/Pond,6.02757703,60275.770332125314,5695.598314064452,,NWIC,24,24,32458.0,16,271,6687,272261,20,20,MHO,MHO,WS20MHO003,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,5695.598314064452,District Water Body Atlas
Phase 2,Tripura,South Tripura,Belonia,Dakshin Bharatchandranagar,TR20STR0023,23.260368120000003,91.47748463,Minor rivers draining into Myanmar and Bangladesh,Muhury and Others,Muhury,Lakes/Pond,1.32057958,13205.795808980463,523.1411425074119,,NWIC,23,23,32433.0,16,271,6687,272283,20,20,MHO,MHO,WS20MHO003,,01,,,,,,,,0.0,0.0,,,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0,523.1411425074119,District Water Body Atlas
Phase 2,Tripura,South Tripura,Santirbazar,Purba Muhuripur,TR20STR0031,23.21230726,91.58445475,Minor rivers draining into Myanmar and Bangladesh,Muhury and Others,Muhury,Lakes/Pond,1.47156895,14715.689515934557,510.30320578176776,,NWIC,31,31,32578.0,16,271,6683,272333,20,20,MHO,MHO,WS20MHO002,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,510.30320578176776,District Water Body Atlas
Phase 2,Tripura,South Tripura,Belonia,Joychandrapur,TR20STR0035,23.27373336,91.38751316,Minor rivers draining into Myanmar and Bangladesh,Muhury and Others,Muhury,Lakes/Pond,3.26117241,32611.72412333708,813.0555150192932,,NWIC,35,35,32910.0,16,271,6687,272273,20,20,MHO,MHO,WS20MHO003,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,813.0555150192932,District Water Body Atlas
Phase 2,Tripura,North Tripura,Kanchanpur,Tuichhama,TR2CNTR0055,23.94260863,92.19983074,Barak and others,Naoch chara and others,Deo,Lakes/Pond,1.1849541,11849.541016441115,437.59719573572875,,NWIC,96,96,77994.0,16,270,6685,272726,2C,2C,NAO,NAO,WS2CNAO001,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,437.59719573572875,District Water Body Atlas
Phase 2,Tripura,Dhalai,Gandacherra,Laxmipur,TR2CDHL0041,23.58786509,91.81853224,Barak and others,Naoch chara and others,Serma,Tank,1.20197812,12019.781209564348,461.01040969370115,Laxmipur,NWIC,347,347,78245.0,16,269,6686,272548,2C,2C,NAO,NAO,WS2CNAO008,,03,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,461.01040969370115,District Water Body Atlas
Phase 2,Tripura,Dhalai,Kamalpur,Srirampur,TR2CDHL0046,24.14338712,91.78722621,Barak and others,Naoch chara and others,Dolai,Lakes/Pond,1.49744951,14974.495131722411,696.642051733941,Srirampur,NWIC,352,352,78250.0,16,269,6681,272442,2C,2C,NAO,NAO,WS2CNAO005,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,Yes,0,696.642051733941,District Water Body Atlas
Phase 2,Tripura,Dhalai,Kamalpur,Mohanpur,TR2CDHL0065,24.211335830000003,91.8328721,Barak and others,Naoch chara and others,Dolai,Tank,2.63303589,26330.35891393322,694.0434583393878,,NWIC,371,371,78269.0,16,269,6681,272424,2C,2C,NAO,NAO,WS2CNAO005,,03,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,694.0434583393878,District Water Body Atlas
Phase 2,Tripura,Dhalai,Kamalpur,Manik Bhandar,TR2CDHL0067,24.15340184,91.79823533999999,Barak and others,Naoch chara and others,Dolai,Lakes/Pond,1.19999679,11999.967856575808,436.57579278347487,,NWIC,373,373,78271.0,16,269,6681,272441,2C,2C,NAO,NAO,WS2CNAO005,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,436.57579278347487,District Water Body Atlas
Phase 2,Tripura,Dhalai,Ambassa,Ambassa Np,TR2CDHL0081,23.94049771,91.84404257,Barak and others,Naoch chara and others,Dolai,Lakes/Pond,1.39003464,13900.346383793338,461.82230023375433,,NWIC,387,387,78285.0,16,269,6697,249802,2C,2C,NAO,NAO,WS2CNAO005,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,461.82230023375433,District Water Body Atlas
