Station,District,River,Basin,Latitude,Longitude,Acquisition_Time,River_Discharge_m3sec
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-16,510.36
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-16,1188.29
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-16,28009.44
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-16,6763.84
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-17,525.82
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-17,1134.5
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-17,17120.44
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-17,8294.5
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-18,876.95
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-18,1117.56
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-18,12206.31
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-18,8958.8
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-19,1116.61
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-19,1126.44
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-19,10499.09
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-19,9985.49
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-20,1126.16
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-20,1105.07
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-20,9285.36
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-20,10532.61
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-21,1257.58
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-21,1217.95
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-21,9214.94
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-21,10479.92
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-22,1517.04
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-22,1152.58
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-22,9152.13
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-22,10266.43
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-23,1780.28
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-23,1421.51
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-23,8932.63
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-23,10152.32
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-24,1609.11
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-24,1795.43
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-24,8662.64
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-24,10101.79
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-25,1450.47
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-25,1825.87
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-25,8508.7
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-25,10301.85
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-26,1506.89
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-26,2168.07
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-26,7947.93
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-26,10886.44
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-27,1340.04
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-27,2236.57
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-27,8021.75
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-27,11247.04
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-28,1612.79
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-28,2385.47
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-28,8538.29
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-28,11001.97
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-29,1594.6
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-29,2425.38
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-29,8542.72
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-29,10547.49
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-06-30,1544.5
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-30,2555.01
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-30,8326.7
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-09-30,10024.42
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-07-31,4130.24
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2021-08-31,8276.91
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-01,1573.46
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-01,5903.3
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-01,8132.78
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-01,9676.39
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-02,1749.04
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-02,8024.69
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-02,7907.08
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-02,9787.43
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-03,1726.11
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-03,9939.7
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-03,7660.56
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-03,9567.59
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-04,1676.23
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-04,10293.03
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-04,7396.9
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-04,9324.06
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-05,1062.25
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-05,10415.13
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-05,7360.1
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-05,9258.65
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-06,1050.51
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-06,11190.32
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-06,7331.4
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-06,9193.52
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-07,901.21
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-07,15105.17
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-07,7346.42
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-07,9054.84
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-08,1003.3
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-08,18139.56
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-08,7493.59
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-08,8863.08
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-09,1051.32
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-09,23059.18
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-09,7761.15
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-09,8506.31
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-10,1332.39
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-10,25892.27
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-10,8182.77
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-10,8354.52
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-11,1266.78
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-11,27190.53
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-11,8134.09
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-11,8220.03
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-12,1167.84
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-12,29536.03
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-12,8107.93
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-12,8012.31
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-13,1121.48
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-13,30102.77
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-13,7528.11
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-13,7584.94
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-14,1151.51
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-14,30195.28
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-14,6977.91
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-14,7341.57
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-15,521.36
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-15,1101.95
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-15,29362.43
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-15,6836.95
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-10-15,7074.65
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-16,510.36
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-16,1188.29
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-16,28009.44
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-16,6763.84
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-17,525.82
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-17,1134.5
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-17,17120.44
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-17,8294.5
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-18,876.95
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-18,1117.56
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-18,12206.31
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-18,8958.8
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-19,1116.61
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-19,1126.44
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-19,10499.09
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-19,9985.49
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-20,1126.16
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-20,1105.07
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-20,9285.36
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-20,10532.61
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-21,1257.58
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-21,1217.95
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-21,9214.94
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-21,10479.92
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-22,1517.04
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-22,1152.58
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-22,9152.13
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-22,10266.43
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-23,1780.28
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-23,1421.51
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-23,8932.63
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-23,10152.32
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-24,1609.11
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-24,1795.43
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-24,8662.64
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-24,10101.79
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-25,1450.47
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-25,1825.87
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-25,8508.7
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-25,10301.85
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-26,1506.89
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-26,2168.07
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-26,7947.93
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-26,10886.44
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-27,1340.04
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-27,2236.57
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-27,8021.75
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-27,11247.04
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-28,1612.79
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-28,2385.47
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-28,8538.29
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-28,11001.97
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-29,1594.6
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-29,2425.38
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-29,8542.72
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-29,10547.49
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-06-30,1544.5
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-30,2555.01
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-30,8326.7
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-09-30,10024.42
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-07-31,4130.24
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2022-08-31,8276.91
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-01,3316.74
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-01,4156.27
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-01,4267.79
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-02,3391.64
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-02,3977.07
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-02,4023.84
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-03,3677.65
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-03,3861.51
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-03,3888.61
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-04,2161.89
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-04,3846.61
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-04,3579.56
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-04,3940.28
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-05,2215.21
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-05,4344.38
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-05,3237.82
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-05,4149.53
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-06,2539.82
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-06,4496.99
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-06,2973.95
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-06,4415.68
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-07,2847.4
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-07,4789.7
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-07,2683.06
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-07,4218.73
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-08,2803.56
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-08,6691.3
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-08,2630.72
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-08,4022.7
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-09,2320.01
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-09,7038.83
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-09,2542.06
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-09,3756.88
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-10,2261.97
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-10,6916.13
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-10,2449.58
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-10,3728.81
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-11,2290.08
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-11,6064.54
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-11,2314.22
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-11,3327.04
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-12,2035.97
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-12,5115.93
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-12,2306.68
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-12,2306.68
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-13,2066.07
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-13,4796.53
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-13,2260.23
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-13,2448.49
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-14,2121.67
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-14,4324.15
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-14,2242.74
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-14,2268.89
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-15,2255.76
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-15,4066.19
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-15,2654.37
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-15,2117.86
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-16,2480.55
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-16,3806.17
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-16,3183.96
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-16,2075.32
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-17,2567.71
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-17,3674.08
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-17,3534.95
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-17,1925.61
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-18,2710.54
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-18,3342.13
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-18,3781.2
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-18,1899.0
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-19,2648.91
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-19,3217.66
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-19,4252.49
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-19,1830.91
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-20,2805.91
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-20,3193.93
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-20,4564.57
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-20,1817.32
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-21,2848.67
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-21,3043.22
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-21,4970.34
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-21,1806.95
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-22,2741.34
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-22,3012.98
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-22,5384.2
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-22,1794.13
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-23,2913.85
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-23,2939.69
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-23,5532.96
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-23,1659.42
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-24,3119.2
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-24,3153.69
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-24,5484.67
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-24,1591.94
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-25,3587.02
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-25,3343.31
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-25,5404.8
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-25,1577.91
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-26,3721.71
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-26,3641.49
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-26,5222.06
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-26,1514.97
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-27,3891.81
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-27,3895.21
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-27,3895.21
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-27,1491.57
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-28,3721.5
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-28,4110.11
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-28,5462.37
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-28,1416.62
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-29,3559.83
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-29,4170.61
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-29,5145.99
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-29,1388.12
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-30,3502.75
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-30,4231.87
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-09-30,4607.85
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-30,1339.82
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-07-31,3474.65
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-08-31,4263.75
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2023-10-31,1296.83
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-01,3280.66
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-01,11403.34
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-01,9830.88
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-02,3400.71
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-02,10913.29
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-02,9790.1
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-03,3448.8
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-03,10353.16
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-03,9500.92
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-04,3410.95
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-04,9931.73
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-04,9416.06
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-05,3973.91
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-05,9153.86
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-05,9094.51
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-06,6959.14
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-06,8818.33
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-06,8831.49
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-07,8998.73
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-07,8666.3
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-07,8786.33
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-08,12816.62
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-08,8059.6
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-08,8705.6
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-09,13778.1
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-09,7787.66
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-09,7738.48
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-10,13430.3
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-10,7486.45
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-10,7458.72
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-11,12683.24
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-11,7429.71
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-11,6991.53
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-07-12,6991.53
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-12,12112.82
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-12,7069.22
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-12,6456.79
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-07-13,1715.39
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-13,10016.15
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-13,7321.27
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-10-13,5970.16
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-07-14,1793.08
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-08-14,9775.13
BUXAR,BUXAR,Ganga,,25.57972,83.97722,2024-09-14,8993.94
