Station,State,District,Tehsil,Block,River,Basin,Latitude,Longitude,Acquisition_Time,River_Discharge_m3sec
Betawada,Gujarat,KHEDA,KAPADVANJ,-,-,Sabarmati,23.08555556,73.05555556,1970-03-21 00:00:00,0.0
Bhempoda,Gujarat,ARAVALLI,Malpur,-,Sabarmati,Sabarmati,23.31888889,73.40555556,1970-04-28 14:00:00,0.0
Bhempoda,Gujarat,ARAVALLI,Malpur,-,Sabarmati,Sabarmati,23.31888889,73.40555556,1970-10-08 13:00:00,0.0
Bilodra,Gujarat,KHEDA,NADIAD,-,-,Sabarmati,22.73666667,72.87777778,1970-01-17 00:00:00,0.0
Bilodra,Gujarat,KHEDA,NADIAD,-,-,Sabarmati,22.73666667,72.87777778,1973-09-07 11:00:00,0.0
Dabha,Gujarat,ARAVALLI,Bayad,-,Sabarmati,Sabarmati,23.215,73.09916667,1970-10-08 13:00:00,0.0
Dabha,Gujarat,ARAVALLI,Bayad,-,Sabarmati,Sabarmati,23.215,73.09916667,1972-03-04 21:00:00,0.0
Dabha,Gujarat,ARAVALLI,Bayad,-,Sabarmati,Sabarmati,23.215,73.09916667,1982-03-12 11:00:00,0.0
Dakor,Gujarat,KHEDA,THASRA,-,-,Sabarmati,22.74777778,73.15027778,1970-11-09 00:00:00,0.0
Dharoi,Gujarat,MAHESANA,KHERALU,-,Sabarmati,Sabarmati,24.00444444,72.85388889,1970-10-03 15:00:00,0.0
Dharoi,Gujarat,MAHESANA,KHERALU,-,Sabarmati,Sabarmati,24.00444444,72.85388889,1970-10-09 17:00:00,0.0
Ganapipali,Gujarat,BANASKANTHA,DANTA,-,-,Sabarmati,24.29361111,72.94555556,1970-10-31 08:00:00,0.0
Ganapipali,Gujarat,BANASKANTHA,DANTA,-,-,Sabarmati,24.29361111,72.94555556,1970-11-29 00:00:00,0.0
Goma,Gujarat,BOTAD,Botad,-,Sabarmati,Sabarmati,22.23472222,71.51305556,1970-10-08 20:00:00,0.0
Hathmati   Bhiloda,Gujarat,ARAVALLI,Bhiloda,-,Sabarmati,Sabarmati,23.76416667,73.25611111,1970-10-05 00:00:00,0.0
Khandiol (Guhai) dam,Gujarat,SABARKANTHA,IDAR,-,Sabarmati,Sabarmati,23.69972222,73.05166667,1973-07-09 16:00:00,0.0
