SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry Quadridaily (meter)
1,THIRVETTAKUDY_1,CGWB,34,Puducherry,598,Karaikal,-,-,-,-,-,-,-,-,-,10.994158,79.851467,,2000-01-01 00:00:00,-4.14
2,THIRVETTAKUDY_1,CGWB,34,Puducherry,598,Karaikal,-,-,-,-,-,-,-,-,-,10.994158,79.851467,,2000-01-01 06:00:00,-4.14
