Phase,State_Name,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_,waterbod_1,waterbod_2,Ownership,waterbod_3,waterbod_4,reason_not,waterbod_5,Rural_Urban,Water_Spread_Area,Storage_Capacity,constructi,renovation,data_colle,waterbod_6,wbid,apr24,nov23,apr23,nov22,apr22,nov21,apr21,nov20,apr20,photo,shape_le_1,Dataset_Name
Phase 2,Karnataka,Haveri,Hangal,Hirekanagi,KA04HAV0711,14.75457825,75.05186045,Krishna,Tungabhadra Upper,Dharma,Lakes/Pond,2.28226584,22822.65842928408,606.5661052642112,,NWIC,2340,2340,6804.0,29,540,5491,604098,04,04,TUU,TUU,WS04TUU025,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,606.5661052642112,District Water Body Atlas
Phase 2,Karnataka,Chikkamagaluru,Kadur,M Jakkanahalli,KA04CKM0013,13.624139770000001,76.21401651,Krishna,Tungabhadra Lower,Hire Halla,Lakes/Pond,1.41383168,14138.316792160134,495.5994451312286,,NWIC,427,427,4891.0,29,532,5529,609446,04,04,TUL,TUL,WS04TUL005,,01,,,,,,,,0.0,0.0,,,,,,Yes,Yes,No,No,No,No,No,No,No,0,495.5994451312286,District Water Body Atlas
Phase 2,Karnataka,Chikkamagaluru,Kadur,Maradihalli,KA04CKM0640,13.498026379999999,76.01746677,Krishna,Tungabhadra Lower,Hagari Or Vedavati,Lakes/Pond,2.16356879,21635.68793027909,595.3290234565245,,NWIC,5026,5026,10649.0,29,532,5529,609526,04,04,TUL,TUL,WS04TUL003,,01,,,,,,,,0.0,0.0,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,0,595.3290234565245,District Water Body Atlas
Phase 2,Karnataka,Vijayapura,Tikota,Rampur,KA04VJP0101,16.83040054,75.48117367,Krishna,Krishna Upper,Don,Lakes/Pond,1.27856876,12785.687608278577,535.41629948637,Rampur,NWIC,6309,6309,59654.0,29,530,7074,599057,04,04,KRU,KRU,WS04KRU075,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,535.41629948637,District Water Body Atlas
Phase 2,Karnataka,Vijayapura,Tikota,Jalageri,KA04VJP0218,16.94218224,75.61002144,Krishna,Bhima Upper,Yatnal Halla,Reservoir,33.418385040000004,334183.85036200983,5623.224084627868,Jalageri,NWIC,7230,7230,60575.0,29,530,7074,599038,04,04,BHU,BHU,WS04BHU068,,02,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,5623.224084627868,District Water Body Atlas
Phase 2,Karnataka,Chikkaballapura,Sidlaghatta,Gangahalli,KA09CHB1629,13.481915919999999,77.95826544,Pennar,Pennar Upper,Papagni,Lakes/Pond,1.30419971,13041.997119089234,473.7699586528162,Gangahalli,NWIC,7345,7345,60723.0,29,630,5599,624136,09,09,PEU,PEU,WS09PEU048,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,473.7699586528162,District Water Body Atlas
Phase 2,Karnataka,Dharwad,Navalgund,Navalgund,KA04DRW0085,15.53914516,75.33722580999999,Krishna,Krishna Upper,Benni Hala,Lakes/Pond,1.37886912,13788.691236471333,449.89116336728057,,NWIC,332,332,4796.0,29,536,5474,0,04,04,KRU,KRU,WS04KRU066,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,449.89116336728057,District Water Body Atlas
Phase 2,Karnataka,Bidar,Bhalki,Ahmadabad,KA03BDR0061,18.02393032,77.31684182000001,Godavari,Manjra,Manjra,Lakes/Pond,2.35918963,23591.89629074009,608.971833752648,,NWIC,61,61,4403.0,29,529,5455,599897,03,03,MAJ,MAJ,WS03MAJ022,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,608.971833752648,District Water Body Atlas
Phase 2,Karnataka,Bidar,Bidar,Malik Mirzapur,KA03BDR0069,17.81742177,77.42806134,Godavari,Manjra,Madhuru N,Lakes/Pond,2.37891917,23789.191738852205,596.3059623896994,,NWIC,69,69,4412.0,29,529,5457,600215,03,03,MAJ,MAJ,WS03MAJ016,,01,,,,,,,,0.0,0.0,,,,,,Yes,No,No,No,Yes,No,No,No,Yes,0,596.3059623896994,District Water Body Atlas
Phase 2,Karnataka,Hassan,Belur,Intitholalu,KA05HAS2467,13.057609470000001,75.89995314000001,Cauvery,Cauvery Upper,Yagachi,Reservoir,466.07115886,4660711.588639893,27858.392218355923,,NWIC,5359,5359,12339.0,29,539,5554,615435,05,05,CAU,CAU,WS05CAU002,Vatehole Reservoir,02,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,27858.392218355923,District Water Body Atlas
