Phase,State_Name,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_,waterbod_1,waterbod_2,Ownership,waterbod_3,waterbod_4,reason_not,waterbod_5,Rural_Urban,Water_Spread_Area,Storage_Capacity,constructi,renovation,data_colle,waterbod_6,wbid,apr24,nov23,apr23,nov22,apr22,nov21,apr21,nov20,apr20,photo,shape_le_1,Dataset_Name
Phase 2,Himachal Pradesh,Una,Haroli,Ojale,HP01UNA0003,31.38267298,76.20542295,Indus (Up to border),Satluj Lower,Soan,Lakes/Pond,4.47717932,44771.79317673737,782.2941049503081,,NWIC,1,1,1.0,02,026,0151,18855,01,01,SUL,SUL,WS01SUL002,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,782.2941049503081,District Water Body Atlas
Phase 2,Himachal Pradesh,Una,Haroli,Singa Urf Sur Kalan,HP01UNA0004,31.31838165,76.24756485,Indus (Up to border),Satluj Lower,Soan,Lakes/Pond,1.27186361,12718.636101881277,433.3674060290093,,NWIC,2,2,2.0,02,026,0151,18873,01,01,SUL,SUL,WS01SUL002,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,433.3674060290093,District Water Body Atlas
Phase 2,Himachal Pradesh,Una,Bangana,Jagat Khana,HP01UNA0001,31.40473587,76.38116912000001,Indus (Up to border),Satluj Lower,Satluj,Reservoir,402.51178657,4025117.865709477,17215.561797557737,,NWIC,3,3,2115.0,02,026,0149,18594,01,01,SUL,SUL,WS01SUL004,Nangal,02,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,17215.561797557737,District Water Body Atlas
Phase 2,Himachal Pradesh,Una,Una,Jangal Khad,HP01UNA0005,31.526783450000003,76.12798237,Indus (Up to border),Satluj Lower,Soan,Lakes/Pond,3.96277235,39627.72348161347,781.3979483364168,,NWIC,4,4,2124.0,02,026,0150,18704,01,01,SUL,SUL,WS01SUL001,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,781.3979483364168,District Water Body Atlas
Phase 2,Himachal Pradesh,Una,Bangana,Padyola,HP01UNA0002,31.39043618,76.53618166000001,Indus (Up to border),Satluj Upper,Satluj,Reservoir,14933.34555563,149333455.55631423,490170.0734666504,,NWIC,5,5,3846.0,02,026,0149,18696,01,01,SUU,SUU,WS01SUU031,Bhakra,02,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,490170.0734666504,District Water Body Atlas
Phase 2,Himachal Pradesh,Solan,Arki,Data Partially Available,HP01SLN0001,31.0810669,76.97275025,Indus (Up to border),Satluj Upper,Gambhar,Lakes/Pond,1.38461351,13846.135120651581,447.0288053281784,Data Partially Available,NWIC,6,6,58227.0,02,025,0158,999999,01,01,SUU,SUU,WS01SUU030,,01,,,,,,,,0.0,0.0,,,,,,Yes,No,Yes,No,Yes,No,No,Yes,Yes,0,447.0288053281784,District Water Body Atlas
Phase 2,Himachal Pradesh,Solan,Nalagarh,Data Partially Available,HP01SLN0002,31.047036690000002,76.6663936,Indus (Up to border),Satluj Lower,Sirsa,Lakes/Pond,1.2924939,12924.938951127157,640.3485829645027,Data Partially Available,NWIC,7,7,58228.0,02,025,0161,999999,01,01,SUL,SUL,WS01SUL003,,01,,,,,,,,0.0,0.0,,,,,,Yes,No,Yes,No,Yes,No,Yes,No,No,0,640.3485829645027,District Water Body Atlas
Phase 2,Himachal Pradesh,Solan,Nalagarh,Data Partially Available,HP01SLN0003,30.99999404,76.69155261,Indus (Up to border),Satluj Lower,Sirsa,Lakes/Pond,1.3440974,13440.974043495073,636.9561488158819,Data Partially Available,NWIC,8,8,58229.0,02,025,0161,999999,01,01,SUL,SUL,WS01SUL003,,01,,,,,,,,0.0,0.0,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,0,636.9561488158819,District Water Body Atlas
Phase 2,Himachal Pradesh,Solan,Baddi,Data Partially Available,HP01SLN0004,31.017632520000003,76.77665099000001,Indus (Up to border),Satluj Lower,Sirsa,Lakes/Pond,1.49631514,14963.151428314897,672.0678204354721,Data Partially Available,NWIC,9,9,58230.0,02,025,0162,999999,01,01,SUL,SUL,WS01SUL003,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,672.0678204354721,District Water Body Atlas
Phase 2,Himachal Pradesh,Solan,Darlaghat,Data Partially Available,HP01SLN0005,31.24412636,76.96606037999999,Indus (Up to border),Satluj Upper,Ali Khad,Lakes/Pond,4.93047578,49304.75778598549,1067.876071236382,,NWIC,10,10,58231.0,02,025,0159,999999,01,01,SUU,SUU,WS01SUU028,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,1067.876071236382,District Water Body Atlas
Phase 2,Himachal Pradesh,Solan,Solan,Data Partially Available,HP01SLN0006,31.06197115,76.97328869,Indus (Up to border),Satluj Upper,Gambhar,Lakes/Pond,3.30800255,33080.02553780621,800.541713111007,,NWIC,11,11,58232.0,02,025,0165,999999,01,01,SUU,SUU,WS01SUU030,,01,,,,,,,,0.0,0.0,,,,,,Yes,No,No,No,Yes,No,No,No,Yes,0,800.541713111007,District Water Body Atlas
Phase 2,Himachal Pradesh,Solan,Nalagarh,Data Partially Available,HP01SLN0007,31.04697708,76.61862702,Indus (Up to border),Satluj Lower,Sirsa,Lakes/Pond,3.87322736,38732.27359929693,1423.0640165853065,,NWIC,12,12,58233.0,02,025,0161,999999,01,01,SUL,SUL,WS01SUL003,,01,,,,,,,,0.0,0.0,,,,,,No,No,No,No,No,No,No,No,No,0,1423.0640165853065,District Water Body Atlas
