PIC,dm_name,sdso,state,district,river,incharge,ht_found,cmp_year,basin,mx_wt_lel,frl,gs_st_cap,ds_sp_cap,dm_length,dm_type,purpose,latitude,longitude,Longitude,Latitude
MH287LH2984,Dambewadi Mi Tank,Maharashtra,Maharashtra,Satara,,"Wrd-Se, Satara Irrigation Circle, Satara",13.1,1982,Krishna,102.0,101.5,0.77,515.0,0,·  ZONED EARTHEN DAM,Irrigation,"17° 35' 8.000"" N","74° 34' 36.000"" E",3432189.4985999987,3313147.9255999997
MH287LH2985,Bichukale  Mi Tank,Maharashtra,Maharashtra,Satara,,"Wrd-Se, Satara Irrigation Circle, Satara",13.65,1974,Krishna,102.5,101.5,1.07,112.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"17° 50' 10.000"" N","74° 7' 26.000"" E",3385951.530699998,3342376.7619999982
MH287LH2986,Hivare  Mi Tank,Maharashtra,Maharashtra,Satara,Wangna,"Wrd-Se, Satara Irrigation Circle, Satara",17.45,1979,Krishna,97.55,97.75,2.74,657.0,0,·  ZONED EARTHEN DAM,Irrigation,"17° 50' 6.000"" N","74° 12' 21.000"" E",3394504.8052999973,3341900.9551
MH287LH2987,Nandwal  Mi Tank,Maharashtra,Maharashtra,Satara,,"Wrd-Se, Satara Irrigation Circle, Satara",20.25,1984,Krishna,94.0,93.95,1.79,298.0,780,·  ZONED EARTHEN DAM,Irrigation,"17° 57' 57.000"" N","74° 4' 9.000"" E",3380832.1928000003,3356760.2085999995
MH287LH2988,Deur Mi Tank,Maharashtra,Maharashtra,Satara,Wasna,"Wrd-Se, Satara Irrigation Circle, Satara",18.6,1994,Krishna,784.5,783.0,1.844,473.6,1095,·  ZONED EARTHEN DAM,Irrigation,"17° 51' 52.000"" N","74° 8' 4.000"" E",3387182.6336999983,3345420.3616999984
MH287LH2989,Chaphal  Mi Tank,Maharashtra,Maharashtra,Satara,,"Wrd-Se, Satara Irrigation Circle, Satara",21.5,1984,Krishna,158.0,156.0,1.451,227.53,576,·  ZONED EARTHEN DAM,Irrigation,"17° 23' 41.000"" N","73° 59' 8.000"" E",3369447.9162999988,3294838.3704000004
MH287LH2990,Mahind  Mi Tank,Maharashtra,Maharashtra,Satara,,"Wrd-Se, Satara Irrigation Circle, Satara",21.32,2000,Krishna,101.5,99.0,2.404,750.0,484,·  ZONED EARTHEN DAM,Irrigation,"17° 16' 31.000"" N","73° 53' 23.000"" E",3358841.3505999967,3282234.9299999997
MH287LH2991,Chalkewadi  Mi Tank,Maharashtra,Maharashtra,Satara,,"Wrd-Se, Satara Irrigation Circle, Satara",21.89,1991,Krishna,107.5,106.0,0.8,34.0,346,·  ZONED EARTHEN DAM,Irrigation,"17° 11' 48.000"" N","74° 0' 43.000"" E",3371293.545500003,3273103.0397000015
MH289LH2992,Kavele,Maharashtra,Maharashtra,Raigad,,"Wrd-Se, Thane Irrigation Circle, Thane",21.6,1973,West Flowing Rivers from Tapi to Tadri,58.0,56.0,2.817,156.03,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"18° 37' 12.000"" N","73° 13' 58.000"" E",3297003.056599997,3431954.916700002
MH289LH2993,Ranavali,Maharashtra,Maharashtra,Raigad,Local Nala,"Wrd-Se, Thane Irrigation Circle, Thane",24.52,1976,West Flowing Rivers from Tapi to Tadri,122.0,121.0,2.272,89.57,0,·  ZONED EARTHEN DAM,Irrigation,"18° 4' 41.000"" N","73° 3' 34.000"" E",3276101.0766000003,3373804.217
MH289LH2994,Sanderi,Maharashtra,Maharashtra,Raigad,,"Wrd-Se, Thane Irrigation Circle, Thane",28.52,1986,West Flowing Rivers from Tapi to Tadri,126.0,124.0,2.508,200.81,0,·  ZONED EARTHEN DAM,Irrigation / Water Supply,"18° 5' 2.000"" N","73° 14' 13.000"" E",3294630.4283000007,3373539.5538999997
MH289LH2995,Shrigaon,Maharashtra,Maharashtra,Raigad,,"Wrd-Se, Thane Irrigation Circle, Thane",23.41,1988,West Flowing Rivers from Tapi to Tadri,89.8,87.8,3.003,89.0,0,·  ZONED EARTHEN DAM,Irrigation,"18° 39' 14.000"" N","73° 0' 12.000"" E",3273370.3935000002,3436808.4679999985
MH293MH2999,M.I. Tank Varkute,Maharashtra,Maharashtra,Satara,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",14.63,1998,Krishna,98.0,95.9,1.46,685.0,0,·  ZONED EARTHEN DAM,Irrigation,"17° 30' 28.000"" N","74° 49' 51.000"" E",3458476.403099999,3303660.2688999996
MH293LH3000,Naigaon 2,Maharashtra,Maharashtra,Satara,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",17.07,1983,Krishna,114.1,111.9,1.216,608.0,0,·  ZONED EARTHEN DAM,Irrigation,"18° 5' 31.000"" N","73° 57' 19.000"" E",3369539.762199998,3371012.1788999997
MH293HH3001,Palsawade,Maharashtra,Maharashtra,Satara,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",26.45,2006,Krishna,599.3,598.0,1.82446,677.0,328,·  ZONED EARTHEN DAM,Irrigation,"17° 37' 38.000"" N","73° 51' 43.000"" E",3357602.444799997,3320763.016899999
MH293LH3002,Yelgaon Mi Tank,Maharashtra,Maharashtra,,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",23.75,2013,Krishna,98.0,97.0,1.9,96.04,0,·  ZONED EARTHEN DAM,Irrigation,"17° 7' 53.000"" N","74° 1' 6.000"" E",3371661.1853,3265947.7666999996
MH293LH3003,Jinti Mi Tank,Maharashtra,Maharashtra,Satara,Mad N,"Swcd-Regional Water Conservation Officer, Swcd, Pune",18.19,1998,Krishna,91.75,90.5,1.037,317.52,0,·  ZONED EARTHEN DAM,Irrigation,"17° 7' 13.000"" N","74° 4' 55.000"" E",3378288.2184000015,3264452.410799999
MH293MH3004,Tulsan Savade,Maharashtra,Maharashtra,Satara,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",21.31,2007,Krishna,99.0,98.0,0.589284,55.44,0,·  ZONED EARTHEN DAM,Irrigation,"17° 11' 24.000"" N","74° 3' 35.000"" E",3376276.2101000026,3272162.8839999996
MH293MH3005,M.I. Tank Undale,Maharashtra,Maharashtra,Satara,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",16.6,1997,Krishna,111.5,109.0,0.88678,835.0,0,·  ZONED EARTHEN DAM,Irrigation,"17° 9' 22.000"" N","74° 5' 12.000"" E",3378948.313500002,3268344.0033
MH289LH3006,Madkhol,Maharashtra,Maharashtra,Sindhudurg,,"Wrd-Se, Ratnagiri Irrigation Circle, Ratnagiri",15.12,1976,West Flowing Rivers from Tapi to Tadri,105.0,103.0,2.25,499.8,400,·  ZONED EARTHEN DAM,Irrigation,"15° 55' 57.000"" N","73° 51' 36.000"" E",3349324.851999998,3135609.848200001
MH293MH3007,M.I. Tank Yenape,Maharashtra,Maharashtra,Satara,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",28.28,2007,Krishna,96.0,95.0,1.834,70.34,0,·  ZONED EARTHEN DAM,Irrigation,"17° 6' 21.000"" N","74° 2' 3.000"" E",3373205.1692999974,3263086.9323999994
MH289LH3008,Talewadi (Digas),Maharashtra,Maharashtra,Sindhudurg,,"Wrd-Se, Ratnagiri Irrigation Circle, Ratnagiri",20.82,1992,West Flowing Rivers from Tapi to Tadri,117.0,116.0,2.52,45.75,540,·  ZONED EARTHEN DAM,Irrigation,"16° 5' 52.000"" N","73° 44' 30.000"" E",3337596.764899999,3154247.9705
MH293MH3009,M.I. Tank Kiwal,Maharashtra,Maharashtra,Satara,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",19.46,2013,Krishna,48.0,47.0,0.589284,64.51,0,·  ZONED EARTHEN DAM,Irrigation,"17° 25' 18.000"" N","74° 14' 3.000"" E",3395617.7479000017,3296689.2556999996
MH293LH3010,M.I. Tank Matekarwadi,Maharashtra,Maharashtra,Satara,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",21.08,2007,Krishna,48.0,47.0,0.99991,47.04,0,·  ZONED EARTHEN DAM,Irrigation,"17° 6' 39.000"" N","74° 2' 47.000"" E",3374511.603500001,3263578.559799999
MH293HH3011,M.I. Tank Kiwal Khdjaiwadi,Maharashtra,Maharashtra,Satara,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",19.46,2013,Krishna,92.5,91.0,0.185681,181.3,0,·  ZONED EARTHEN DAM,Irrigation,"17° 25' 56.000"" N","74° 13' 59.000"" E",3395548.520199999,3297845.9387000017
MH293MH3013,M.I.Tank Bilur,Maharashtra,Maharashtra,Sangli,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",16.55,2008,Krishna,99.5,97.0,2.076,634.0,0,·  ZONED EARTHEN DAM,Irrigation,"21° 51' 45.000"" N","74° 47' 6.000"" E",3471221.736299999,3777628.5747999996
MH293MH3014,S.T. Umrani No.2,Maharashtra,Maharashtra,,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",19.0,2003,Krishna,98.5,97.0,0.62,201.6,0,·  ZONED EARTHEN DAM,Irrigation,"16° 53' 49.000"" N","75° 13' 50.000"" E",3498075.8408999965,3235477.5678999983
MH293LH3015,Storage Tank Manewadi (Jakrai Dara),Maharashtra,Maharashtra,Sangli,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",16.0,2009,Krishna,100.5,98.0,1.124,400.0,0,·  ZONED EARTHEN DAM,Irrigation / Fishing,"17° 15' 13.000"" N","74° 48' 4.000"" E",3454339.9202999994,3276031.131000001
MH293MH3016,Storage Tank Zare,Maharashtra,Maharashtra,Sangli,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",21.53,2009,Krishna,93.75,91.0,2.297,890.31,0,·  ZONED EARTHEN DAM,Irrigation / Fishing,"17° 26' 24.000"" N","74° 46' 52.000"" E",3452995.740000002,3296455.2908000015
MH293LH3017,Storage Tank Mitki (Dabai),Maharashtra,Maharashtra,Sangli,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",18.89,2007,Krishna,93.0,91.0,2.047,865.25,0,·  ZONED EARTHEN DAM,Irrigation / Fishing,"17° 21' 54.000"" N","74° 50' 2.000"" E",3458224.7129999995,3288065.025600001
MH289LH3018,Ozaram,Maharashtra,Maharashtra,Sindhudurg,,"Wrd-Se, Ratnagiri Irrigation Circle, Ratnagiri",18.37,1981,West Flowing Rivers from Tapi to Tadri,114.0,113.0,1.911,222.0,534,·  ZONED EARTHEN DAM,Irrigation,"16° 25' 48.000"" N","73° 38' 50.000"" E",3329246.533500001,3191029.2635000013
MH293LH3019,Storage Tank Wakshewadi,Maharashtra,Maharashtra,Sangli,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",15.48,2008,Krishna,99.0,96.0,1.598,1051.41,0,·  ZONED EARTHEN DAM,Irrigation / Fishing,"17° 25' 39.000"" N","74° 48' 25.000"" E",3455651.855899997,3294990.9334999993
MH293HH3021,M.I.Tank Girjawde,Maharashtra,Maharashtra,Sangli,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",26.76,2019,Krishna,728.5,727.0,3.074,176.96,0,·  ZONED EARTHEN DAM,Irrigation,"17° 5' 20.000"" N","74° 4' 32.000"" E",3377473.2387000024,3261053.2452000007
MH293MH3022,M.I.Tank Tikondi,Maharashtra,Maharashtra,Sangli,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",15.89,2019,Krishna,100.0,97.0,1.565,1865.81,0,·  ZONED EARTHEN DAM,Irrigation,"17° 1' 17.000"" N","75° 34' 12.000"" E",3534213.5513999984,3247908.6994999982
MH293MH3023,M.I. Tank Asane,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",20.09,2001,Krishna,116.5,115.0,1.953,157.0,482,·  ZONED EARTHEN DAM,Irrigation,"16° 19' 46.000"" N","73° 51' 47.000"" E",3351541.2470000014,3179023.841600001
MH293LH3024,M.I. Tank Khamkarwadi,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",39.04,2003,Krishna,611.5,610.0,1.162,144.9,0,·  ZONED EARTHEN DAM,Irrigation,"16° 32' 58.000"" N","74° 0' 31.000"" E",3367935.4460999966,3202415.9963000007
MH293LH3025,M.I. Tank Nandwal,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",25.0,2005,Krishna,104.0,103.3,0.939,39.2,0,·  ZONED EARTHEN DAM,Irrigation,"16° 37' 10.000"" N","74° 11' 30.000"" E",3387551.4849999994,3209258.978500001
MH293LH3026,M.I.Malatwadi,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",23.96,2004,Krishna,110.0,109.0,1.524,105.0,0,·  ZONED EARTHEN DAM,Irrigation,"15° 59' 44.000"" N","74° 20' 34.000"" E",3400734.951399997,3140370.1294
MH293MH3027,M.I.Gavase,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",23.87,2003,Krishna,98.0,97.0,1.20507,99.75,290,·  ZONED EARTHEN DAM,Irrigation,"16° 50' 45.000"" N","74° 7' 39.000"" E",3381821.1435000002,3234277.769200001
MH289LH3028,Dabhachiwadi,Maharashtra,Maharashtra,Sindhudurg,Local Nala,"Wrd-Se, Ratnagiri Irrigation Circle, Ratnagiri",15.79,1994,West Flowing Rivers from Tapi to Tadri,58.5,57.5,2.441,38.07,1135,·  ZONED EARTHEN DAM,Irrigation / Water Supply,"16° 6' 33.000"" N","73° 41' 19.000"" E",3332040.778099999,3155744.4816000015
MH293LH3029,M.I. Tank Barki,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",32.5,2004,Krishna,109.5,108.0,1.643,188.3,0,·  ZONED EARTHEN DAM,Irrigation,"16° 46' 25.000"" N","73° 50' 30.000"" E",3351406.0385999978,3227672.320799999
MH293LH3030,M.I. Tank Chandoli,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",28.93,2001,Krishna,120.0,119.5,1.762,82.0,0,·  ZONED EARTHEN DAM,Irrigation,"16° 57' 48.000"" N","73° 50' 59.000"" E",3353159.1247000024,3248359.415600002
MH289LH3031,Shirsadi,Maharashtra,Maharashtra,Ratnagiri,,"Wrd-Se, Ratnagiri Irrigation Circle, Ratnagiri",28.15,2004,West Flowing Rivers from Tapi to Tadri,117.5,116.0,4.408,90.85,660,·  ZONED EARTHEN DAM,Irrigation,"17° 53' 38.000"" N","73° 19' 53.000"" E",3303492.4799999967,3352361.9224999994
MH293MH3032,M.I.Nittur  No.01,Maharashtra,Maharashtra,Chandgad,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",30.47,2000,Krishna,110.0,109.0,1.904,70.7,0,·  ZONED EARTHEN DAM,Irrigation,"16° 0' 14.000"" N","74° 21' 34.000"" E",3402536.027900003,3141211.4640999995
MH293LH3033,M.I.Kudnur,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",30.99,2005,Krishna,97.1,96.1,1.195,58.24,0,·  ZONED EARTHEN DAM,Irrigation,"15° 58' 36.000"" N","74° 25' 27.000"" E",3409270.0119000003,3137958.8773000017
MH293LH3034,M. I. Kalamwadi,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",29.0,2010,Krishna,99.5,98.5,0.52043,28.0,0,·  ZONED EARTHEN DAM,Irrigation,"16° 21' 11.000"" N","74° 0' 34.000"" E",3367109.8090000004,3180940.2401
MH289LH3035,Tilari Interstate Project,Maharashtra,Maharashtra,Sindhudurg,,"Wrd-Se, South Konkan Irrigation Project Circle, Sindhudurgnagari",72.5,2009,West Flowing Rivers from Tapi to Tadri,117.52,113.2,462.17,7270.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Hydropower / Water Supply / Industrial,"15° 45' 39.000"" N","74° 5' 21.000"" E",3372806.8972000033,3115776.485100001
MH293LH3036,M.I. Tank Bhandarwadi,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",30.44,2013,Krishna,101.0,100.0,1.201,77.35,0,·  ZONED EARTHEN DAM,Irrigation,"16° 51' 30.000"" N","73° 50' 38.000"" E",3352044.592299998,3236917.6184
MH289LH3037,Tilari Forebay Dam,Maharashtra,Maharashtra,,,"Wrd-Se, South Konkan Irrigation Project Circle, Sindhudurgnagari",23.04,1986,West Flowing Rivers from Tapi to Tadri,727.234,727.234,2.124,147.5,0,,Hydropower,"15° 48' 27.000"" N","74° 11' 4.000"" E",3383121.9904000014,3120465.9158999994
MH293LH3038,S.T. Airewadi,Maharashtra,Maharashtra,Kolhapur,Kasari Nai,"Swcd-Regional Water Conservation Officer, Swcd, Pune",37.85,2017,Krishna,85.0,84.0,0.55,67.2,0,·  ZONED EARTHEN DAM,Irrigation,"16° 49' 18.000"" N","73° 51' 47.000"" E",3353886.1055999994,3232824.1127000004
MH289LH3039,Tilari Main Dam Dhamane,Maharashtra,Maharashtra,Kolhapur,,"Wrd-Se, South Konkan Irrigation Project Circle, Sindhudurgnagari",38.05,1986,West Flowing Rivers from Tapi to Tadri,750.75,750.2,106.65,1028.0,0,,Hydropower,"15° 47' 53.000"" N","74° 20' 56.000"" E",3400514.2426000014,3118721.9048000015
MH293LH3040,M.I.Halkarni,Maharashtra,Maharashtra,Chandgad,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",26.32,2012,Krishna,95.5,95.0,1.041,43.05,0,·  ZONED EARTHEN DAM,Irrigation,"15° 53' 52.000"" N","74° 17' 34.000"" E",3395007.580499999,3129880.4483999982
MH289LH3041,Deoghar,Maharashtra,Maharashtra,Sindhudurg,Local Nala,"Wrd-Se, South Konkan Irrigation Project Circle, Sindhudurgnagari",53.58,2010,West Flowing Rivers from Tapi to Tadri,190.6,187.5,100.428,2078.0,1064,· HOMOGENEOUS EARTHEN DAM,Irrigation / Hydropower / Water Supply / Industrial / Fishing,"16° 25' 30.000"" N","73° 48' 0.000"" E",3345342.852499999,3189764.0154
MH293MH3042,M.I. Tank Vakoli,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",29.68,2018,Krishna,122.5,120.5,1.158,115.15,0,·  ZONED EARTHEN DAM,Irrigation,"16° 58' 58.000"" N","73° 51' 24.000"" E",3353981.6783000007,3250451.1105000004
MH293MH3043,M.I.Tank  Ghatakarwadi,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",25.26,2019,Krishna,97.5,96.5,1.614,204.05,375,·  ZONED EARTHEN DAM,Irrigation,"16° 2' 38.000"" N","74° 4' 10.000"" E",3372020.4575000033,3146850.3632999994
MH293MH3044,S.T. Avachitwadi,Maharashtra,Maharashtra,Kolhapur,Local Nala,"Swcd-Regional Water Conservation Officer, Swcd, Pune",35.88,2019,Krishna,96.0,95.0,1.413,149.24,0,·  ZONED EARTHEN DAM,Irrigation,"17° 33' 8.000"" N","74° 22' 0.000"" E",3410068.993900001,3310373.780200001
MH289LH3045,Gad River Medium Proj.,Maharashtra,Maharashtra,Ratnagiri,,"Wrd-Se, North Konkan Irrigation Project Circle, Kalwa-Thane",71.38,2021,West Flowing Rivers from Tapi to Tadri,126.76,126.15,83.212,1563.0,0,·  ZONED EARTHEN DAM,Irrigation / Hydropower / Water Supply / Industrial / Flood Control / Fishing / Other Benefits,"17° 16' 57.000"" N","73° 38' 14.000"" E",3332399.5046000034,3284195.9157
MH289LH3046,Hetawane,Maharashtra,Maharashtra,Raigad,Bhogeshwar,"Wrd-Se, North Konkan Irrigation Project Circle, Kalwa-Thane",52.2,2000,West Flowing Rivers from Tapi to Tadri,89.7,86.1,147.49,1370.0,0,· HOMOGENEOUS EARTHEN DAM,Irrigation / Hydropower / Water Supply,"18° 43' 30.000"" N","73° 10' 56.000"" E",3292308.865500003,3443639.1275000013
MH332MH3047,Isrup S.T.,Maharashtra,Maharashtra,Osmanabad,Sandas,"Wrd-Se, Dharashiv Irrigation Circle, Dharashiv",23.07,2016,Krishna,706.45,705.25,1.57,117.75,210,·  ZONED EARTHEN DAM,Irrigation,"18° 28' 45.000"" N","75° 46' 19.000"" E",3560214.779600002,3406315.3706
MH332MH3048,Songiri S.T.,Maharashtra,Maharashtra,Osmanabad,,"Wrd-Se, Dharashiv Irrigation Circle, Dharashiv",27.0,2019,Krishna,630.44,628.44,12.74,630.44,710,·  ZONED EARTHEN DAM,Irrigation,"18° 30' 50.000"" N","75° 40' 9.000"" E",3549643.9208000004,3410423.8187999986
MH332LH3049,Hatola S.T.2,Maharashtra,Maharashtra,Osmanabad,Manjra,"Wrd-Se, Dharashiv Irrigation Circle, Dharashiv",19.93,2008,Godavari,688.64,686.84,3.025,663.38,905,·  ZONED EARTHEN DAM,Irrigation,"18° 39' 3.000"" N","75° 44' 11.000"" E",3557083.7683999985,3425131.9738
MH332LH3050,Dongri Sindphal S.T.,Maharashtra,Maharashtra,Osmanabad,Bori,"Wrd-Se, Dharashiv Irrigation Circle, Dharashiv",15.3,2016,Krishna,580.8,580.0,2.06,30.53,15,·  ZONED EARTHEN DAM,Irrigation,"17° 58' 24.000"" N","76° 4' 9.000"" E",3589583.2815999985,3350270.5001000017
MH332MH3051,Ramdara S.T.,Maharashtra,Maharashtra,Osmanabad,,"Wrd-Se, Dharashiv Irrigation Circle, Dharashiv",35.2,2013,Krishna,604.35,603.15,25.68,101.19,986,·  ZONED EARTHEN DAM,Irrigation,"18° 1' 5.000"" N","76° 3' 34.000"" E",3588704.909500003,3355176.6314000003
MH332HH3052,Pangardarwadi,Maharashtra,Maharashtra,Osmanabad,Local Nala,"Wrd-Se, Dharashiv Irrigation Circle, Dharashiv",21.28,2017,Krishna,536.2,535.0,11.33,77.0,1574,·  ZONED EARTHEN DAM,Irrigation,"17° 56' 37.000"" N","75° 58' 21.000"" E",3579400.3743999973,3347313.6473000012
MH332HH3053,Achler S.T.,Maharashtra,Maharashtra,Osmanabad,Local Nala,"Wrd-Se, Dharashiv Irrigation Circle, Dharashiv",14.4,2018,Krishna,554.7,553.5,1.495,158.42,0,·  ZONED EARTHEN DAM,Irrigation,"17° 43' 25.000"" N","76° 23' 12.000"" E",3622026.864699997,3322137.6777999997
MH332HH3054,Naldurg Barrage No. 1,Maharashtra,Maharashtra,Osmanabad,,"Wrd-Se, Dharashiv Irrigation Circle, Dharashiv",26.3,2019,Krishna,531.5,531.0,4.25,3330.71,0,·  ZONED EARTHEN DAM,Irrigation,"17° 48' 22.000"" N","76° 17' 37.000"" E",3612531.8593999967,3331392.626699999
MH332MH3055,Kadaknathwadi,Maharashtra,Maharashtra,Osmanabad,Nani,"Wrd-Se, Dharashiv Irrigation Circle, Dharashiv",37.78,2017,Krishna,687.2,686.0,4.93,203.81,0,·  ZONED EARTHEN DAM,Irrigation,"18° 24' 24.000"" N","75° 48' 21.000"" E",3563503.4420000017,3398308.6763000004
MH330LH3056,Rajura,Maharashtra,Maharashtra,Buldhana,ChiNa Vagu,"Wrd-Se, Buldana Irrigation Project Circle, Buldana",18.75,1978,Godavari,113.3,111.45,2.29,196.0,0,·  ZONED EARTHEN DAM,Irrigation,"19° 46' 56.000"" N","79° 22' 13.000"" E",3935123.609700002,3541798.3297999986
MH288LH3058,Chinoda,Maharashtra,Maharashtra,Nagpur,Local Nalla,"Wrd-Se, Command Area  Development Authority, Nagpur",10.1,2010,Godavari,101.2,99.4,1.952,172.71,0,·  ZONED EARTHEN DAM,Irrigation,"20° 44' 31.000"" N","79° 11' 45.000"" E",3917747.714400001,3646287.6735999994
MH288LH3059,Bhivapur,Maharashtra,Maharashtra,Amravati,,"Wrd-Se, Upper Wardha Irrigation Circle, Amravati",10.49,2008,Godavari,102.4,100.6,2.047,132.18,1010,·  ZONED EARTHEN DAM,Irrigation,"20° 55' 50.000"" N","77° 59' 11.000"" E",3794341.5015999973,3668028.8651
MH288LH3060,Undri,Maharashtra,Maharashtra,Nagpur,,"Wrd-Se, Command Area  Development Authority, Nagpur",11.92,1994,Krishna,292.985,291.715,4.34,270.0,0,·  ZONED EARTHEN DAM,Irrigation,"18° 24' 57.000"" N","73° 54' 33.000"" E",3366259.999300003,3406511.1937999986
MH288LH3061,Tembhari,Maharashtra,Maharashtra,Wardha,Local Nalla,"Wrd-Se, Command Area  Development Authority, Nagpur",12.6,1996,Godavari,93.1,91.8,1.34,109.22,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"20° 50' 11.000"" N","78° 26' 9.000"" E",3840129.3268000036,3657209.020399999
MH330MH3062,Januna,Maharashtra,Maharashtra,Akola,,"Wrd-Se, Akola Irrigation Circle, Akola",11.49,1978,Tapi,96.9,95.4,1.31,260.6,375,·  ZONED EARTHEN DAM,Irrigation,"20° 28' 43.000"" N","77° 2' 13.000"" E",3696349.388700001,3620610.089299999
MH288LH3063,Sawangi Nalla,Maharashtra,Maharashtra,Nagpur,Local Nalla,"Wrd-Se, Command Area  Development Authority, Nagpur",19.3,1999,Godavari,321.05,319.25,6.473,608.0,1063,·  ZONED EARTHEN DAM,Irrigation,"21° 0' 12.000"" N","78° 54' 45.000"" E",3888987.4789000005,3674899.427000001
MH288LH3064,Bhivkund,Maharashtra,Maharashtra,Nagpur,,"Wrd-Se, Command Area  Development Authority, Nagpur",24.29,1999,Godavari,114.8,113.8,2.693,137.0,510,·  ZONED EARTHEN DAM,Irrigation,"21° 3' 27.000"" N","78° 52' 23.000"" E",3885008.152400002,3680819.108100001
MH288LH3065,Dhotewada,Maharashtra,Maharashtra,,,"Wrd-Se, Command Area  Development Authority, Nagpur",11.88,1977,Godavari,80.2,78.2,2.048,395.0,580,·  ZONED EARTHEN DAM,Irrigation,"21° 17' 54.000"" N","78° 35' 26.000"" E",3856444.968199998,3707254.3489999995
MH288LH3066,Mahurpala,Maharashtra,Maharashtra,Nagpur,,"Wrd-Se, Command Area  Development Authority, Nagpur",12.34,1976,Godavari,98.0,96.5,1.071,106.0,931,·  ZONED EARTHEN DAM,Irrigation,"21° 39' 7.000"" N","79° 25' 28.000"" E",3941534.5556999967,3745083.3112999983
MH288LH3067,Junewani,Maharashtra,Maharashtra,,,"Wrd-Se, Bhandara Irrigation Circle Bhandara",13.38,2000,Godavari,115.0,114.0,1.667,95.39,0,· HOMOGENEOUS EARTHEN DAM,Irrigation,"20° 42' 57.000"" N","80° 12' 30.000"" E",4021313.1877999976,3643229.574099999
MH330LH3068,Isapur,Maharashtra,Maharashtra,Akola,,"Wrd-Se, Akola Irrigation Circle, Akola",13.74,1978,Tapi,100.1,98.4,1.79,386.6,0,·  ZONED EARTHEN DAM,Irrigation,"20° 29' 12.000"" N","77° 20' 9.000"" E",3726991.8966000006,3620874.358600002
MH288LH3069,Turagondi,Maharashtra,Maharashtra,Nagpur,,"Wrd-Se, Command Area  Development Authority, Nagpur",14.39,2020,Godavari,366.2,364.7,4.77,215.29,0,·  ZONED EARTHEN DAM,Irrigation / Water Supply,"21° 6' 55.000"" N","78° 49' 50.000"" E",3880723.737499997,3687134.7399000004
MH293LH3070,M.I. Nishnap,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",28.21,2022,Krishna,91.0,90.0,1.075,92.68,0,·  ZONED EARTHEN DAM,Irrigation,"16° 15' 42.000"" N","74° 4' 52.000"" E",3374256.6270999983,3170624.9970999993
MH293HH3071,M.I. Tank Burambal,Maharashtra,Maharashtra,Kolhapur,,"Swcd-Regional Water Conservation Officer, Swcd, Pune",44.84,2013,Krishna,94.5,93.5,1.233,54.95,0,·  ZONED EARTHEN DAM,Irrigation,"16° 49' 23.000"" N","73° 53' 7.000"" E",3356230.8376,3232874.1207000017
