Phase,State_Name,State_Code,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Water_Presence_Apr22,Water_Presence_Nov22,Water_Presence_Apr23,Water_Presence_Nov23,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_,waterbod_1,waterbod_2,Ownership,waterbod_3,waterbod_4,reason_not,waterbod_5,Rural_Urban,Water_Spread_Area,Storage_Capacity,constructi,renovation,data_colle,waterbod_6,wbid,photo,shape_le_1,Dataset_Name
Phase 1,Punjab,PB,Kapurthala,Phagwara,Chak Hakim,PB01KPR0011,31.24613904,75.75912345,Indus (Up to border),Satluj Lower,Kail,Lakes,1.49274312,14927.431166486564,489.17115305191646,No,No,No,No,Chak Hakim,NWIC,153,153,32321.0,03,035,0208,029654,01,01,SUL,SUL,WS01SUL012,,03,,,,,,,,0.0,0.0,,,,,,0,489.17115305191646,District Water Body Atlas
Phase 1,Punjab,PB,Sangrur,Sunam,Ladbanjara Kalan,PB01SNR0018,29.9896389,76.00187337,Indus (Up to border),Ghaghar and others,,Ponds,1.23754936,12375.493629310255,484.0294486893498,No,Yes,No,No,Ladbanjara Kalan,NWIC,18,18,32186.0,03,043,0272,039830,01,01,GHO,GHO,WS01GHO017,,01,,,,,,,,0.0,0.0,,,,,,0,484.0294486893498,District Water Body Atlas
Phase 1,Punjab,PB,Sangrur,Moonak,Dudian,PB01SNR0022,29.87970692,75.94389498999999,Indus (Up to border),Ghaghar and others,,Ponds,1.66572637,16657.26369030305,537.7943450099103,No,No,No,No,Dudian,NWIC,22,22,32190.0,03,043,0274,039917,01,01,GHO,GHO,WS01GHO017,,01,,,,,,,,0.0,0.0,,,,,,0,537.7943450099103,District Water Body Atlas
Phase 1,Punjab,PB,Sangrur,Moonak,Bhundar Bhaini,PB01SNR0028,29.83562427,75.92660971,Indus (Up to border),Ghaghar and others,,Ponds,2.59103614,25910.361408928613,656.4418208287701,No,No,No,No,Bhundar Bhaini,NWIC,28,28,32196.0,03,043,0274,039927,01,01,GHO,GHO,WS01GHO017,,01,,,,,,,,0.0,0.0,,,,,,0,656.4418208287701,District Water Body Atlas
Phase 1,Punjab,PB,Sangrur,Sangrur,Nagra,PB01SNR0037,30.17173434,75.95990632,Indus (Up to border),Ghaghar and others,Sirhind,Ponds,1.78281247,17828.124650624013,520.988511789471,No,No,No,No,Nagra,NWIC,37,37,32205.0,03,043,0271,039733,01,01,GHO,GHO,WS01GHO021,,01,,,,,,,,0.0,0.0,,,,,,0,520.988511789471,District Water Body Atlas
Phase 1,Punjab,PB,Sangrur,Sunam,Chhajli,PB01SNR0051,30.03533879,75.82286018,Indus (Up to border),Ghaghar and others,Bareta Drain,Ponds,1.23442761,12344.276059249314,432.04737152349406,No,No,No,No,Chhajli,NWIC,51,51,32219.0,03,043,0272,039850,01,01,GHO,GHO,WS01GHO022,,01,,,,,,,,0.0,0.0,,,,,,0,432.04737152349406,District Water Body Atlas
Phase 1,Punjab,PB,Moga,Nihal Singhwala,Khote,PB01MOG0091,30.608522869999998,75.22933227,Indus (Up to border),Satluj Lower,Bassian Outfall Drain,Ponds,1.01648109,10164.810874831272,413.2295985663147,Yes,Yes,Yes,Yes,Khote,NWIC,277,277,32445.0,03,038,0231,033926,01,01,SUL,SUL,WS01SUL035,,01,,,,,,,,0.0,0.0,,,,,,0,413.2295985663147,District Water Body Atlas
Phase 1,Punjab,PB,Kapurthala,Kapurthala,Hamira,PB01KPR0016,31.44776491,75.4432556,Indus (Up to border),Beas,West Or Black Bein,Water Conservation Schemes/ Percolation Tanks/ Check Dams,3.91490455,39149.04549083596,882.9760036939763,No,No,No,No,,NWIC,357,357,32525.0,03,035,0206,029122,01,01,BEA,BEA,WS01BEA028,,05,,,,,,,,0.0,0.0,,,,,,0,882.9760036939763,District Water Body Atlas
Phase 1,Punjab,PB,Sangrur,Sangrur,Longowal,PB01SNR0220,30.211389790000002,75.69121166,Indus (Up to border),Satluj Lower,Bahadursinghwala Drain,Ponds,2.65678188,26567.818771335602,674.5361494310685,No,No,No,No,,NWIC,440,440,32608.0,03,043,0271,248385,01,01,SUL,SUL,WS01SUL047,,01,,,,,,,,0.0,0.0,,,,,,0,674.5361494310685,District Water Body Atlas
Phase 1,Punjab,PB,Barnala,Barnala,Sehjra,PB01BNL0013,30.491529909999997,75.54821,Indus (Up to border),Satluj Lower,Lissara Nala,Ponds,2.42077457,24207.745697391118,611.1348392192117,No,No,No,No,Sehjra,NWIC,534,534,32702.0,03,605,0275,040013,01,01,SUL,SUL,WS01SUL032,,01,,,,,,,,0.0,0.0,,,,,,0,611.1348392192117,District Water Body Atlas
