Phase,State_Name,District,Subdistrict,Village,UUID,Latitude,Longitude,River_Basin,Sub_Basin,River,Waterbody_Type,GIS_Area_ha,Shape_Area_sqm,Perimeter_Length_m,Nearest_Settlement,Source_Agency,id,objectid_1,objectid,State_Census_Code,District_Code,Subdistrict_Code,Village_Code,Basin_Code,bacode,Subbasin_Code,sbcode,Watershed_Code,waterbody_name,Waterbody_Category_Code,waterbody_nature,Ownership,waterbody_use,waterbody_use_type,reason_not_in_use,waterbody_encroached,Rural_Urban,Water_Spread_Area,Storage_Capacity,construction_year,renovation_year,data_collection_method,waterbody_under_govt_scheme,wbid,apr24,nov23,apr23,nov22,apr22,nov21,apr21,nov20,apr20,photo,Dataset_Name
Phase 2,Punjab,Bathinda,Talwandi Sabo,Kutiwal Kalan,PB01BTH0003,30.13234707,75.25384331,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.19171145,11917.114469784005,439.1894724764449,,NWIC,65,65,919.0,03,028,0246,35878,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Ghuman Khurd,PB01BTH0004,30.092493190000003,75.26814395000001,Indus (Up to border),Satluj Lower,,Lakes/Pond,2.41144659,24114.46587195836,607.1789637037319,,NWIC,66,66,920.0,03,028,0246,35881,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Maur,PB01BTH0005,30.06699173,75.2420393,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.01287808,10128.780826252252,380.3203296404819,,NWIC,67,67,921.0,03,028,0246,0,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Jodhpur Pakhar,PB01BTH0006,30.05432717,75.15306666000001,Indus (Up to border),Satluj Lower,,Lakes/Pond,2.67492104,26749.210421899497,675.9881979445652,,NWIC,68,68,922.0,03,028,0246,35892,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Ramnagar Urf Kasaiwara,PB01BTH0007,30.10253061,75.22815663,Indus (Up to border),Satluj Lower,,Lakes/Pond,6.13323113,61332.31133751464,1022.1844763723308,,NWIC,69,69,923.0,03,028,0246,35877,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Bhai Bakhtour,PB01BTH0008,30.09694623,75.13472211,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.57095894,15709.589418949225,475.3488322941915,,NWIC,70,70,924.0,03,028,0246,35868,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Jodhpur Pakhar,PB01BTH0009,30.05450476,75.14546052,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.58731087,15873.108701111958,541.3039478030071,,NWIC,71,71,925.0,03,028,0246,35892,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Ralla,PB01MNS0044,30.12263396,75.43411536,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.76408413,17640.841320907446,507.75189858745966,,NWIC,72,72,926.0,03,037,0249,36151,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Joga,PB01MNS0045,30.16243379,75.42232340000001,Indus (Up to border),Satluj Lower,,Lakes/Pond,2.81791792,28179.17924728587,689.6107118789498,,NWIC,73,73,927.0,03,037,0249,36144,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Kharak Singhwala,PB01MNS0047,30.10185817,75.30897187999999,Indus (Up to border),Satluj Lower,,Lakes/Pond,2.17671231,21767.123123355304,558.587661015473,,NWIC,75,75,929.0,03,037,0249,36154,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Burj Dhilwan,PB01MNS0048,30.12152659,75.35334319,Indus (Up to border),Satluj Lower,,Lakes/Pond,2.34500643,23450.064327278054,612.2750834719207,,NWIC,76,76,930.0,03,037,0249,36155,01,01,SUL,SUL,WS01SUL043,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Matti,PB01MNS0100,30.11801415,75.52854552,Indus (Up to border),Satluj Lower,Bahadursinghwala Drain,Lakes/Pond,1.24483658,12448.3658227254,446.99945518031006,,NWIC,174,174,1028.0,03,037,0249,36141,01,01,SUL,SUL,WS01SUL047,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Bathinda,Bhucho Kalan,PB01BTH0011,30.23221091,75.08436884,Indus (Up to border),Satluj Lower,,Lakes/Pond,2.56329445,25632.94447940926,653.350413392386,,NWIC,78,78,932.0,03,028,0245,35734,01,01,SUL,SUL,WS01SUL045,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Bathinda,Chak Fateh Singhwala,PB01BTH0012,30.20701469,75.09461372,Indus (Up to border),Satluj Lower,,Lakes/Pond,1.21125688,12112.568760077083,498.9287369095176,,NWIC,79,79,933.0,03,028,0245,35797,01,01,SUL,SUL,WS01SUL045,,01,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,No,No,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Bathinda,Chak Ram Singhwala,PB01BTH0001,30.18449454,75.10244315,Indus (Up to border),Satluj Lower,,Reservoir,2.91866386,29186.638586768284,688.6766990843081,,NWIC,80,80,934.0,03,028,0245,35799,01,01,SUL,SUL,WS01SUL045,,02,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Patiala,Karhali,PB01PTL0021,30.1651663,76.32764780000001,Indus (Up to border),Ghaghar and others,Ghagghar,Lakes/Pond,3.7798058,37798.05800108114,734.0317574098322,,NWIC,81,81,935.0,03,041,0253,36656,01,01,GHO,GHO,WS01GHO015,,01,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Patiala,Samana,Kamashpur,PB01PTL0022,30.13924067,76.24748871999999,Indus (Up to border),Ghaghar and others,Ghagghar,Lakes/Pond,1.32581828,13258.1827907462,516.3963147171914,,NWIC,82,82,936.0,03,041,0250,36190,01,01,GHO,GHO,WS01GHO015,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Patiala,Samana,Fatehpur,PB01PTL0023,30.18226835,76.2461828,Indus (Up to border),Ghaghar and others,Ghagghar,Lakes/Pond,1.09831541,10983.154122274784,415.0420761219692,,NWIC,83,83,937.0,03,041,0250,36197,01,01,GHO,GHO,WS01GHO015,,01,,,,,,,,,,,,,,,Yes,No,Yes,No,Yes,No,No,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Patiala,Samana,Marauri,PB01PTL0024,30.07083771,76.21802015,Indus (Up to border),Ghaghar and others,Ghagghar,Lakes/Pond,1.13607799,11360.779896342448,428.7130020302336,,NWIC,84,84,938.0,03,041,0250,36168,01,01,GHO,GHO,WS01GHO015,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Patran,Nanhera,PB01PTL0025,30.03334839,76.17139153000001,Indus (Up to border),Ghaghar and others,Ghagghar,Lakes/Pond,1.73741093,17374.10929256875,516.5965561375867,,NWIC,85,85,939.0,03,041,0251,36289,01,01,GHO,GHO,WS01GHO015,,01,,,,,,,,,,,,,,,No,No,Yes,No,Yes,No,Yes,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Patiala,Samana,Bahmana,PB01PTL0026,30.17924606,76.13522498,Indus (Up to border),Ghaghar and others,Choe,Lakes/Pond,1.52187081,15218.70809270599,504.9061869864374,,NWIC,86,86,940.0,03,041,0250,36202,01,01,GHO,GHO,WS01GHO016,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Samana,Mavi Kalan,PB01PTL0027,30.10059139,76.15966136,Indus (Up to border),Ghaghar and others,Choe,Lakes/Pond,2.44421568,24442.15675213252,601.138779952838,,NWIC,87,87,941.0,03,041,0250,36175,01,01,GHO,GHO,WS01GHO016,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Patran,Buta Singhwala Urf Harigarh,PB01PTL0028,30.03019259,76.14736684,Indus (Up to border),Ghaghar and others,Choe,Lakes/Pond,1.57831596,15783.159552044426,523.4795352580957,,NWIC,88,88,942.0,03,041,0251,36290,01,01,GHO,GHO,WS01GHO016,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Patran,Ghagga,PB01PTL0029,30.02505896,76.09932652,Indus (Up to border),Ghaghar and others,Choe,Lakes/Pond,1.50488014,15048.801378549431,500.97351979611,,NWIC,89,89,943.0,03,041,0251,0,01,01,GHO,GHO,WS01GHO016,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Samana,Kakrala,PB01PTL0030,30.07507957,76.12615824999999,Indus (Up to border),Ghaghar and others,Choe,Lakes/Pond,2.47431377,24743.13774119382,602.2100751125628,,NWIC,90,90,944.0,03,041,0250,36161,01,01,GHO,GHO,WS01GHO016,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Samana,Bujrak,PB01PTL0031,30.10135506,76.11286308999999,Indus (Up to border),Ghaghar and others,Choe,Lakes/Pond,3.02994293,30299.429264332888,659.0898987499291,,NWIC,91,91,945.0,03,041,0250,36162,01,01,GHO,GHO,WS01GHO016,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Patran,Daftriwala,PB01PTL0032,30.00762994,76.07075768,Indus (Up to border),Ghaghar and others,Choe,Lakes/Pond,1.87805428,18780.542758993968,539.0517771398703,,NWIC,92,92,946.0,03,041,0251,36284,01,01,GHO,GHO,WS01GHO016,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Samana,Gajewas,PB01PTL0033,30.19941454,76.10833901,Indus (Up to border),Ghaghar and others,Choe,Lakes/Pond,2.70169146,27016.914569186494,687.6476469702649,,NWIC,93,93,947.0,03,041,0250,36203,01,01,GHO,GHO,WS01GHO016,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Fatah Balu,PB01BTH0013,29.78954408,75.14551183,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.55673435,15567.343480671134,476.9400846042646,,NWIC,94,94,948.0,03,028,0246,35916,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Kalalwala,PB01BTH0014,29.81260403,75.13409314,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,2.42514256,24251.425585325316,594.5670233802153,,NWIC,95,95,949.0,03,028,0246,35915,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Budhlada,Akanwali,PB01MNS0049,29.88798115,75.40871419,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.98336806,19833.680560126017,544.0945121063617,,NWIC,96,96,950.0,03,037,0248,36024,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Barnala,PB01MNS0050,29.94753718,75.43710863,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,2.05152938,20515.293844037464,545.2049325905381,,NWIC,97,97,951.0,03,037,0249,36095,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Khilian,PB01MNS0051,29.97322171,75.47411372,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.37778162,13777.816247797558,448.5092149583614,,NWIC,98,98,952.0,03,037,0249,36091,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Jawaharke,PB01MNS0052,29.96987525,75.40146371,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,4.16268254,41626.82540450215,814.859793695106,,NWIC,99,99,953.0,03,037,0249,36096,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Kot Dharmu,PB01MNS0053,29.89431694,75.37003044000001,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,3.36000894,33600.089431349086,728.360532584852,,NWIC,100,100,954.0,03,037,0249,36101,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Kot Dharmu,PB01MNS0054,29.88986819,75.37329172,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.7240526,17240.525995272503,525.5885041100374,,NWIC,101,101,955.0,03,037,0249,36101,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Bhama Kalan,PB01MNS0055,29.87940351,75.35399661999999,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,4.34911711,43491.17108482387,805.5783730457432,,NWIC,102,102,956.0,03,037,0247,35936,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Budhlada,Akanwali,PB01MNS0056,29.86178925,75.3927731,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,2.54854366,25485.436586185184,603.64527805351,,NWIC,103,103,957.0,03,037,0248,36024,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Bhama Khurd,PB01MNS0057,29.85905294,75.36059184,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.35343979,13534.397896603075,453.66380257342144,,NWIC,104,104,958.0,03,037,0247,35937,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Lalianwali,PB01MNS0058,29.84005406,75.34238465,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.69429819,16942.981866561495,523.557655039411,,NWIC,105,105,959.0,03,037,0247,35938,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Khiali Chahianwali,PB01MNS0059,29.82207348,75.36861822,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.03135321,10313.532137290384,398.987776166083,,NWIC,106,106,960.0,03,037,0247,35979,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Jhanduke,PB01MNS0060,29.75090827,75.33974495999999,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.34120842,13412.084236088494,434.385928009035,,NWIC,107,107,961.0,03,037,0247,35974,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Fatta Maluka,PB01MNS0061,29.76870056,75.30201425000001,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.89937733,18993.77330777665,596.1515786663813,,NWIC,108,108,962.0,03,037,0247,35976,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Kotra,PB01MNS0062,29.76450898,75.24809506000001,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,3.73994083,37399.40833225488,772.3280364942967,,NWIC,109,109,963.0,03,037,0247,35942,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Jatana Kalan,PB01MNS0063,29.79607396,75.26085953,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,2.01710343,20171.034349270325,551.7882740312108,,NWIC,110,110,964.0,03,037,0247,35943,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,Yes,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Jatana Khurd,PB01MNS0064,29.79981095,75.27955685,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,4.8391681,48391.681043735065,824.053046361789,,NWIC,111,111,965.0,03,037,0247,35941,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Aullak,PB01MNS0065,29.83537387,75.25382287,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,2.09383508,20938.35076912755,562.7822793891188,,NWIC,112,112,966.0,03,037,0247,35931,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Dasundia,PB01MNS0066,29.853035400000003,75.32279627999999,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.86481249,18648.12488311206,522.4919146723,,NWIC,113,113,967.0,03,037,0247,35934,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Raman Mandi,PB01MNS0067,29.85877299,75.30355613,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.07738693,10773.869285135028,399.9837203415213,,NWIC,114,114,968.0,03,037,0247,35935,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Dasundia,PB01MNS0068,29.85753794,75.30610374,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.04604081,10460.40812249104,395.3055844139789,,NWIC,115,115,969.0,03,037,0247,35934,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,Yes,No,Yes,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Uddat Bhagat Ram,PB01MNS0069,29.901728740000003,75.33315558,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.2754728,12754.727958539646,427.8425565976771,,NWIC,116,116,970.0,03,037,0249,36102,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Patiala,Nabha,Agaul,PB01PTL0041,30.45425659,76.21352143,Indus (Up to border),Ghaghar and others,Sirhind,Lakes/Pond,1.12945439,11294.543892415972,435.1599345101757,,NWIC,237,237,1091.0,03,041,0252,36413,01,01,GHO,GHO,WS01GHO020,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Kotra,PB01MNS0070,29.7991635,75.23629471,Indus (Up to border),Ghaghar and others,Dhuri Drain,Lakes/Pond,1.2611958,12611.958045146735,461.8788154833634,,NWIC,117,117,971.0,03,037,0247,35942,01,01,GHO,GHO,WS01GHO028,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Budhlada,Sirsiwala,PB01MNS0071,29.87255291,75.63348214999999,Indus (Up to border),Ghaghar and others,Bareta Drain,Lakes/Pond,1.77650511,17765.05114715614,536.8823253595889,,NWIC,118,118,972.0,03,037,0248,36043,01,01,GHO,GHO,WS01GHO022,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Budhlada,Saspali,PB01MNS0072,29.83271322,75.61190899,Indus (Up to border),Ghaghar and others,Bareta Drain,Lakes/Pond,2.27009318,22700.93184326249,605.1458620164323,,NWIC,119,119,973.0,03,037,0248,36016,01,01,GHO,GHO,WS01GHO022,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Budhlada,Dharampura,PB01MNS0073,29.82905601,75.64636947999999,Indus (Up to border),Ghaghar and others,Bareta Drain,Lakes/Pond,1.68050695,16805.06949709543,492.0804094385852,,NWIC,120,120,974.0,03,037,0248,36015,01,01,GHO,GHO,WS01GHO022,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Budhlada,Bachhoana,PB01MNS0074,29.95983249,75.60813820999999,Indus (Up to border),Ghaghar and others,Bareta Drain,Lakes/Pond,5.310912210000001,53109.12208542014,898.5152370128508,,NWIC,121,121,975.0,03,037,0248,36065,01,01,GHO,GHO,WS01GHO022,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Budhlada,Datewas,PB01MNS0075,29.90821199,75.61635840999999,Indus (Up to border),Ghaghar and others,Bareta Drain,Lakes/Pond,2.76066295,27606.629451720903,643.5311234392582,,NWIC,122,122,976.0,03,037,0248,36055,01,01,GHO,GHO,WS01GHO022,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Natheha,PB01BTH0015,29.84124222,75.17096430000001,Indus (Up to border),Ghaghar and others,,Lakes/Pond,5.052400390000001,50524.003907267565,831.1051804352883,,NWIC,123,123,977.0,03,028,0246,35918,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Behman Jassa Singh,PB01BTH0016,29.91876005,75.11417788,Indus (Up to border),Ghaghar and others,,Lakes/Pond,1.89477563,18947.756301726837,640.2356814819032,,NWIC,124,124,978.0,03,028,0246,35906,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Lehri,PB01BTH0017,29.88701205,75.15997347,Indus (Up to border),Ghaghar and others,,Lakes/Pond,1.04180558,10418.055793824553,390.7183460892375,,NWIC,125,125,979.0,03,028,0246,35909,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Bathinda,Talwandi Sabo,Lehri,PB01BTH0018,29.88493792,75.16297293999999,Indus (Up to border),Ghaghar and others,,Lakes/Pond,1.04343571,10434.357129016937,386.3095384223312,,NWIC,126,126,980.0,03,028,0246,35909,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Ghrangne,PB01MNS0076,29.9395094,75.34689182,Indus (Up to border),Ghaghar and others,,Lakes/Pond,2.44946591,24494.65910459939,665.1468248703184,,NWIC,127,127,981.0,03,037,0249,36105,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Dullowala,PB01MNS0077,29.92508187,75.36020542,Indus (Up to border),Ghaghar and others,,Lakes/Pond,1.79877623,17987.76234328313,519.375196308504,,NWIC,128,128,982.0,03,037,0249,36103,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Bajewala,PB01MNS0078,29.88240282,75.30158366,Indus (Up to border),Ghaghar and others,,Lakes/Pond,2.85830694,28583.06943851865,680.0703656471871,,NWIC,129,129,983.0,03,037,0247,35923,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Barewala Jattan,PB01MNS0079,29.87245957,75.2794213,Indus (Up to border),Ghaghar and others,,Lakes/Pond,1.65143788,16514.378811951807,526.765500033609,,NWIC,130,130,984.0,03,037,0247,35924,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Maujian,PB01MNS0080,29.92300167,75.3253799,Indus (Up to border),Ghaghar and others,,Lakes/Pond,2.06915961,20691.596137554567,662.4417725891504,,NWIC,131,131,985.0,03,037,0249,36106,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Mansa,Chhapianwali,PB01MNS0081,29.91129175,75.29682548000001,Indus (Up to border),Ghaghar and others,,Lakes/Pond,2.12866525,21286.652526752485,628.4921158546412,,NWIC,132,132,986.0,03,037,0249,35922,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
Phase 2,Punjab,Mansa,Sardulgarh,Raipur,PB01MNS0082,29.90451472,75.25205298,Indus (Up to border),Ghaghar and others,,Lakes/Pond,2.69008355,26900.83551599322,628.5420216130356,,NWIC,133,133,987.0,03,037,0247,35921,01,01,GHO,GHO,WS01GHO030,,01,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,,District Water Body Atlas
