SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,10-01-2026 23:00,0.5
2,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,13-01-2026 15:00,3
3,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,13-01-2026 18:00,0.5
4,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,26-01-2026 19:00,1
5,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,27-01-2026 06:00,0.5
6,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,02-02-2026 19:00,1
7,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,02-02-2026 22:00,4
8,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,08-02-2026 00:00,339
9,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,14-02-2026 21:00,2
10,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,21-02-2026 20:00,25
11,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,21-02-2026 21:00,6
12,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,21-02-2026 22:00,3
13,MALAKKARA,CWC,32,Kerala,564,PATHANAMTHITTA,ADOOR,-,-,Pamba,West flowing rivers from Tapi to Tadri,-,-,-,Pamba,9.32916667,76.66388889,21-02-2026 23:00,1
