SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
31,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,03-07-2005 09:22,7.7576027
32,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,03-07-2005 09:22,7.277132
33,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,04-07-2005 08:00,0.154
34,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,05-07-2005 08:00,0
35,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,06-07-2005 08:00,0
36,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,07-07-2005 08:00,0
37,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,08-07-2005 08:00,0
38,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,09-07-2005 08:00,0
39,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,10-07-2005 08:00,0
40,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,11-07-2005 08:00,0
41,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,12-07-2005 08:00,0
42,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,13-07-2005 08:00,0
43,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,14-07-2005 08:00,0
44,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,15-07-2005 08:00,0
45,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,16-07-2005 08:00,0
46,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,17-07-2005 08:00,0
47,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,18-07-2005 08:00,0
48,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,19-07-2005 08:00,0
49,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,20-07-2005 08:00,0
50,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,21-07-2005 08:00,0
51,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,22-07-2005 08:00,0
52,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,23-07-2005 08:00,0
53,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,24-07-2005 08:00,0
54,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,25-07-2005 08:00,0
55,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,26-07-2005 08:00,0
56,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,27-07-2005 08:00,0
57,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,28-07-2005 14:00,12.78
58,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,29-07-2005 08:52,0.9246528
59,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,29-07-2005 09:07,1.3709457
60,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,31-07-2005 08:37,1.1171702
61,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,01-08-2005 08:45,96.66161
62,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,02-08-2005 09:37,76.52659
63,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,03-08-2005 09:22,9.0648775
64,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,04-08-2005 08:37,12.786782
65,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,08-08-2005 08:00,0.586
66,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,09-08-2005 08:00,0.405
67,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,10-08-2005 08:00,0.262
68,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,11-08-2005 08:00,0.262
69,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,12-08-2005 08:00,0.262
70,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,13-08-2005 08:00,0.204
71,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,14-08-2005 08:00,0.154
72,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,15-08-2005 08:00,0.112
73,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,16-08-2005 08:00,0.078
74,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,17-08-2005 08:00,0.05
75,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,18-08-2005 08:00,0.03
76,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,19-08-2005 08:00,0.015
77,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,20-08-2005 08:00,0.006
78,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,21-08-2005 08:00,0.001
79,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,22-08-2005 08:00,0
80,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,23-08-2005 08:00,0
81,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,24-08-2005 08:00,0
82,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,25-08-2005 08:00,0
83,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,26-08-2005 08:00,0
84,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,27-08-2005 08:00,0
85,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,28-08-2005 08:00,0
86,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,29-08-2005 08:00,0
87,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,30-08-2005 08:00,0
88,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,31-08-2005 08:00,0
89,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,01-09-2005 08:00,0
90,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,02-09-2005 08:00,0
91,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,03-09-2005 08:00,0
92,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,04-09-2005 08:00,0
93,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,05-09-2005 08:00,0
94,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,06-09-2005 08:00,0
95,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,07-09-2005 08:00,0
96,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,08-09-2005 08:00,0.69
97,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,09-09-2005 08:00,0.405
98,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,10-09-2005 08:00,0.154
99,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,11-09-2005 08:00,0.15
100,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,12-09-2005 08:00,0.001
101,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,13-09-2005 08:00,0
102,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,14-09-2005 08:00,0
103,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,15-09-2005 08:00,0.015
104,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,16-09-2005 09:00,5.0973535
105,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,17-09-2005 08:00,0.69
106,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,18-09-2005 08:35,10.292279
107,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,20-09-2005 09:30,29.920843
108,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,21-09-2005 09:15,7.102386
109,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,23-09-2005 08:30,2.4103594
110,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,24-09-2005 08:30,90.864876
111,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,25-09-2005 09:00,23.389923
112,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,26-09-2005 08:30,20.560347
113,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,27-09-2005 08:30,8.0180235
114,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,28-09-2005 08:30,5.2284718
115,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,29-09-2005 08:30,3.3884902
116,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,30-09-2005 08:30,2.6428728
117,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,01-10-2005 08:30,2.1904724
118,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,02-10-2005 08:30,1.6988908
119,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,03-10-2005 08:30,1.2986656
120,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,04-10-2005 08:30,1.011442
121,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,05-10-2005 08:22,0.6796954
122,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,06-10-2005 08:37,0.414304
123,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,07-10-2005 08:22,0.4063887
124,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,08-10-2005 08:22,0.30051035
125,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,09-10-2005 08:22,0.26047593
126,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,10-10-2005 08:22,0.24259591
127,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,11-10-2005 08:22,0.19990338
128,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,12-10-2005 08:22,0.11221375
129,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,13-10-2005 08:00,0.105
130,Abu Road,CWC,8,Rajasthan,115,SIROHI,ABU ROAD,-,-,Banas,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Banas,24.49361111,72.79027778,14-10-2005 08:00,0.085
