SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
1,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,18-06-2021 08:30,3
2,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,19-06-2021 08:30,26
3,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,12-07-2021 08:30,17
4,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,13-07-2021 08:30,32
5,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,14-07-2021 08:30,5
6,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,16-07-2021 08:30,5
7,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,18-07-2021 08:30,5
8,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,25-07-2021 08:30,26
9,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,26-07-2021 08:30,30
10,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,02-09-2021 08:30,135
11,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,03-09-2021 08:30,4
12,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,06-09-2021 08:30,13
13,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,07-09-2021 08:30,8
14,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,10-09-2021 08:30,49
15,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,11-09-2021 08:30,24
16,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,13-09-2021 08:30,285
17,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,14-09-2021 08:30,250
18,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,15-09-2021 08:30,16
19,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,18-09-2021 08:30,30
20,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,19-09-2021 08:30,43
21,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,26-09-2021 08:30,65
22,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,28-09-2021 08:30,75
23,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,29-09-2021 08:30,22
24,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,30-09-2021 08:30,70
25,Aji_Paddhari,Gujarat SW GW,24,Gujarat,457,Rajkot,PADDHARI,-,-,-,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,-,22.44388889,70.59472222,09-10-2021 08:30,6
26,Ambaliyasan,Gujarat SW GW,24,Gujarat,451,Mahesana,MAHESANA,-,-,Rupen,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Rupen,23.45174722,72.41769444,17-06-2021 08:30,7
27,Ambaliyasan,Gujarat SW GW,24,Gujarat,451,Mahesana,MAHESANA,-,-,Rupen,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Rupen,23.45174722,72.41769444,18-06-2021 08:30,12
28,Ambaliyasan,Gujarat SW GW,24,Gujarat,451,Mahesana,MAHESANA,-,-,Rupen,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Rupen,23.45174722,72.41769444,19-06-2021 08:30,65
29,Ambaliyasan,Gujarat SW GW,24,Gujarat,451,Mahesana,MAHESANA,-,-,Rupen,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Rupen,23.45174722,72.41769444,21-06-2021 08:30,5
30,Ambaliyasan,Gujarat SW GW,24,Gujarat,451,Mahesana,MAHESANA,-,-,Rupen,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Rupen,23.45174722,72.41769444,22-06-2021 08:30,22
31,Ambaliyasan,Gujarat SW GW,24,Gujarat,451,Mahesana,MAHESANA,-,-,Rupen,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Rupen,23.45174722,72.41769444,12-07-2021 08:30,5
32,Ambaliyasan,Gujarat SW GW,24,Gujarat,451,Mahesana,MAHESANA,-,-,Rupen,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Rupen,23.45174722,72.41769444,14-07-2021 08:30,3
33,Ambaliyasan,Gujarat SW GW,24,Gujarat,451,Mahesana,MAHESANA,-,-,Rupen,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Rupen,23.45174722,72.41769444,25-07-2021 08:30,16
34,Ambaliyasan,Gujarat SW GW,24,Gujarat,451,Mahesana,MAHESANA,-,-,Rupen,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Rupen,23.45174722,72.41769444,26-07-2021 08:30,74
35,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,18-06-2021 08:30,12
36,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,19-06-2021 08:30,40
37,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,22-06-2021 08:30,6
38,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,11-07-2021 08:30,35
39,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,12-07-2021 08:30,24
40,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,16-07-2021 08:30,12
41,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,21-07-2021 08:30,1
42,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,25-07-2021 08:30,5
43,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,26-07-2021 08:30,14
44,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,27-07-2021 08:30,3
45,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,28-07-2021 08:30,2
46,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,29-07-2021 08:30,5
47,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,30-07-2021 08:30,14
48,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,31-07-2021 09:30,5
49,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,01-08-2021 08:30,3
50,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,03-08-2021 08:30,2
51,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,31-08-2021 08:30,32
52,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,01-09-2021 08:30,4
53,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,07-09-2021 08:30,5
54,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,08-09-2021 08:30,3
55,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,10-09-2021 08:30,33
56,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,11-09-2021 08:30,6
57,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,12-09-2021 08:30,2
58,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,13-09-2021 08:30,2
59,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,14-09-2021 08:30,6
60,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,15-09-2021 08:30,8
61,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,21-09-2021 08:30,30
62,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,22-09-2021 08:30,14
63,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,23-09-2021 08:30,5
64,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,24-09-2021 08:30,70
65,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,25-09-2021 08:30,1
66,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,26-09-2021 08:30,7
67,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,28-09-2021 08:30,6
68,Amirgadh,Gujarat SW GW,24,Gujarat,441,Banaskantha,AMIRGADH,-,-,-,Indus,Siang,-,-,Banas,24.40910556,72.63988611,03-10-2021 08:30,1
69,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,16-06-2021 08:30,3.5
70,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,20-06-2021 08:30,16
71,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,21-06-2021 08:30,19
72,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,12-07-2021 08:30,12
73,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,13-07-2021 08:30,4
74,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,14-07-2021 08:30,5
75,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,19-07-2021 08:30,11
76,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,20-07-2021 08:30,8
77,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,21-07-2021 08:30,2
78,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,25-07-2021 08:30,16
79,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,26-07-2021 08:30,47
80,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,27-07-2021 08:30,17
81,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,30-07-2021 08:30,13
82,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,01-08-2021 08:30,3
83,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,12-08-2021 08:30,5
84,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,18-08-2021 08:30,5
85,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,22-08-2021 08:30,19
86,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,31-08-2021 08:30,19
87,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,01-09-2021 08:30,7
88,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,02-09-2021 08:30,11
89,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,03-09-2021 08:30,13
90,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,09-09-2021 08:30,93
91,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,11-09-2021 08:30,44
92,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,12-09-2021 08:30,24
93,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,14-09-2021 08:30,18
94,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,15-09-2021 08:30,5
95,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,17-09-2021 08:30,39
96,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,20-09-2021 08:30,9
97,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,22-09-2021 08:30,16
98,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,23-09-2021 08:30,2
99,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,27-09-2021 08:30,16
100,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,29-09-2021 08:30,5
101,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,30-09-2021 08:30,5
102,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,22-06-2022 08:30,1
103,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,23-06-2022 08:30,0.5
104,Anior,Gujarat SW GW,24,Gujarat,672,Aravalli,Malpur,-,-,Sabarmati,Sabarmati,Watrak,-,-,-,23.33143333,73.34162778,24-06-2022 08:30,4.5
105,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,20-06-2021 08:30,129
106,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,24-07-2021 08:30,12
107,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,25-07-2021 08:30,10
108,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,27-07-2021 08:30,13
109,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,02-09-2021 08:30,140
110,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,05-09-2021 08:30,4
111,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,06-09-2021 08:30,5
112,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,07-09-2021 08:30,4
113,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,09-09-2021 08:30,24
114,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,11-09-2021 08:30,3
115,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,12-09-2021 08:30,30
116,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,13-09-2021 08:30,15
117,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,14-09-2021 08:30,15
118,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,15-09-2021 08:30,60
119,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,19-09-2021 08:30,26
120,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,20-09-2021 08:30,15
121,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,24-09-2021 08:30,75
122,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,28-09-2021 08:30,52
123,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,30-09-2021 08:30,75
124,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,01-10-2021 08:30,25
125,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,02-10-2021 08:30,5
126,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,21-06-2022 08:30,7.5
127,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,24-06-2022 08:30,2
128,ANJAR,Gujarat SW GW,24,Gujarat,449,Kachchh,ANJAR,-,-,Sang,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Sang,23.10653333,70.03686111,27-06-2022 08:30,1.5
129,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,05-06-2021 08:30,55
130,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,19-06-2021 08:30,60
131,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,20-06-2021 08:30,5
132,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,21-06-2021 08:30,10
133,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,25-06-2021 08:30,30
134,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,28-06-2021 08:30,80
135,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,29-06-2021 08:30,28
136,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,12-07-2021 08:30,9
137,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,16-07-2021 08:30,10
138,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,19-07-2021 08:30,39
139,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,21-07-2021 08:30,7
140,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,25-07-2021 08:30,2
141,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,26-07-2021 08:30,35
142,ANKLAV,Gujarat SW GW,24,Gujarat,440,Anand,BORSAD,-,-,Mahi,Mahi,-,-,-,-,22.37784722,73.00690556,27-07-2021 08:30,68
