SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry 6 Hourly (meter)
139,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,27-03-2026 12:00,-20.471
140,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,27-03-2026 18:00,-20.655
141,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,28-03-2026 00:00,-20.5
142,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,28-03-2026 06:00,-20.304
143,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,28-03-2026 12:00,-20.51
144,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,28-03-2026 18:00,-20.761
145,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,29-03-2026 00:00,-20.626
146,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,29-03-2026 06:00,-20.427
147,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,29-03-2026 12:00,-20.627
148,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,29-03-2026 18:00,-20.792
149,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,30-03-2026 00:00,-20.643
150,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,30-03-2026 06:00,-20.471
151,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,30-03-2026 12:00,-20.747
152,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,30-03-2026 18:00,-20.889
153,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,31-03-2026 00:00,-20.775
154,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,31-03-2026 06:00,-20.613
155,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,31-03-2026 12:00,-20.963
156,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,31-03-2026 18:00,-21.177
157,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,01-04-2026 00:00,-21.003
158,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,01-04-2026 06:00,-20.838
159,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,01-04-2026 12:00,-21.069
160,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,01-04-2026 18:00,-21.204
161,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,02-04-2026 00:00,-21.095
162,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,02-04-2026 06:00,-20.936
163,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,02-04-2026 12:00,-21.203
164,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,02-04-2026 18:00,-21.421
165,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,03-04-2026 00:00,-21.294
166,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,03-04-2026 06:00,-21.162
167,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,03-04-2026 12:00,-21.391
168,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,03-04-2026 18:00,-21.508
169,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,04-04-2026 00:00,-21.344
170,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,04-04-2026 06:00,-21.199
171,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,04-04-2026 12:00,-21.39
172,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,04-04-2026 18:00,-21.613
173,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,05-04-2026 00:00,-21.505
174,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,05-04-2026 06:00,-21.399
175,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,05-04-2026 12:00,-21.572
176,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,05-04-2026 18:00,-21.763
177,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,06-04-2026 00:00,-21.713
178,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,06-04-2026 06:00,-21.637
179,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,06-04-2026 12:00,-21.845
180,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,06-04-2026 18:00,-21.966
181,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,07-04-2026 00:00,-523.238
182,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,07-04-2026 06:00,-21.527
183,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,07-04-2026 12:00,-21.704
184,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,07-04-2026 18:00,-21.833
185,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,08-04-2026 00:00,-21.669
186,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,08-04-2026 06:00,-21.548
187,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,08-04-2026 12:00,-21.619
188,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,08-04-2026 18:00,-21.795
189,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,09-04-2026 00:00,-21.724
190,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,09-04-2026 06:00,-21.61
191,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,09-04-2026 12:00,-21.77
192,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,09-04-2026 18:00,-22.003
193,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,10-04-2026 00:00,-21.828
194,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,10-04-2026 06:00,-21.679
195,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,10-04-2026 12:00,-21.92
196,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,10-04-2026 18:00,-22.072
197,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,11-04-2026 00:00,-21.919
198,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,11-04-2026 06:00,-523.138
199,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,11-04-2026 12:00,-21.899
200,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,11-04-2026 18:00,-22.181
201,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,12-04-2026 00:00,-22.028
202,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,12-04-2026 06:00,-21.849
203,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,12-04-2026 12:00,-21.986
204,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,12-04-2026 18:00,-22.181
205,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,13-04-2026 12:00,-22.107
206,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,13-04-2026 18:00,-22.339
207,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,14-04-2026 00:00,-22.184
208,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,14-04-2026 06:00,-22.037
209,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,14-04-2026 12:00,-22.252
210,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,14-04-2026 18:00,-22.434
211,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,15-04-2026 00:00,-22.294
212,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,15-04-2026 06:00,-22.154
213,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,15-04-2026 12:00,-22.343
214,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,15-04-2026 18:00,-22.501
215,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,16-04-2026 00:00,-22.324
216,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,16-04-2026 06:00,-22.185
217,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,16-04-2026 12:00,-22.327
218,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,16-04-2026 18:00,-22.388
219,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,17-04-2026 00:00,-22.25
220,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,17-04-2026 06:00,-22.152
221,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,17-04-2026 12:00,-22.433
222,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,17-04-2026 18:00,-22.49
223,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,18-04-2026 00:00,-22.357
224,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,18-04-2026 06:00,-22.311
225,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,18-04-2026 12:00,-22.469
226,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,18-04-2026 18:00,-22.737
227,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,19-04-2026 00:00,-22.584
228,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,19-04-2026 06:00,-22.387
229,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,19-04-2026 12:00,-22.55
230,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,19-04-2026 18:00,-22.725
231,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,20-04-2026 00:00,-22.624
232,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,20-04-2026 06:00,-22.482
233,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,20-04-2026 12:00,-22.624
234,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,20-04-2026 18:00,-22.808
235,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,21-04-2026 00:00,-22.635
236,Bahour Bahour,Puducherry,34,Puducherry,600,Puducherry,Bahour,Bahour,Bahour,-,-,-,-,-,-,11.80585833,79.74838889,,21-04-2026 06:00,-22.507
237,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,01-01-2026 00:00,-23.174
238,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,01-01-2026 06:00,-22.951
239,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,01-01-2026 12:00,-24.15
240,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,01-01-2026 18:00,-24.124
241,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,02-01-2026 00:00,-23.222
242,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,02-01-2026 06:00,-23.06
243,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,02-01-2026 12:00,-24.091
244,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,02-01-2026 18:00,-24.327
245,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,03-01-2026 00:00,-23.247
246,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,03-01-2026 06:00,-23.122
247,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,03-01-2026 12:00,-24.245
248,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,03-01-2026 18:00,-24.45
249,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,07-01-2026 00:00,-23.257
250,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,07-01-2026 06:00,-23.096
251,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,07-01-2026 12:00,-23.833
252,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,07-01-2026 18:00,-23.411
253,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,08-01-2026 00:00,-23.233
254,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,08-01-2026 06:00,-23.224
255,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,08-01-2026 12:00,-24.238
256,Embalam Nettapakkam,Puducherry,34,Puducherry,600,Puducherry,Bahour,Nettapakkam,EMBALAM,-,-,-,-,-,-,11.86638889,79.72859444,,08-01-2026 18:00,-24.473
257,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,01-01-2026 00:00,-12.917
258,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,01-01-2026 06:00,-12.905
259,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,01-01-2026 12:00,-12.906
260,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,01-01-2026 18:00,-12.894
261,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,02-01-2026 00:00,-12.896
262,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,02-01-2026 06:00,-12.884
263,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,02-01-2026 12:00,-12.892
264,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,02-01-2026 18:00,-13.833
265,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,03-01-2026 00:00,-13.465
266,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,03-01-2026 06:00,-13.331
267,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,03-01-2026 12:00,-13.259
268,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,03-01-2026 18:00,-13.082
269,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,07-01-2026 00:00,-13.293
270,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,07-01-2026 06:00,-13.212
271,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,07-01-2026 12:00,-13.038
272,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,07-01-2026 18:00,-12.981
273,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,08-01-2026 00:00,-12.949
274,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,08-01-2026 06:00,-12.917
275,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,08-01-2026 12:00,-12.904
276,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,08-01-2026 18:00,-12.883
277,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,11-01-2026 00:00,-13.331
278,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,11-01-2026 06:00,-13.229
279,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,11-01-2026 12:00,-13.636
280,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,11-01-2026 18:00,-13.289
281,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,12-01-2026 00:00,-13.098
282,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,12-01-2026 06:00,-13.017
283,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,12-01-2026 12:00,-12.969
284,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,12-01-2026 18:00,-12.921
285,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,13-01-2026 00:00,-12.893
286,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,13-01-2026 06:00,-12.856
287,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,13-01-2026 12:00,-12.84
288,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,13-01-2026 18:00,-12.806
