SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry 6 Hourly (meter)
289,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,14-01-2026 00:00,-12.692
290,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,14-01-2026 06:00,-12.677
291,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,14-01-2026 12:00,-13.732
292,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,14-01-2026 18:00,-13.619
293,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,15-01-2026 00:00,-13.365
294,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,15-01-2026 06:00,-13.258
295,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,15-01-2026 12:00,-13.089
296,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,15-01-2026 18:00,-13.019
297,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,16-01-2026 00:00,-12.978
298,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,16-01-2026 06:00,-12.937
299,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,16-01-2026 12:00,-12.92
300,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,16-01-2026 18:00,-12.887
301,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,17-01-2026 00:00,-12.877
302,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,17-01-2026 06:00,-12.857
303,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,18-01-2026 00:00,-12.835
304,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,18-01-2026 06:00,-12.825
305,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,18-01-2026 12:00,-12.833
306,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,18-01-2026 18:00,-12.826
307,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,19-01-2026 00:00,-12.837
308,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,19-01-2026 06:00,-12.829
309,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,19-01-2026 12:00,-13.726
310,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,19-01-2026 18:00,-13.322
311,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,20-01-2026 00:00,-13.23
312,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,20-01-2026 06:00,-13.041
313,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,20-01-2026 12:00,-12.99
314,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,20-01-2026 18:00,-12.941
315,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,23-01-2026 12:00,-12.859
316,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,23-01-2026 18:00,-12.848
317,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,17-03-2026 00:00,-12.993
318,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,17-03-2026 06:00,-12.972
319,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,17-03-2026 12:00,-12.971
320,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,17-03-2026 18:00,-12.995
321,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,18-03-2026 00:00,-12.988
322,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,18-03-2026 06:00,-12.978
323,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,18-03-2026 12:00,-12.981
324,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,18-03-2026 18:00,-12.97
325,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,19-03-2026 00:00,-12.982
326,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,19-03-2026 06:00,-12.972
327,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,19-03-2026 12:00,-12.969
328,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,19-03-2026 18:00,-12.953
329,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,20-03-2026 00:00,-12.962
330,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,20-03-2026 06:00,-12.95
331,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,20-03-2026 12:00,-12.985
332,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,20-03-2026 18:00,-12.965
333,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,21-03-2026 00:00,-12.971
334,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,21-03-2026 06:00,-12.964
335,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,21-03-2026 12:00,-13.018
336,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,21-03-2026 18:00,-12.989
337,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,22-03-2026 00:00,-12.991
338,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,22-03-2026 06:00,-12.982
339,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,22-03-2026 12:00,-13.023
340,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,22-03-2026 18:00,-13.007
341,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,23-03-2026 00:00,-13.008
342,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,23-03-2026 06:00,-13.004
343,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,23-03-2026 12:00,-13.044
344,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,23-03-2026 18:00,-13.028
345,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,24-03-2026 00:00,-13.023
346,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,24-03-2026 06:00,-13.012
347,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,25-03-2026 00:00,-13.677
348,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,25-03-2026 06:00,-13.561
349,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,25-03-2026 12:00,-13.412
350,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,25-03-2026 18:00,-13.334
351,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,26-03-2026 00:00,-13.294
352,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,26-03-2026 06:00,-13.258
353,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,26-03-2026 12:00,-13.265
354,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,26-03-2026 18:00,-13.238
355,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,27-03-2026 00:00,-13.229
356,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,27-03-2026 06:00,-13.207
357,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,27-03-2026 12:00,-13.224
358,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,27-03-2026 18:00,-13.203
359,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,28-03-2026 00:00,-13.207
360,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,28-03-2026 06:00,-13.197
361,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,28-03-2026 12:00,-13.224
362,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,28-03-2026 18:00,-13.206
363,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,29-03-2026 00:00,-13.213
364,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,29-03-2026 06:00,-13.208
365,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,30-03-2026 00:00,-13.233
366,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,30-03-2026 06:00,-13.228
367,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,30-03-2026 12:00,-13.26
368,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,30-03-2026 18:00,-13.247
369,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,31-03-2026 00:00,-13.25
370,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,31-03-2026 06:00,-13.24
371,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,31-03-2026 12:00,-13.244
372,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,31-03-2026 18:00,-13.263
373,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,01-04-2026 00:00,-13.26
374,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,01-04-2026 06:00,-13.247
375,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,01-04-2026 12:00,-13.292
376,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,01-04-2026 18:00,-13.271
377,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,02-04-2026 00:00,-13.267
378,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,02-04-2026 06:00,-13.252
379,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,03-04-2026 00:00,-13.265
380,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,03-04-2026 06:00,-13.261
381,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,03-04-2026 12:00,-13.792
382,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,03-04-2026 18:00,-14.544
383,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,04-04-2026 00:00,-14.971
384,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,04-04-2026 06:00,-15.306
385,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,05-04-2026 00:00,-15.617
386,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,05-04-2026 06:00,-15.813
387,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,05-04-2026 12:00,-15.868
388,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,05-04-2026 18:00,-15.898
389,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,06-04-2026 00:00,-15.317
390,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,06-04-2026 06:00,-14.892
391,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,06-04-2026 12:00,-15.432
392,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,06-04-2026 18:00,-15.571
393,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,07-04-2026 00:00,-15.004
394,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,07-04-2026 06:00,-14.615
395,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,07-04-2026 12:00,-14.947
396,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,07-04-2026 18:00,-15.342
397,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,08-04-2026 00:00,-14.674
398,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,08-04-2026 06:00,-14.454
399,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,08-04-2026 12:00,-14.64
400,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,08-04-2026 18:00,-14.607
401,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,09-04-2026 00:00,-14.429
402,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,09-04-2026 06:00,-14.151
403,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,10-04-2026 00:00,-13.979
404,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,10-04-2026 06:00,-13.766
405,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,10-04-2026 12:00,-14.563
406,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,10-04-2026 18:00,-14.396
407,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,11-04-2026 00:00,-14.118
408,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,11-04-2026 06:00,-13.996
409,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,11-04-2026 12:00,-14.072
410,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,11-04-2026 18:00,-14.159
411,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,12-04-2026 00:00,-14.013
412,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,12-04-2026 06:00,-13.803
413,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,12-04-2026 12:00,-14.571
414,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,12-04-2026 18:00,-14.175
415,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,13-04-2026 00:00,-14.084
416,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,13-04-2026 06:00,-13.978
417,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,13-04-2026 12:00,-14.07
418,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,13-04-2026 18:00,-13.952
419,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,14-04-2026 00:00,-13.777
420,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,14-04-2026 06:00,-13.718
421,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,14-04-2026 12:00,-14.422
422,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,14-04-2026 18:00,-14.128
423,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,15-04-2026 00:00,-14.066
424,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,15-04-2026 06:00,-13.954
425,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,15-04-2026 12:00,-14.521
426,Kunichampattu Mannadipet,Puducherry,34,Puducherry,600,Puducherry,Villiyanur,Mannadipet,Kunichampet,-,-,-,-,-,-,12.00456389,79.62940833,,15-04-2026 18:00,-14.224
