SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
361,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2009 23:00,67.061
362,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 00:00,67.084
363,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 01:00,67.04
364,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 02:00,67.043
365,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 03:00,67.05
366,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 04:00,67.083
367,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 05:00,67.07
368,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 06:00,67.055
369,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 07:00,67.04
370,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 08:00,67.042
371,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 09:00,67.032
372,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 10:00,67.081
373,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 11:00,67.075
374,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 12:00,67.069
375,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 13:00,67.073
376,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 14:00,67.069
377,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 15:00,67.069
378,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 16:00,67.081
379,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 17:00,67.085
380,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 18:00,66.997
381,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 19:00,67.054
382,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 20:00,67.032
383,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 21:00,67.047
384,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 22:00,67.078
385,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2010 23:00,67.049
386,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 00:00,67.064
387,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 01:00,67.066
388,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 02:00,67.022
389,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 03:00,67.062
390,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 04:00,67.055
391,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 05:00,67.048
392,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 06:00,67.076
393,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 07:00,67.086
394,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 08:00,67.087
395,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 09:00,67.068
396,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 10:00,67.044
397,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 11:00,67.092
398,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 12:00,67.064
399,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 13:00,67.101
400,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 14:00,67.067
401,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 15:00,67.015
402,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 16:00,67.053
403,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 17:00,67.032
404,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 18:00,67.079
405,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 19:00,67.055
406,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 20:00,67.041
407,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 21:00,67.055
408,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 22:00,67.086
409,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,14-06-2011 23:00,67.114
410,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 00:00,67.048
411,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 01:00,67.072
412,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 02:00,67.088
413,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 03:00,67.069
414,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 04:00,67.061
415,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 05:00,67.078
416,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 06:00,67.109
417,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 07:00,67.055
418,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 08:00,67.109
419,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 09:00,67.063
420,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 10:00,67.058
421,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 11:00,67.095
422,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 12:00,67.094
423,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 13:00,67.066
424,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 14:00,67.087
425,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 15:00,67.032
426,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 17:00,67.092
427,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 18:00,67.073
428,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 19:00,67.014
429,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 20:00,67.075
430,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 21:00,67.089
431,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 22:00,67.099
432,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,13-06-2012 23:00,67.081
433,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,15-05-2014 20:00,67.098
434,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,15-05-2014 21:00,67.112
435,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,15-05-2014 22:00,67.099
436,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,15-05-2014 23:00,67.077
437,HERAN AT WASNA,Gujarat SW GW,24,Gujarat,461,Vadodara,SANKHEDA,-,-,Narmada,Narmada,-,-,-,-,22.12027778,73.74944444,Yes,0.0000,66.86,15-05-2015 00:00,67.061
438,Karjan Dam,Gujarat SW GW,24,Gujarat,452,Narmada,Rajpipla,-,-,Narmada,Narmada,Karjan,-,-,Karjan,21.81527778,73.53666667,No,0,105.00,14-05-2008 16:00,0
439,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 00:00,147.228
440,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 01:00,147.229
441,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 02:00,147.23
442,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 03:00,147.231
443,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 04:00,147.232
444,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 05:00,147.232
445,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 06:00,147.231
446,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 07:00,147.231
447,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 08:00,147.23
448,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 09:00,147.229
449,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 10:00,147.215
450,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 11:00,147.215
451,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 12:00,147.205
452,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 13:00,147.208
453,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 14:00,147.21
454,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 15:00,147.221
455,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 16:00,147.218
456,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 17:00,147.218
457,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 18:00,147.218
458,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 19:00,147.218
459,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 20:00,147.218
460,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 21:00,147.219
461,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 22:00,147.219
462,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,14-06-2007 23:00,147.22
463,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 00:00,147.22
464,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 01:00,147.22
465,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 02:00,147.221
466,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 03:00,147.222
467,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 04:00,147.221
468,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 05:00,147.221
469,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 06:00,147.221
470,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 07:00,147.221
471,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 08:00,147.221
472,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 09:00,147.22
473,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 10:00,147.221
474,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 11:00,147.193
475,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 12:00,147.194
476,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 13:00,147.219
477,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 14:00,147.211
478,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 15:00,147.217
479,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 16:00,147.218
480,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 17:00,147.222
481,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 18:00,147.222
482,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 19:00,147.221
483,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 20:00,147.219
484,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 21:00,147.219
485,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 22:00,147.217
486,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2008 23:00,147.218
487,KARJAN   THAVA,Gujarat SW GW,24,Gujarat,442,Bharuch,VALIA,-,-,Narmada,Narmada,Karjan,-,-,-,21.58472222,73.46805556,Yes,0.0000,146.33,13-06-2009 00:00,147.218
