SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Gate-1 Discharge (cusec),Gate-2 Discharge (cusec),Gate-3 Discharge (cusec),Gate-4 Discharge (cusec),Gate-5 Discharge (cusec),Gate-6 Discharge (cusec),Gate-7 Discharge (cusec),Gate-8 Discharge (cusec),Gate-9 Discharge (cusec),Gate-10 Discharge (cusec),Gate-11 Discharge (cusec),Gate-12 Discharge (cusec),Gate-13 Discharge (cusec),Gate-14 Discharge (cusec),Gate-15 Discharge (cusec),Gate-16 Discharge (cusec),Gate-17 Discharge (cusec),Gate-18 Discharge (cusec),Gate-19 Discharge (cusec),Gate-20 Discharge (cusec),Gate-21 Discharge (cusec),Gate-22 Discharge (cusec),Gate-23 Discharge (cusec),Gate-24 Discharge (cusec),Gate-25 Discharge (cusec),Gate-26 Discharge (cusec),Gate-27 Discharge (cusec),Gate-28 Discharge (cusec),Gate-29 Discharge (cusec),Gate-30 Discharge (cusec),Gate-31 Discharge (cusec),Gate-32 Discharge (cusec),Gate-33 Discharge (cusec),Gate-34 Discharge (cusec),Gate-35 Discharge (cusec),Gate-36 Discharge (cusec),Gate-37 Discharge (cusec),Gate-38 Discharge (cusec),Gate-39 Discharge (cusec),Gate-40 Discharge (cusec),Gate-41 Discharge (cusec),Gate-42 Discharge (cusec),Gate-43 Discharge (cusec),Gate-44 Discharge (cusec),Gate-45 Discharge (cusec),Gate-46 Discharge (cusec),Gate-47 Discharge (cusec),Gate-48 Discharge (cusec),Gate-49 Discharge (cusec),Gate-50 Discharge (cusec)
489,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,19-04-2026 14:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
490,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,19-04-2026 15:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
491,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,19-04-2026 16:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
492,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,19-04-2026 17:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
493,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,19-04-2026 18:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
494,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,19-04-2026 19:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
495,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,19-04-2026 21:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
496,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,19-04-2026 22:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
497,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,19-04-2026 23:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
498,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 00:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
499,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 01:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
500,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 02:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
501,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 03:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
502,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 05:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
503,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 06:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
504,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 07:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
505,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 08:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
506,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 09:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
507,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 10:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
508,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 11:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
509,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 13:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
510,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 14:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
511,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 15:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
512,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 16:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
513,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 17:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
514,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 18:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
515,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 20:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
516,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 21:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
517,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 22:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
518,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,20-04-2026 23:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
519,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 00:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
520,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 01:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
521,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 02:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
522,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 04:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
523,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 05:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
524,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 06:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
525,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 07:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
526,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 08:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
527,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 09:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
528,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 10:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
529,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 11:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
530,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 13:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
531,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 14:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
532,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 15:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
533,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,21-04-2026 23:00,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
534,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,22-04-2026 18:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
535,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,22-04-2026 20:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
536,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,22-04-2026 21:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
537,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,22-04-2026 22:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
538,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,22-04-2026 23:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
539,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 00:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
540,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 02:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
541,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 03:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
542,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 04:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
543,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 06:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
544,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 07:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
545,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 08:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
546,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 09:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
547,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 10:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
548,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 11:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
549,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 13:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
550,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 14:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
551,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 15:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
552,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 16:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
553,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 18:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
554,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 19:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
555,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 20:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
556,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 21:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
557,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,23-04-2026 23:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
558,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 00:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
559,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 01:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
560,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 02:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
561,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 03:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
562,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 05:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
563,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 06:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
564,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 07:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
565,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 08:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
566,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 10:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
567,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 11:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
568,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 12:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
569,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 13:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
570,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 15:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
571,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 16:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
572,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 17:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
573,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 18:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
574,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 20:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
575,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 21:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
576,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 22:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
577,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,24-04-2026 23:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
578,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,25-04-2026 00:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
579,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,25-04-2026 02:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
580,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,25-04-2026 03:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
581,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,25-04-2026 04:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
582,Mahi Dam_1,Rajasthan SW,8,Rajasthan,114,SIKAR,-,-,-,-,-,-,-,-,-,23.63433000,74.54701000,25-04-2026 05:00,0,0,0,0,0,0,0,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
