SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily River Water Discharge (m3/sec)
77,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,09-05-2026 08:30,304.5
78,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,09-05-2026 17:30,303
79,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,10-05-2026 08:30,303
80,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,10-05-2026 17:30,301.5
81,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,11-05-2026 08:30,301.5
82,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,11-05-2026 17:30,300
83,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,12-05-2026 08:30,300
84,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,12-05-2026 17:30,297
85,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,13-05-2026 08:30,297
86,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,13-05-2026 17:30,294
87,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,14-05-2026 08:30,294
88,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,14-05-2026 17:30,291
89,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,15-05-2026 08:30,291
90,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,15-05-2026 17:30,288
91,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,16-05-2026 08:30,315
92,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,16-05-2026 17:30,315
93,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,17-05-2026 08:30,315
94,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,17-05-2026 17:30,313.5
95,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,18-05-2026 08:30,313.5
96,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,18-05-2026 17:30,312
97,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,19-05-2026 08:30,312
98,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,19-05-2026 17:30,310.5
99,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,20-05-2026 08:30,310.5
100,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,20-05-2026 17:30,309
101,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,21-05-2026 08:30,309
102,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,21-05-2026 17:30,307.5
103,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,22-05-2026 08:30,307.5
104,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,22-05-2026 17:30,306
105,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,23-05-2026 08:30,306
106,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,23-05-2026 17:30,304.5
107,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,24-05-2026 08:30,304.5
108,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,24-05-2026 17:30,303
109,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,25-05-2026 08:30,303
110,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,25-05-2026 17:30,301.5
111,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,26-05-2026 08:30,301.5
112,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,26-05-2026 17:30,300
113,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,27-05-2026 08:30,300
114,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,27-05-2026 17:30,297
115,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,28-05-2026 08:30,297
116,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,28-05-2026 17:30,294
117,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,29-05-2026 08:30,294
118,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,29-05-2026 17:30,291
119,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,30-05-2026 08:30,291
120,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,30-05-2026 17:30,288
121,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,31-05-2026 08:30,288
122,Mahagaon,Maharashtra SW,27,Maharashtra,475,Gadchiroli,AHERI,-,-,Godavari,Godavari,Pranhita,-,-,Pranhita,19.44944444,79.97000000,31-05-2026 17:30,285
