SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,01-02-2022 14:00,2
2,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,09-03-2022 05:00,3
3,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,10-03-2022 14:00,2
4,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,10-03-2022 15:00,0.5
5,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,20-03-2022 18:00,1
6,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,18-07-2022 08:00,0.5
7,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,18-07-2022 09:00,0.5
8,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,18-07-2022 16:00,1.5
9,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,19-07-2022 21:00,1
10,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,19-07-2022 22:00,4
11,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,19-07-2022 23:00,2
12,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,20-07-2022 03:00,3
13,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,20-07-2022 09:00,2
14,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,20-07-2022 21:00,1
15,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,21-07-2022 00:00,1.5
16,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,21-07-2022 18:00,1.5
17,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,22-07-2022 01:00,2
18,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,22-07-2022 02:00,1
19,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,22-07-2022 05:00,4
20,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,22-07-2022 08:00,0.5
21,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,24-07-2022 02:00,5.5
22,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,08-09-2022 13:00,2.5
23,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,08-09-2022 15:00,1
24,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,08-09-2022 16:00,0.5
25,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,12-09-2022 05:00,1
26,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,12-09-2022 06:00,2.5
27,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,12-09-2022 14:00,0.5
28,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,13-09-2022 15:00,3.5
29,Molgi,NCA,24,Gujarat,452,Narmada,DEDIAPADA,-,-,Narmada,Narmada,-,-,-,-,21.70000000,73.85000000,13-09-2022 19:00,2
