SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
122,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,20-06-2021 08:30,4.6
123,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,21-06-2021 08:30,27.2
124,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,22-06-2021 08:30,4.6
125,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,23-06-2021 08:30,3.8
126,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,24-06-2021 08:30,1.6
127,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,26-06-2021 08:30,9.2
128,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,27-06-2021 08:30,4.6
129,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,28-06-2021 08:30,2.8
130,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,30-06-2021 08:30,1.8
131,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,03-07-2021 08:30,14.8
132,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,04-07-2021 08:30,12.2
133,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,05-07-2021 08:30,1.6
134,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,06-07-2021 08:30,3.8
135,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,07-07-2021 08:30,8.6
136,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,08-07-2021 08:30,14.2
137,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,13-07-2021 08:30,1.2
138,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,15-07-2021 08:30,0.8
139,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,18-07-2021 08:30,5.8
140,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,19-07-2021 08:30,10.6
141,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,20-07-2021 08:30,14.6
142,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,21-07-2021 08:30,6.2
143,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,23-07-2021 08:30,1.6
144,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,24-07-2021 08:30,20.6
145,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,25-07-2021 08:30,9.2
146,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,27-07-2021 08:30,4.2
147,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,28-07-2021 08:30,2.6
148,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,29-07-2021 08:30,9.8
149,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,30-07-2021 08:30,42.2
150,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,31-07-2021 08:30,95.4
151,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,01-08-2021 08:30,1.4
152,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,02-08-2021 08:30,1.2
153,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,04-08-2021 08:30,24.2
154,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,05-08-2021 08:30,4.8
155,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,06-08-2021 08:30,7.4
156,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,07-08-2021 08:30,1.6
157,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,08-08-2021 08:30,9.2
158,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,09-08-2021 08:30,1.4
159,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,11-08-2021 08:30,1.8
160,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,14-08-2021 08:30,2.6
161,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,16-08-2021 08:30,4.6
162,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,17-08-2021 08:30,4.2
163,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,18-08-2021 08:30,5.2
164,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,19-08-2021 08:30,16.8
165,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,20-08-2021 08:30,9.6
166,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,21-08-2021 08:30,3.8
167,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,23-08-2021 08:30,2.4
168,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,25-08-2021 08:30,15.2
169,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,26-08-2021 08:30,10.8
170,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,28-08-2021 08:30,6.2
171,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,29-08-2021 08:30,8.8
172,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,30-08-2021 08:30,7.6
173,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,31-08-2021 08:30,12.2
174,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,01-09-2021 08:30,5.2
175,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,05-09-2021 08:30,0.8
176,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,06-09-2021 08:30,0.8
177,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,07-09-2021 08:30,5.2
178,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,08-09-2021 08:30,14.4
179,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,09-09-2021 08:30,10.4
180,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,10-09-2021 08:30,12.4
181,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,11-09-2021 08:30,2.8
182,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,12-09-2021 08:30,5.4
183,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,13-09-2021 08:30,15.4
184,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,14-09-2021 08:30,31.4
185,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,15-09-2021 08:30,19.2
186,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,16-09-2021 08:30,23.4
187,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,19-09-2021 08:30,1.4
188,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,21-09-2021 08:30,4.6
189,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,22-09-2021 08:30,7.8
190,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,23-09-2021 08:30,21.2
191,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,24-09-2021 08:30,1.2
192,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,27-09-2021 08:30,8.6
193,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,28-09-2021 08:30,4.8
194,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,29-09-2021 08:30,11.6
195,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,30-09-2021 08:30,188.2
196,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,01-10-2021 08:30,77.4
197,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,02-10-2021 08:30,22.6
198,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,03-10-2021 08:30,4.8
199,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,06-10-2021 08:30,0.2
200,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,07-10-2021 08:30,4.2
201,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,16-10-2021 08:30,16.2
202,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,17-10-2021 08:30,2.8
203,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,18-10-2021 08:30,14.6
204,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,19-10-2021 08:30,9.8
205,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,20-10-2021 08:30,4.2
206,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,10-06-2022 08:30,0.4
207,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,11-06-2022 08:30,6.02
208,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,12-06-2022 08:30,8.2
209,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,14-06-2022 08:30,1.2
210,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,15-06-2022 08:30,1.8
211,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,16-06-2022 08:30,2.8
212,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,18-06-2022 08:30,4.8
213,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,20-06-2022 08:30,3.8
214,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,22-06-2022 08:30,10.8
215,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,25-06-2022 08:30,2.4
216,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,02-07-2022 08:30,6.2
217,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,03-07-2022 08:30,8.2
218,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,04-07-2022 08:30,4.2
219,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,05-07-2022 08:30,1.8
220,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,06-07-2022 08:30,10.4
221,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,07-07-2022 08:30,12.2
222,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,10-07-2022 08:30,4.8
223,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,11-07-2022 08:30,1.8
224,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,13-07-2022 08:30,4.2
225,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,14-07-2022 08:30,2.2
226,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,15-07-2022 08:30,4.8
227,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,16-07-2022 08:30,8.8
228,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,17-07-2022 08:30,0.6
229,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,18-07-2022 08:30,1.4
230,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,22-07-2022 08:30,0.6
231,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,23-07-2022 08:30,10.4
232,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,24-07-2022 08:30,10.2
233,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,25-07-2022 08:30,10.2
234,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,26-07-2022 08:30,7.8
235,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,27-07-2022 08:30,2.8
236,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,29-07-2022 08:30,14.2
237,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,30-07-2022 08:30,1.4
238,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,31-07-2022 08:30,12.4
239,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,01-08-2022 08:30,0.8
240,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,02-08-2022 08:30,4.2
241,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,04-08-2022 08:30,1.4
242,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,05-08-2022 08:30,11.2
243,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,08-08-2022 08:30,1.6
244,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,09-08-2022 08:30,3.2
245,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,10-08-2022 08:30,14.4
246,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,11-08-2022 08:30,98.4
247,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,12-08-2022 08:30,32.4
248,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,14-08-2022 08:30,29.4
249,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,15-08-2022 08:30,43.4
250,Chandrapura (CTPS),Damodar Valley Corporation(DVC),20,Jharkhand,322,BOKARO,CHAS,-,-,Ganga,Ganga,Damodar,-,-,Damodar,23.73055556,86.12222222,16-08-2022 08:30,8.2
