SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Telemetry 6 Hourly (meter)
57,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,15-04-2023 23:00,2.15
58,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 00:00,2.034
59,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 01:00,2.115
60,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 02:00,2.18
61,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 03:00,2.182
62,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 04:00,2.184
63,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 05:00,2.183
64,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 06:00,2.152
65,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 07:00,2.168
66,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 08:00,2.19
67,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 09:00,2.197
68,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 10:00,2.201
69,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 11:00,2.206
70,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 12:00,2.205
71,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 13:00,2.213
72,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 14:00,2.211
73,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 15:00,2.213
74,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 16:00,2.184
75,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 17:00,2.059
76,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 18:00,2
77,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 19:00,1.976
78,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 20:00,2.129
79,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 21:00,2.173
80,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 22:00,2.183
81,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,16-04-2023 23:00,2.185
82,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 00:00,2.182
83,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 01:00,2.186
84,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 02:00,2.185
85,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 03:00,2.184
86,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 04:00,2.184
87,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 05:00,2.181
88,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 06:00,2.177
89,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 07:00,2.182
90,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 08:00,2.186
91,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 09:00,2.184
92,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 10:00,2.188
93,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 11:00,2.193
94,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 12:00,2.111
95,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 13:00,2.032
96,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 14:00,2.003
97,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 15:00,2.09
98,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 16:00,2.197
99,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 17:00,2.202
100,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 18:00,2.196
101,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 19:00,2.197
102,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 20:00,2.194
103,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 21:00,2.194
104,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 22:00,2.191
105,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,17-04-2023 23:00,2.187
106,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 00:00,2.088
107,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 01:00,2.133
108,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 02:00,2.178
109,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 03:00,2.183
110,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 04:00,2.183
111,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 05:00,2.185
112,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 06:00,2.185
113,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 07:00,2.18
114,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 08:00,2.094
115,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 09:00,2.086
116,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 10:00,2.181
117,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 11:00,2.195
118,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 12:00,2.2
119,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 13:00,2.201
120,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 14:00,2.203
121,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 15:00,2.195
122,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 16:00,2.111
123,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 17:00,2.023
124,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 18:00,1.985
125,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 19:00,2.115
126,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 20:00,2.179
127,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 21:00,2.187
128,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 22:00,2.188
129,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,18-04-2023 23:00,2.195
130,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 00:00,2.187
131,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 01:00,2.186
132,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 02:00,2.186
133,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 03:00,2.187
134,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 04:00,2.079
135,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 05:00,2.206
136,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 06:00,2.23
137,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 07:00,2.262
138,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 08:00,2.27
139,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 09:00,2.247
140,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 10:00,2.226
141,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 11:00,2.224
142,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 12:00,2.215
143,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 13:00,2.209
144,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 14:00,2.212
145,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 15:00,2.207
146,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 16:00,2.208
147,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 17:00,2.202
148,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 18:00,2.2
149,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 19:00,2.194
150,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 20:00,2.193
151,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 21:00,2.193
152,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,19-04-2023 22:00,2.187
153,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 03:00,2.038
154,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 04:00,2.186
155,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 05:00,2.237
156,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 06:00,2.281
157,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 07:00,2.32
158,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 08:00,2.358
159,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 09:00,2.389
160,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 10:00,2.405
161,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 11:00,2.407
162,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 12:00,2.406
163,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 17:00,2.458
164,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 20:00,2.381
165,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 21:00,2.379
166,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 22:00,2.376
167,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,20-04-2023 23:00,2.356
168,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 00:00,2.338
169,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 01:00,2.321
170,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 02:00,2.304
171,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 03:00,2.276
172,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 04:00,2.233
173,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 05:00,2.247
174,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 06:00,2.256
175,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 07:00,2.137
176,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 08:00,2.04
177,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 09:00,2.111
178,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 10:00,2.091
179,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 11:00,2.374
180,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 12:00,2.397
181,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 13:00,2.414
182,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 14:00,2.386
183,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 15:00,2.311
184,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 16:00,2.274
185,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 17:00,2.263
186,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 18:00,2.228
187,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 19:00,2.085
188,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 20:00,2.031
189,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 21:00,2.269
190,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 22:00,2.165
191,Champabati,Assam,18,Assam,287,GOALPARA,-,-,-,-,-,-,-,-,-,26.02744200,90.66889200,,21-04-2023 23:00,2.056
