SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
1,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,01-01-2021 08:00,0.6,"",270,2800
2,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,01-02-2021 08:00,2.4,"",330,2200
3,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,01-03-2021 09:00,1.9,"",270,340
4,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,05-04-2021 08:00,4.4,"",1300,1700
5,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,21-06-2021 09:00,"","",11000,1400
6,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,01-07-2021 08:00,2.2,"",220,500
7,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,12-07-2021 08:30,0.4,"",270,390
8,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,22-07-2021 08:30,0.5,"",93,170
9,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,02-08-2021 08:29,1,"",140,170
10,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,11-08-2021 08:31,0.7,"",140,210
11,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,23-08-2021 08:30,0.9,"",140,210
12,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,01-09-2021 08:00,1.5,"",270,790
13,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,13-09-2021 08:30,1.1,"",270,1100
14,Bhadrachalam,CWC,36,Telangana,690,BHADRADRI,BHADRADRI,Bhadrachalam,Bhadrachalam,Godavari,Godavari,-,-,-,Godavari,17.66944444,80.87388889,21-09-2021 08:00,1,"",790,1400
