SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,04-06-2021 16:00,1
2,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,16-06-2021 08:00,0.5
3,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,20-06-2021 12:00,12.5
4,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,24-06-2021 15:00,1
5,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,25-06-2021 11:00,0.5
6,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,26-06-2021 10:00,1.5
7,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,28-06-2021 11:00,6.5
8,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,28-06-2021 12:00,17.5
9,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,28-06-2021 13:00,1
10,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,28-06-2021 14:00,0.5
11,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,29-06-2021 13:00,1
12,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,29-06-2021 15:00,1.5
13,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,29-06-2021 16:00,5.5
14,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,29-06-2021 17:00,2
15,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,29-06-2021 18:00,1.5
16,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,29-06-2021 19:00,0.5
17,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,29-06-2021 20:00,1.5
18,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,30-06-2021 13:00,13.5
19,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,30-06-2021 14:00,2.5
20,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,30-06-2021 15:00,1
21,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,30-06-2021 16:00,0.5
22,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,30-06-2021 17:00,3
23,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,30-06-2021 19:00,0.5
24,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,30-06-2021 20:00,10.5
25,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,30-06-2021 21:00,32.5
26,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,30-06-2021 22:00,1.5
27,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,30-06-2021 23:00,0.5
28,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,01-07-2021 00:00,6
29,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,01-07-2021 01:00,5
30,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,01-07-2021 02:00,1.5
31,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,01-07-2021 03:00,3
32,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,01-07-2021 04:00,1.5
33,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,01-07-2021 05:00,0.5
34,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,01-07-2021 19:00,0.5
35,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,02-07-2021 04:00,0.5
36,Amarpur,CWC,16,Tripura,654,Gomati,Amarpur,-,-,Meghna,Barak and Others,Gumti,Gumti,-,Gumti,23.52833333,91.65277778,02-07-2021 08:00,0.5
