SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Telemetry Hourly (meter)
1,Sapawada,CWC,24,Gujarat,451,Mahesana,MAHESANA,-,-,Rupen,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Rupen,23.54722222,72.01444444,Yes,36.0000,36.65,01-01-1970 00:00,51.971
2,Sapawada,CWC,24,Gujarat,451,Mahesana,MAHESANA,-,-,Rupen,West flowing rivers of Kutch and Saurashtra including Luni,-,-,-,Rupen,23.54722222,72.01444444,Yes,36.0000,36.65,20-11-1970 00:00,118.965
