SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
1,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,01-01-2021 09:40,16,"",110000,140000
2,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,01-02-2021 09:00,20,"",540000,920000
3,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,01-03-2021 08:30,38,"",540000,920000
4,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,22-03-2021 08:00,26,"",540000,350000
5,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,05-04-2021 08:15,26,"",350000,540000
6,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,12-04-2021 08:15,24,"",350000,540000
7,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,21-04-2021 09:15,44,"",350000,540000
8,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,21-05-2021 08:20,10.8,"",280000,350000
9,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,01-06-2021 08:00,10,"",170000,220000
10,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,11-06-2021 08:15,29,"",240000,350000
11,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,21-06-2021 08:15,13.4,"",170000,220000
12,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,01-07-2021 08:15,23,"",350000,540000
13,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,12-07-2021 08:15,10.9,"",240000,350000
14,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,22-07-2021 10:30,19.6,"",280000,350000
15,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,02-08-2021 13:45,29.2,"",350000,540000
16,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,11-08-2021 11:15,37.2,"",350000,540000
17,AGRA (J.B.),CWC,9,Uttar Pradesh,118,AGRA,AGRA,-,-,Ganga,Ganga,Yamuna,-,-,Yamuna,27.20388889,78.03500000,23-08-2021 11:30,20.6,"",240000,350000
