SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
1,Kibithu,CWC,12,Arunachal Pradesh,628,ANJAW,Hawai-Walong,-,-,Brahmaputra,Brahmaputra,Lohit,-,-,Lohit,28.25722222,97.02583333,22-02-2026 08:30,3
2,Kibithu,CWC,12,Arunachal Pradesh,628,ANJAW,Hawai-Walong,-,-,Brahmaputra,Brahmaputra,Lohit,-,-,Lohit,28.25722222,97.02583333,22-02-2026 09:30,3
3,Kibithu,CWC,12,Arunachal Pradesh,628,ANJAW,Hawai-Walong,-,-,Brahmaputra,Brahmaputra,Lohit,-,-,Lohit,28.25722222,97.02583333,18-03-2026 07:00,4
4,Kibithu,CWC,12,Arunachal Pradesh,628,ANJAW,Hawai-Walong,-,-,Brahmaputra,Brahmaputra,Lohit,-,-,Lohit,28.25722222,97.02583333,19-03-2026 11:00,2.5
5,Kibithu,CWC,12,Arunachal Pradesh,628,ANJAW,Hawai-Walong,-,-,Brahmaputra,Brahmaputra,Lohit,-,-,Lohit,28.25722222,97.02583333,19-03-2026 12:00,2.5
6,Kibithu,CWC,12,Arunachal Pradesh,628,ANJAW,Hawai-Walong,-,-,Brahmaputra,Brahmaputra,Lohit,-,-,Lohit,28.25722222,97.02583333,19-03-2026 13:00,2.5
7,Kibithu,CWC,12,Arunachal Pradesh,628,ANJAW,Hawai-Walong,-,-,Brahmaputra,Brahmaputra,Lohit,-,-,Lohit,28.25722222,97.02583333,20-03-2026 02:00,25
8,Kibithu,CWC,12,Arunachal Pradesh,628,ANJAW,Hawai-Walong,-,-,Brahmaputra,Brahmaputra,Lohit,-,-,Lohit,28.25722222,97.02583333,20-03-2026 03:00,0.5
9,Kibithu,CWC,12,Arunachal Pradesh,628,ANJAW,Hawai-Walong,-,-,Brahmaputra,Brahmaputra,Lohit,-,-,Lohit,28.25722222,97.02583333,20-03-2026 22:00,28
10,Kibithu,CWC,12,Arunachal Pradesh,628,ANJAW,Hawai-Walong,-,-,Brahmaputra,Brahmaputra,Lohit,-,-,Lohit,28.25722222,97.02583333,20-03-2026 23:00,28.5
11,Kibithu,CWC,12,Arunachal Pradesh,628,ANJAW,Hawai-Walong,-,-,Brahmaputra,Brahmaputra,Lohit,-,-,Lohit,28.25722222,97.02583333,21-03-2026 00:00,0.5
12,Kibithu,CWC,12,Arunachal Pradesh,628,ANJAW,Hawai-Walong,-,-,Brahmaputra,Brahmaputra,Lohit,-,-,Lohit,28.25722222,97.02583333,21-03-2026 23:00,1.5
