SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Reservoir water level (m)
1,PENNAR KUMUDVATHY,Andhra Pradesh SW,28,Andhra Pradesh,502,ANANTAPUR,HINDUPUR,-,-,Pennar,Pennar,-,-,-,Pennar,13.95000000,77.41666667,15-02-2026 08:00,0.000000
